X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
62,908	45,954	-1,8179	0,23441
56,844	49,297	-4,3107	8,3779e-002
58,564	45,88	0,55778	0,4101
62,097	48,755	-4,9513	0,21924
61,461	44,319	-1,3493	0,4529
56,737	45,992	-4,1218	0,23229
61,344	44,868	-4,3316	0,44668
59,862	46,874	-8,2101	0,44638
61,978	48,254	-3,0432	0,20567
58,421	47,6	-0,72504	0,22427
57,292	24,489	-1,3598	4,6799
52,585	23,138	0,42863	6,4754
52,852	23,395	-2,8747	6,8952
51,79	22,202	-0,84805	5,3583
52,201	25,893	0,78477	4,8801
56,934	26,886	1,2815	4,9238
53,677	25,334	-3,0853	6,3269
62,246	25,417	-5,127	1,5061
61,536	25,13	2,2579	1,6579
62,182	30,482	-5,1114	1,7054
62,302	29,662	0,14383	1,7077
57,881	29,097	-4,889	2,8608
62,853	24,255	-0,17883	1,3341
59,959	27,859	0,93898	2,6376
56,702	26,307	-3,4278	4,0407
56,745	53,696	3,3989	6,574e-003
58,619	52,363	3,3444	5,8489e-002
54,751	54,599	3,4958	-8,1266e-002
53,571	52,615	3,2864	-0,16872
57,923	51,404	5,3207	5,3658e-002
52,412	50,549	2,1246	-0,3569
56,45	47,98	3,6976	0,25382
54,043	53,274	5,5484	-0,10122
58,871	50,632	3,4312	7,0562e-002
54,028	50,747	5,7567	-8,6416e-002
56,307	49,7	2,4148	6,7986e-002
56,308	51,874	22,363	0,5567
60,467	44,175	21,657	0,87125
62,958	48,087	22,227	0,3449
59,482	53,444	20,973	0,4182
56,29	48,814	23,491	0,89066
57,205	45,806	22,499	1,1946
56,438	52,197	18,825	0,36525
58,733	51,115	23,086	0,56271
54,987	49,804	21,935	0,48614
62,032	51,775	22,801	0,38427
57,	56,239	20,996	0,30656
53,746	57,24	21,635	0,35808
52,218	55,955	22,735	0,30151
53,807	51,609	23,514	0,77902
53,955	54,991	18,849	0,25361
56,25	53,91	23,109	0,45107
52,505	52,599	21,958	0,3745
52,484	54,68	23,644	0,39269
65,818	35,298	17,761	0,29808
64,634	43,183	21,545	0,54781
67,492	39,549	20,75	5,1842e-002
58,803	38,603	20,792	1,7379
58,881	40,901	21,816	1,3976
62,441	35,753	19,799	1,0726
65,517	30,157	13,403	0,62033
64,822	27,71	10,195	0,78834
58,397	28,443	12,165	3,5751
62,148	26,893	9,2383	1,3204
57,965	31,462	11,078	2,3249
62,914	31,424	7,1242	1,3702
60,571	29,622	7,9193	2,3001
62,14	30,612	15,441	1,3949
60,118	27,024	11,186	1,8234
66,122	44,422	2,0907	0,13138
63,11	45,762	1,8059	0,26364
64,886	44,696	0,48038	0,21132
63,438	43,061	0,94898	0,42981
66,12	45,941	2,5659	8,3076e-002
64,698	42,509	3,0721	0,35526
64,091	45,424	4,3883	0,28342
64,738	45,575	2,7423	0,25059
71,167	35,577	17,536	-0,72423
68,799	28,88	11,34	-0,30998
71,082	32,111	9,6447	-1,0482
66,117	31,782	16,585	0,29656
42,153	54,426	-10,789	-0,59032
46,002	57,978	-14,988	-0,26132
44,838	53,249	-10,041	-0,6322
44,94	54,633	-17,67	-0,37908
46,967	51,371	-16,996	-9,1968e-002
46,111	56,377	-10,664	-0,39151
44,085	57,93	-12,945	-0,26583
43,672	56,411	-10,753	-0,40111
43,866	49,745	-14,011	-0,85547
56,539	53,616	-4,0895	-6,1029e-002
57,278	50,517	-3,1056	6,211e-002
60,743	52,744	-2,7043	3,5009e-002
58,877	53,596	-2,675	2,7897e-002
57,086	55,96	-7,8187	2,9742e-002
56,039	51,142	-5,0911	-5,6617e-002
58,034	56,44	-4,4912	2,3411e-002
61,291	50,6	-5,7317	7,8842e-002
61,964	54,606	-6,1385	3,6327e-002
59,056	48,719	-8,9904	0,30599
61,173	50,099	-3,8236	6,5276e-002
52,484	56,177	-3,9836	-0,23518
49,408	57,644	-3,6794	-0,28459
51,528	57,601	-3,7504	-0,22604
51,984	53,704	-4,9852	-0,23077
48,377	53,899	-5,3191	-0,52696
49,651	57,026	-5,9424	-0,28628
69,131	50,566	2,0266	-5,2829e-002
66,523	51,522	1,4084	1,6415e-002
63,756	51,771	3,2062	7,5366e-002
63,061	50,812	5,1824	7,0535e-002
68,807	51,122	4,9653	-9,6567e-003
65,132	52,536	4,0294	4,8461e-002
67,165	48,707	3,2692	-3,3244e-002
65,137	48,189	5,0915	0,1671
64,008	50,04	3,2929	8,7439e-002
65,784	48,341	3,4456	0,13427
69,983	43,462	21,32	-0,47451
68,513	45,363	14,856	-0,13302
71,48	47,71	19,109	-0,25454
70,043	49,354	22,033	-0,15629
66,2	50,783	22,689	6,0835e-002
70,948	46,962	22,9	-0,36321
56,92	58,81	20,245	0,21959
61,942	61,136	18,013	0,10007
57,129	56,562	17,458	0,11511
59,424	55,48	21,719	0,31257
62,724	56,14	21,434	0,13414
64,196	58,658	15,681	8,0906e-002
58,229	60,644	18,744	0,14781
71,595	48,658	2,5462	-0,24811
73,308	46,112	3,7508	-0,33127
69,633	45,28	3,3135	-0,18021
70,575	45,052	6,0165	-0,31584
71,272	49,214	5,4848	-0,20493
74,27	47,522	4,0521	-0,24597
73,651	46,14	5,7914	-0,40196
69,63	46,798	3,7887	-0,22852
77,627	39,159	21,038	-1,769
76,266	41,727	21,598	-1,2196
71,371	41,729	14,061	-0,62898
74,338	44,076	18,314	-0,75051
73,806	43,329	22,105	-0,85918
83,147	35,493	3,6503	-1,3875
84,929	37,991	5,0299	-0,12667
81,472	41,161	4,9077	-0,67279
79,559	39,322	4,5518	-1,1205
81,928	34,953	6,6498	-2,222
84,462	37,871	9,212	-0,40615
82,428	42,057	7,8971	-0,52472
81,743	40,205	3,7314	-0,70086
83,312	39,849	4,8312	-0,46068
56,487	57,316	1,5432	-3,5964e-002
59,318	54,585	3,0696	5,2459e-002
55,45	56,821	3,221	-8,7296e-002
58,267	56,073	0,97037	5,9798e-003
58,622	53,627	5,0458	4,7629e-002
56,712	59,864	3,0829	8,91e-003
54,742	55,496	5,2735	-0,10725
60,693	55,35	3,8929	2,5554e-002
55,56	67,866	10,978	0,12229
53,032	67,239	14,174	0,11951
52,477	64,935	11,597	6,0656e-002
59,545	65,438	14,918	7,7609e-002
54,732	60,864	14,363	9,2651e-002
55,68	65,112	8,2279	7,0211e-002
55,833	64,946	15,648	0,12535
79,398	43,863	-3,4073	-0,22478
82,037	40,846	-3,9035	-0,59191
80,551	44,574	-0,12046	-7,8723e-002
84,37	43,628	-0,67755	0,37128
81,785	46,49	-2,9486	8,5291e-002
85,499	43,21	-4,5383	0,54033
82,65	45,503	0,3948	0,15911
85,338	42,139	-0,57076	0,51837
90,524	53,206	-4,5341	0,73096
93,293	48,787	-10,174	1,2647
93,435	48,579	-6,0671	1,4329
91,494	50,752	-13,854	0,82724
88,715	58,077	-9,6669	0,36287
86,452	53,017	-12,602	0,36651
85,27	50,841	-6,5746	0,40319
87,605	50,019	-14,327	0,31084
88,983	47,561	-8,1644	0,85822
89,832	48,737	-4,9799	1,0122
86,669	54,436	-8,1522	0,48384
77,94	41,352	-5,4908	-0,97618
72,477	47,003	-4,7384	-0,33924
75,481	42,087	-3,6509	-0,86925
77,688	46,996	-4,5359	-0,29898
71,654	43,662	-8,2551	-0,34911
74,647	41,073	-7,2975	-1,0274
73,5	47,636	-8,5053	-0,4032
75,278	46,301	-3,4777	-0,3896
72,303	44,666	-4,309	-0,41533
74,699	45,093	-10,698	-0,6095
86,028	63,426	12,837	-2,692e-002
87,99	58,525	4,5883	0,34265
83,039	62,956	13,049	-6,3497e-002
84,94	63,28	3,6626	1,8276e-002
85,262	59,458	13,06	6,389e-002
82,267	64,612	6,0921	-1,8824e-002
82,692	59,227	5,5641	7,4233e-002
87,593	58,033	8,2428	0,35065
83,727	65,022	11,708	-9,1718e-002
83,044	65,882	9,4212	-7,233e-002
69,334	51,798	3,7935e-002	-8,2772e-002
70,797	50,24	-1,9129	-0,11073
73,654	48,297	1,8607	-0,23518
71,618	51,399	3,5948	-0,10884
72,701	53,829	-1,4988	-7,7555e-002
74,616	49,707	2,1621	-0,14988
76,008	50,233	-1,7105	-7,0467e-002
73,598	49,538	-0,65227	-0,16108
69,976	48,983	1,8987	-0,13243
75,965	53,3	1,3058	-1,1111e-002
100,82	33,595	-15,828	4,2662
101,49	33,72	-11,32	4,5161
100,51	36,29	-11,336	4,6225
101,43	37,793	-13,813	3,076
99,559	32,142	-13,907	3,2403
99,783	33,646	-10,761	3,8741
99,047	37,12	-14,184	3,8222
101,52	37,412	-11,811	3,1746
101,19	32,944	-13,267	3,7518
101,75	35,583	-11,054	4,4256
88,691	34,937	-4,1844	0,72766
83,802	37,814	-5,1839	-0,49324
84,715	35,406	-3,2842	-0,81456
85,904	33,958	-7,7145	-1,0262
86,675	34,018	-2,6109	-0,44915
86,769	31,927	-4,6779	-0,49296
84,042	37,07	-9,7247	-0,93887
87,264	40,178	-5,8187	0,63899
91,589	37,761	-5,0566	2,1767
85,195	28,772	-17,021	-2,1493
84,799	30,332	-19,132	-2,3165
82,834	28,734	-15,228	-5,1999
81,936	30,62	-17,329	-3,9218
84,958	33,076	-17,774	-2,163
87,9	30,35	-19,229	-0,97945
84,489	30,59	-14,292	-2,9337
82,627	33,701	-16,303	-2,8464
84,028	31,906	-18,598	-3,3419
101,36	33,312	11,562	3,8168
100,86	37,767	12,446	3,3418
100,56	36,922	15,333	3,3985
99,137	35,8	10,284	4,9242
98,49	32,099	15,65	3,5244
99,558	32,5	11,025	3,2607
98,525	35,932	14,25	4,1123
101,36	32,576	13,392	4,0244
100,99	34,128	14,194	4,6176
94,964	30,935	4,4157	1,4358
91,029	31,436	2,8642	1,094
90,328	34,441	4,794	1,1931
92,906	30,222	2,7715	1,2865
95,79	30,991	6,8957	1,5582
92,776	27,768	5,888	0,63976
93,314	32,968	4,1328	2,109
90,672	30,727	6,6768	0,99404
87,	27,565	19,779	-0,9953
87,145	28,378	22,28	-0,41355
85,029	31,884	20,568	-1,9512
86,327	32,327	21,912	-0,13559
85,33	29,509	19,178	-2,1924
88,757	31,558	21,125	0,72453
86,661	30,505	18,69	-0,32282
86,907	30,305	22,77	-9,064e-002
100,85	31,619	19,313	3,2121
103,21	28,808	16,918	3,6943
102,65	28,293	18,9	3,1163
99,316	29,67	18,387	2,7995
101,56	27,219	17,814	2,0079
102,19	30,148	16,129	3,2994
101,82	31,7	16,931	3,8927
98,401	28,509	4,2658	0,88057
100,83	25,172	2,6791	0,78857
101,73	28,899	5,2256	1,6707
98,034	25,979	2,4625	0,36838
101,28	25,192	7,6734	0,83588
99,226	28,565	6,7458	1,0029
96,212	25,342	5,7381	8,4525e-002
101,43	24,743	4,6191	0,96507
100,62	28,523	3,6315	0,71802
91,292	9,3359	1,5793	-2,2453
89,731	12,283	6,5098	-3,4358
90,057	12,064	9,5379	-2,5556
91,357	2,2016	1,1251	-0,78954
90,85	1,4796	9,6499	-0,6972
91,233	6,2396	13,663	-1,0821
89,494	12,004	3,274	-3,5454
97,664	0,71372	5,7715	-0,38329
98,117	7,6101	6,2035	-0,63337
94,837	11,276	10,156	-1,3634
98,216	7,1139	11,307	-0,46694
90,535	10,207	12,406	-1,6036
107,24	20,954	1,2795	2,3666
106,7	20,849	-2,1218	2,1671
104,69	21,836	0,4914	1,5265
109,66	19,053	-0,56524	2,1594
107,74	18,786	2,2806	2,0426
104,6	19,627	-0,40477	1,0928
108,19	17,492	-1,4957	1,8475
108,85	19,436	0,65591	2,2327
105,35	21,984	-1,1151	1,8704
109,6	19,695	-1,7169	2,4531
91,252	4,2264	-4,4733	-1,4938
91,489	11,343	-9,5517	-2,3993
89,321	14,494	-5,9168	-3,966
89,388	14,029	-2,3244	-4,2497
96,524	13,584	-5,7707	-1,5401
96,503	15,319	-2,2293	-1,3736
91,863	16,121	-3,466	-2,2463
98,011	9,6348	0,60516	-1,3377
93,644	15,656	-7,5199	-2,1391
88,39	17,036	8,8701	-4,4504
87,827	16,976	2,6061	-5,4402
87,044	19,636	7,6107	-4,1562
86,953	18,878	3,3595	-4,1236
90,417	20,645	6,6565	-2,8345
90,301	19,068	1,4646	-3,4369
88,601	21,15	3,3238	-2,6179
86,937	18,184	8,3294	-4,8017
87,763	22,745	-17,779	-2,49
89,617	18,791	-20,135	-2,3482
87,216	23,707	-15,49	-2,2104
90,014	15,877	-14,779	-2,7148
87,257	21,316	-11,823	-2,8834
87,846	19,028	-11,144	-4,2815
86,545	22,599	-13,887	-3,4077
89,532	23,238	-12,918	-1,6379
92,17	20,189	-12,747	-2,4546
102,05	26,54	-20,724	1,4944
102,28	23,459	-24,683	1,141
103,15	25,343	-21,479	2,3656
103,04	23,569	-22,727	1,55
101,15	26,635	-22,406	1,8661
100,52	23,541	-23,701	0,55208
101,75	24,439	-18,994	0,72556
101,37	30,168	-18,689	2,7164
102,3	28,919	-17,356	2,2228
103,14	26,883	-19,438	2,6029
101,13	28,175	-20,365	2,1034
100,1	28,715	-16,768	1,6905
101,73	25,978	-16,953	0,96286
102,53	27,382	-17,597	1,4104
89,143	21,108	-23,44	-1,2576
86,742	26,024	-18,795	-1,1198
86,346	27,585	-20,905	-1,2871
89,447	27,603	-21,003	4,9981e-002
104,35	19,841	24,788	2,2083
108,15	19,626	23,167	2,5618
103,13	23,189	23,015	1,7671
103,16	21,46	25,295	1,6953
103,67	19,048	22,161	1,6423
102,64	23,238	20,514	1,4942
101,62	20,687	23,569	1,0312
87,692	19,102	13,177	-3,4271
87,37	19,417	10,639	-3,276
90,743	20,426	9,6845	-1,9542
87,263	17,965	11,357	-3,9214
93,495	16,029	12,516	-2,378
89,194	14,96	14,766	-2,6182
87,226	23,123	16,682	-2,4543
88,642	22,036	21,294	-1,3992
87,928	25,673	21,41	-1,0428
86,113	26,804	18,308	-2,8216
92,221	27,269	18,823	0,20069
89,54	28,853	20,254	9,5247e-002
87,444	27,8	17,82	-0,9521
87,641	25,442	15,69	-1,1656
91,202	24,408	21,076	-0,87555
89,717	0,43749	-12,755	-0,19232
90,81	-3,63	3,5974	5,4221e-002
91,2	-10,282	1,87	0,13514
92,658	-12,756	-3,0249	0,14457
91,554	4,2088	-10,006	-0,94362
93,109	-4,1001	-12,586	0,1827
97,623	-4,3958	-0,28103	0,36813
98,076	2,5005	0,151	0,11805
89,954	7,5543	-17,834	-1,0978
91,509	-0,75471	-20,414	2,8503e-002
91,394	14,239	-20,44	-1,4825
94,195	14,415	-28,348	-0,91646
94,99	19,617	-25,216	-0,6344
96,706	16,301	-24,302	-0,3316
90,693	-11,004	10,395	0,22748
90,686	0,40796	16,135	-0,23833
89,987	-6,909	17,769	7,9494e-003
97,116	-5,1179	8,2438	0,46047
89,6	-3,3975	18,731	-1,0669e-002
97,668	1,2822	13,78	0,37682
103,06	-27,375	-18,399	1,572
103,07	-29,598	-14,757	1,4799
103,05	-28,69	-16,687	1,461
104,13	-29,073	-13,101	3,2357
102,94	-26,055	-15,862	2,4432
104,44	-26,634	-17,627	3,3899
103,68	-26,499	-11,896	2,7138
104,64	-29,201	-14,436	3,665
106,	-26,901	-16,162	2,288
105,12	-28,441	-14,973	3,2711
110,56	-22,06	-20,295	0,90901
106,85	-19,916	-23,245	2,5493
110,21	-18,208	-22,172	1,1474
105,89	-23,422	-20,183	2,9158
105,39	-19,528	-21,274	2,3612
107,42	-21,736	-18,575	1,9855
105,72	-23,004	-21,67	2,5983
104,9	-22,321	-20,709	2,1144
107,46	-23,69	-18,719	1,8139
105,82	-21,674	-22,386	3,0205
101,98	-24,806	-22,931	0,24458
101,91	-27,963	-19,212	-0,12035
101,36	-28,552	-20,823	0,30758
101,8	-25,327	-18,387	0,86184
103,3	-25,907	-20,152	1,8085
100,69	-27,087	-22,787	0,19843
103,12	-25,488	-21,639	1,4911
102,31	-24,806	-20,678	1,0072
100,22	-26,436	-19,831	-4,1322e-002
103,03	-20,895	-25,775	1,6504
101,75	-21,212	-26,379	0,37954
102,85	-20,171	-23,251	1,5079
100,75	-25,245	-24,795	0,45237
103,18	-23,646	-23,647	1,745
102,36	-22,964	-22,686	1,2611
99,009	-21,91	-26,557	0,10095
100,27	-24,594	-21,839	0,21262
103,28	-22,316	-24,363	2,1672
103,94	-22,298	23,162	2,7647
104,53	-24,54	19,468	3,4248
105,53	-21,941	20,651	2,544
102,29	-25,302	19,261	1,4832
102,92	-22,979	23,397	1,5609
102,97	-22,63	17,867	2,3225
101,1	-23,397	21,303	1,3892
103,3	-25,277	20,8	1,6472
103,17	-21,287	22,044	2,3361
105,27	-23,585	20,694	2,9457
103,49	-24,356	22,211	1,8998
102,93	-31,201	12,295	0,49739
102,99	-29,864	14,989	0,73665
101,58	-32,252	12,792	-0,18463
101,47	-29,229	15,579	-0,17738
100,98	-31,513	14,856	-0,17875
102,3	-30,736	16,13	8,6132e-002
102,33	-29,964	13,101	0,39331
92,542	-20,13	3,7726	0,31783
97,507	-11,77	6,5164	0,54139
98,025	-18,521	6,8971	0,94017
95,589	-22,911	8,5142	0,50898
96,506	-19,809	11,608	1,0367
90,756	-23,373	7,4699	-8,5636e-002
103,91	-30,832	8,9907	2,5198
105,52	-29,203	9,7075	3,1394
102,96	-31,654	7,0549	1,5065
104,43	-31,003	4,5542	3,5356
106,39	-30,457	7,0909	1,9803
102,21	-29,29	7,7867	2,1567
104,66	-28,481	6,5331	3,0172
103,31	-29,595	9,7966	2,4157
96,668	-33,976	13,785	-0,13935
92,438	-31,025	18,588	-0,35693
94,065	-38,567	12,246	-0,18569
94,157	-34,003	10,509	-0,48731
96,071	-33,237	15,849	-0,13347
91,742	-36,379	23,312	-0,17533
91,494	-31,844	11,04	-0,41512
91,866	-38,974	17,247	-0,19545
102,05	-31,748	-11,075	-0,26269
101,73	-33,164	-6,2346	-0,34918
101,39	-33,581	-10,172	7,1178e-002
103,06	-32,185	-7,1806	0,87945
103,11	-31,223	-9,4196	1,4931
101,26	-31,477	-4,76	0,14103
102,66	-28,648	-8,2146	0,9712
100,46	-31,198	-11,335	-0,3312
96,789	-32,501	-17,407	9,9009e-002
96,983	-30,901	-19,45	0,11766
92,887	-34,437	-15,155	-0,34771
91,531	-35,501	-20,287	-0,22897
96,313	-29,436	-21,414	8,5074e-003
95,961	-30,67	-16,168	-0,35989
92,285	-30,042	-22,716	-0,26428
95,834	-28,784	-18,458	-0,23124
101,92	-30,186	-15,57	-0,21245
101,18	-32,375	-15,138	0,19683
101,28	-32,927	-12,736	0,14031
103,	-30,569	-11,984	1,5623
101,81	-27,551	-14,745	0,76974
102,55	-27,994	-10,779	1,0403
100,35	-30,544	-13,899	-0,26207
103,51	-30,697	-13,319	1,9916
93,338	-28,307	-1,8996	-0,17122
98,965	-14,244	1,6215	0,55082
99,483	-20,995	2,0022	0,94959
97,181	-26,578	-1,0656	0,47057
94,878	-28,004	2,0439	-0,1484
97,047	-25,384	3,6192	0,51841
98,582	-23,749	-4,5202	1,3007
99,493	-24,576	2,3657	1,379
92,214	-25,846	2,575	-7,6209e-002
96,995	-33,968	-3,3174	-0,51812
95,498	-36,801	-0,53201	-0,25418
92,646	-35,769	-7,4044	-0,48796
96,654	-35,131	-1,8415	-0,26129
96,519	-32,281	-1,8428	-2,7903e-002
94,217	-33,708	1,2667	-0,64688
92,189	-38,271	-3,204	-0,42372
91,553	-31,549	1,7977	-0,57469
102,84	-32,934	-3,2355	1,3759
106,12	-30,611	-1,7491	2,3101
104,45	-31,767	-0,3085	3,2929
105,86	-30,892	-4,0148	2,4964
104,17	-31,955	-4,1815	2,6045
102,37	-31,248	-1,7609	1,8661
103,77	-28,419	-5,2155	2,6962
101,16	-31,467	-17,068	0,17794
101,36	-29,867	-19,111	0,19659
101,79	-26,642	-16,676	0,75085
100,33	-29,636	-15,829	-0,28096
100,21	-27,751	-18,119	-0,15231
102,64	-32,947	-4,904	0,8621
100,97	-35,089	-2,4821	-0,1097
100,84	-32,239	-2,4834	0,12368
105,1	-29,621	11,486	2,0555
102,53	-32,072	8,833	0,42262
102,13	-32,301	11,265	0,75388
101,79	-29,708	9,5648	1,0727
102,88	-30,013	11,575	1,3318
105,17	-28,284	14,179	2,2947
105,89	-26,887	14,977	3,3223
107,58	-29,246	9,5859	1,5159
107,97	-25,043	13,175	1,8869
104,32	-24,977	13,375	2,22
109,75	-27,531	11,151	1,2394
105,85	-27,271	9,0281	2,5529
104,5	-28,384	12,292	1,9514
104,33	-27,178	16,953	2,9419
102,09	-27,94	16,745	1,0004
102,77	-25,268	15,352	1,8397
103,1	-27,915	18,285	1,1644
102,91	-29,447	17,296	1,2639
102,95	-28,675	14,268	1,5711
105,32	-19,975	24,947	2,7821
104,09	-18,609	26,052	2,9573
105,46	-20,941	22,627	2,4286
102,85	-21,979	25,373	1,4455
103,1	-20,287	24,02	2,2207
106,84	-15,963	26,192	2,7174
110,05	-18,554	22,892	1,4039
105,54	-17,286	25,861	3,0901
106,91	-19,617	22,436	2,5614
107,24	-16,399	21,807	2,303
104,55	-18,963	23,829	2,3535
108,58	-17,472	25,26	1,6455
105,31	-18,489	-26,057	2,8479
102,75	-19,143	-27,214	1,5314
104,23	-16,668	-27,458	3,2565
101,75	-16,772	-27,251	1,6796
103,85	-18,102	-24,086	2,6598
104,29	-20,247	-25,198	3,3191
117,94	-21,831	-20,118	-0,43791
113,66	-18,589	-21,48	-0,14869
112,73	-20,174	-14,322	0,17479
110,87	-22,117	-17,883	0,68942
110,9	-24,07	-18,027	0,51783
109,95	-16,445	-24,431	1,4916
107,15	-15,549	-26,615	2,3684
105,5	-16,331	-26,905	3,3022
105,13	-17,765	-23,533	2,7055
105,56	-19,91	-24,645	3,3647
107,99	-29,072	-8,2305	1,2624
106,35	-29,174	-10,636	1,9842
110,05	-23,106	-9,9924	0,69345
108,18	-25,048	-13,554	1,2081
110,7	-28,51	-8,6273	0,25903
105,9	-26,599	-9,4312	1,4622
106,86	-29,301	-11,971	2,4135
108,22	-27,002	-13,698	1,0365
107,34	-28,541	-12,509	2,0195
93,076	7,2837	25,052	-0,72641
89,983	1,3624	22,743	-0,39556
94,672	10,205	16,64	-0,90453
98,051	6,0422	17,792	-8,0681e-003
93,419	9,0112	21,537	-0,8382
94,337	4,6498	22,97	-0,38426
90,37	9,1355	18,89	-1,1448
88,085	20,299	19,067	-2,2289
86,346	21,702	11,918	-3,133
85,338	23,129	13,368	-4,806
89,72	22,711	10,964	-1,8112
87,084	23,705	13,464	-1,9954
86,24	20,249	12,637	-3,7784
88,17	17,244	16,045	-2,4752
88,787	22,848	23,795	-0,81743
92,874	18,516	26,45	-0,92544
94,31	19,442	23,69	-0,8285
92,061	21,583	23,461	-0,65014
92,635	16,033	23,302	-1,1135
89,586	16,157	20,656	-1,42
108,37	17,766	24,517	2,2246
104,23	15,981	28,226	1,4983
105,38	14,805	27,407	1,6176
103,38	19,6	26,645	1,358
103,89	17,188	23,512	1,3051
103,06	15,351	27,084	0,9642
101,85	18,827	24,92	0,69391
85,799	28,547	-18,616	-1,0075
83,833	26,949	-14,713	-3,8909
85,524	25,878	-14,903	-2,0376
88,899	28,565	-18,713	0,32951
85,489	28,804	-13,777	-1,6248
88,511	26,517	-13,934	-0,26777
101,64	31,008	-17,362	3,2075
100,47	30,263	-20,371	3,0881
99,849	34,856	-20,081	3,0277
99,445	30,804	-16,773	2,6752
96,157	31,2	-19,808	2,6002
98,932	35,782	-17,051	3,2571
101,07	31,606	-16,133	3,1867
100,37	29,555	-15,441	2,1816
102,	30,357	-14,801	2,6931
102,8	28,222	-16,27	1,9015
103,23	20,047	-26,554	1,3341
103,26	22,028	-24,645	1,434
100,74	21,999	-25,619	0,436
102,87	20,558	-27,716	1,1238
89,623	14,477	-11,449	-3,4158
96,826	13,566	-11,303	-0,98984
93,346	3,0167	-17,665	-0,7228
97,102	13,387	-18,946	-0,69823
93,947	15,638	-13,052	-1,5889
97,463	11,182	-15,712	-0,77396
86,866	19,916	-8,4933	-3,5843
85,048	23,35	-9,3016	-3,8032
85,564	23,487	-11,236	-2,7105
85,112	22,199	-7,8848	-4,9039
89,407	21,542	-6,0425	-1,8646
88,552	24,126	-10,267	-0,94072
86,395	24,382	-7,0735	-1,7645
91,189	21,077	-10,096	-1,7575
87,523	17,162	-4,2221	-5,2661
89,997	19,255	-5,3637	-3,2627
91,779	18,789	-9,4176	-3,1556
86,716	18,599	0,12365	-4,2331
90,064	18,789	-1,7712	-3,5464
104,56	22,812	2,141	1,9099
109,03	21,679	3,4152	2,9722
107,61	19,763	3,9302	2,426
107,96	23,765	3,3443	3,3506
104,47	20,604	1,2448	1,4762
108,72	20,412	2,3055	2,6161
105,16	22,383	4,0811	2,0864
107,55	22,747	5,5739	3,0536
105,33	24,164	-3,7348	2,4913
103,94	18,764	-5,6978	1,1102
103,92	20,499	-2,1564	1,2767
108,94	20,158	-4,8428	2,5739
107,84	21,194	-6,8138	2,6629
107,51	18,364	-3,2474	2,0313
104,67	22,856	-2,8667	2,0543
108,92	20,567	-3,4686	2,6369
103,1	21,787	-4,5154	1,2067
104,	23,77	-4,2685	1,7568
104,64	22,887	-6,6006	1,9566
106,6	23,805	-4,7122	3,0193
96,78	27,837	2,7231	0,74156
95,089	29,655	2,8822	1,1044
97,551	33,724	6,2659	3,0396
97,973	30,424	7,0064	1,3761
94,959	27,201	5,9986	0,4577
95,497	32,401	4,2435	1,9269
98,714	31,095	2,8505	1,4882
99,369	30,382	3,8921	1,0912
99,213	24,5	1,1364	0,64956
101,92	21,485	0,45675	0,63605
102,61	23,265	3,293	1,2462
102,67	23,842	-0,25356	1,4137
100,27	36,45	19,346	2,3127
95,912	36,931	21,234	2,3337
98,198	31,627	19,663	2,4386
95,517	33,21	21,094	2,3331
98,233	35,46	18,263	3,0264
100,7	33,656	18,207	3,5318
92,367	28,082	21,324	0,78244
89,686	29,665	22,755	0,67699
90,931	28,085	25,043	0,50986
91,348	25,22	23,577	-0,2938
87,835	28,412	24,4	-0,13818
83,127	35,994	21,019	-3,052
85,139	33,941	21,83	-1,7208
84,142	31,123	19,097	-3,7776
85,392	35,32	17,067	-1,6635
83,175	31,496	17,385	-4,3541
85,474	32,119	18,609	-1,908
83,526	34,282	21,737	-4,192
82,388	33,539	20,791	-4,0079
89,816	31,976	-1,2823	0,83433
86,794	31,878	1,9736	-0,59151
88,576	34,375	3,3531	0,6693
91,153	30,157	1,3307	0,76261
90,769	30,602	-0,62729	0,89725
86,672	28,012	2,8154	-2,0098
87,8	31,056	0,2912	-0,34248
89,207	28,208	1,1145	0,33249
88,92	30,662	5,236	0,4702
103,11	31,626	8,5039	2,7223
100,6	31,293	10,024	2,0546
103,42	32,156	9,3546	5,1272
102,4	31,369	12,391	2,8183
101,11	40,17	15,216	1,7174
101,49	41,94	14,157	1,4044
99,682	39,048	10,167	3,243
99,07	39,18	14,133	2,4311
76,693	36,166	-20,354	-2,3931
80,239	32,883	-18,922	-4,0666
83,26	35,34	-19,367	-2,3078
81,987	36,312	-21,482	-3,2784
80,929	35,965	-17,896	-2,9912
82,33	34,17	-20,191	-3,4867
91,309	31,207	-3,333	1,1614
87,57	31,602	-7,5181	-0,65538
88,34	31,661	-2,4145	-7,8324e-002
88,435	29,571	-4,4814	-0,12213
91,824	31,192	-5,8069	1,2391
93,255	35,404	-4,8601	2,5475
81,492	35,926	-4,0873	-1,6646
78,12	39,07	-4,147	-1,2364
82,681	34,478	-8,5176	-1,8763
78,042	35,808	-4,847	-1,896
77,286	38,056	-7,7936	-1,3946
80,818	37,59	-10,528	-1,7889
84,041	40,699	-6,6218	-0,21108
101,06	35,077	-9,6941	4,3072
101,96	33,304	-7,6822	4,7283
100,33	32,433	-9,1189	3,5589
103,11	32,334	-8,7847	4,8354
101,74	31,731	-11,625	3,4365
102,3	34,37	-9,4119	4,1104
