X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
106,	25,259	22,609	1,9513
106,	27,159	20,288	2,5687
106,	28,846	17,809	2,6347
106,	30,307	15,189	2,8065
106,	31,53	12,452	2,6951
106,	32,508	9,6161	2,7166
106,	33,23	6,7055	1,775
106,	33,693	3,7424	1,0708
106,	33,892	0,74994	0,40532
106,	33,825	-2,2483	-0,75284
106,	33,494	-5,229	-1,7415
106,	32,901	-8,1688	-1,8067
106,	32,05	-11,045	-2,067
106,	30,949	-13,834	-2,6126
106,	29,605	-16,515	-2,6909
106,	28,03	-19,067	-1,9056
106,	26,235	-21,47	-2,7653
106,	24,235	-23,704	-1,7698
106,	22,045	-25,753	-1,2761
106,	19,682	-27,601	-0,98872
106,	17,166	-29,232	-0,67713
106,	14,515	-30,635	-0,34993
106,	11,751	-31,798	-0,15686
106,	8,8946	-32,712	-5,3358e-002
106,	5,9687	-33,37	2,003e-002
106,	2,9961	-33,767	0,12317
135,	4,1516e-015	-33,9	3,628e-002
135,	4,9359	-33,539	-0,16038
135,	9,7666	-32,463	-0,29465
135,	14,389	-30,695	-0,33526
135,	18,705	-28,273	-0,2318
135,	22,622	-25,248	-5,4858e-002
135,	26,057	-21,685	8,7567e-002
135,	28,937	-17,66	0,21866
135,	31,2	-13,258	0,28016
135,	32,798	-8,5744	0,25232
135,	33,697	-3,7077	0,11655
135,	33,877	1,2381	-5,8971e-002
135,	33,336	6,1575	-0,19322
135,	32,084	10,946	-0,27948
135,	30,149	15,501	-0,28313
135,	27,571	19,725	-0,19356
135,	24,405	23,529	-3,2957e-002
135,	20,719	26,832	0,12458
135,	16,591	29,562	0,27504
135,	12,11	31,663	0,30279
135,	7,3709	33,089	0,20994
135,	2,4745	33,81	2,7508e-002
135,	-2,4745	33,81	-0,22696
135,	-7,3709	33,089	-0,3105
135,	-12,11	31,663	-0,45298
135,	-16,591	29,562	-0,59451
135,	-20,719	26,832	-0,37052
135,	-24,405	23,529	-0,24914
135,	-27,571	19,725	-0,11332
135,	-30,149	15,501	-1,786e-002
135,	-32,084	10,946	9,4972e-002
135,	-33,336	6,1575	7,2583e-002
135,	-33,877	1,2381	1,2573e-002
135,	-33,697	-3,7077	2,4402e-002
135,	-32,798	-8,5744	-8,0735e-002
135,	-31,2	-13,258	-2,3511e-002
135,	-28,937	-17,66	0,12703
135,	-26,057	-21,685	0,16568
135,	-22,622	-25,248	0,29217
135,	-18,705	-28,273	0,39825
135,	-14,389	-30,695	0,46091
135,	-9,7666	-32,463	0,37703
135,	-4,9359	-33,539	0,34036
104,	4,3965e-015	-35,9	-0,42755
104,	2,9646	-35,777	-0,22944
104,	5,9089	-35,41	-0,16233
104,	8,8129	-34,801	-7,5082e-002
104,	11,657	-33,955	-0,10002
104,	14,421	-32,876	-5,4369e-003
104,	17,087	-31,573	0,3585
104,	19,635	-30,054	0,42415
104,	22,05	-28,33	0,69076
104,	24,314	-26,412	0,89229
104,	26,412	-24,314	1,13
104,	28,33	-22,05	1,2101
104,	30,054	-19,635	1,6023
104,	31,573	-17,087	1,8136
104,	32,876	-14,421	1,5466
104,	33,955	-11,657	1,5249
104,	34,801	-8,8129	0,84103
104,	35,41	-5,9089	0,91778
104,	35,777	-2,9646	0,53529
104,	35,9	3,4084e-014	-0,17907
104,	35,777	2,9646	-0,59339
104,	35,41	5,9089	-1,2516
104,	34,801	8,8129	-1,3147
104,	33,955	11,657	-1,9681
104,	32,876	14,421	-2,5707
104,	31,573	17,087	-2,0904
104,	30,054	19,635	-1,8413
104,	28,33	22,05	-2,1597
104,	26,412	24,314	-0,97194
104,	24,314	26,412	-0,8168
104,	22,05	28,33	-0,75326
104,	19,635	30,054	-0,49596
104,	17,087	31,573	-0,21626
104,	14,421	32,876	-0,17036
104,	11,657	33,955	0,10197
104,	8,8129	34,801	0,13328
104,	5,9089	35,41	0,16316
104,	2,9646	35,777	0,22727
104,	-4,597e-014	35,9	0,35086
104,	-2,9646	35,777	0,57908
104,	-5,9089	35,41	0,71089
104,	-8,8129	34,801	0,65581
104,	-11,657	33,955	0,68505
104,	-14,421	32,876	0,93438
104,	-17,087	31,573	-8,0176
104,	-19,635	30,054	-4,343
104,	-22,05	28,33	-4,4285
104,	-24,314	26,412	-4,3231
104,	-26,412	24,314	-4,7609
104,	-28,33	22,05	-3,6079
104,	-30,054	19,635	-3,2876
104,	-31,573	17,087	-2,4696
104,	-32,876	14,421	-2,0278
104,	-33,955	11,657	-1,7511
104,	-34,801	8,8129	-1,2064
104,	-35,41	5,9089	-0,77103
104,	-35,777	2,9646	-0,56721
104,	-35,9	-6,1573e-014	-0,17696
104,	-35,777	-2,9646	0,4323
104,	-35,41	-5,9089	0,639
104,	-34,801	-8,8129	1,1325
104,	-33,955	-11,657	1,409
104,	-32,876	-14,421	2,0591
104,	-31,573	-17,087	2,3141
104,	-30,054	-19,635	2,98
104,	-28,33	-22,05	3,4568
104,	-26,412	-24,314	3,5464
104,	-24,314	-26,412	5,1758
104,	-22,05	-28,33	4,4857
104,	-19,635	-30,054	4,2623
104,	-17,087	-31,573	8,9026
104,	-14,421	-32,876	-0,2148
104,	-11,657	-33,955	-0,56406
104,	-8,8129	-34,801	-0,54136
104,	-5,9089	-35,41	-0,56266
104,	-2,9646	-35,777	-0,55559
104,	41,983	30,245	0,63038
104,	41,983	-30,245	-0,6271
104,	41,983	25,592	0,59525
104,	41,983	20,939	0,41766
104,	41,983	16,286	0,20525
104,	41,983	11,633	-1,0635e-002
104,	41,983	6,9797	-0,17284
104,	41,983	2,3266	-3,7276e-002
104,	41,983	-2,3266	-4,1756e-002
104,	41,983	-6,9797	8,9749e-002
104,	41,983	-11,633	-2,461e-002
104,	41,983	-16,286	-0,30698
104,	41,983	-20,939	-0,58116
104,	41,983	-25,592	-0,67655
104,	38,81	31,598	0,71326
104,	5,3602	36,509	0,13052
104,	34,031	32,299	1,0382
104,	29,253	33,001	1,3526
104,	24,474	33,702	1,2131
104,	19,696	34,404	0,90351
104,	14,917	35,105	0,62359
104,	10,139	35,807	0,31171
104,	-17,039	32,731	-7,7815
104,	0,76119	36,892	6,8971e-002
104,	-3,8497	36,699	0,26459
104,	-8,4004	35,931	0,26503
104,	-12,82	34,602	0,80466
104,	-43,404	83,379	3,9538e-004
104,	-41,207	79,158	-0,23244
104,	-39,01	74,938	-0,42674
104,	-36,813	70,717	-0,62666
104,	-34,616	66,496	-0,80583
104,	-32,419	62,276	-0,96928
104,	-30,221	58,055	-1,2088
104,	-28,024	53,834	-1,4168
104,	-25,827	49,613	-1,7601
104,	-23,63	45,393	-2,1414
104,	-21,433	41,172	-3,1535
104,	-19,236	36,951	-4,4967
104,	-43,404	-83,379	-6,784e-004
104,	-47,675	-81,013	1,1008e-002
104,	-51,817	-78,428	6,4921e-002
104,	-55,819	-75,632	0,13886
104,	-59,671	-72,632	0,21461
104,	-63,361	-69,436	0,29558
104,	-66,881	-66,052	0,36395
104,	-70,22	-62,491	0,40646
104,	-73,37	-58,761	0,44416
104,	-76,322	-54,872	0,46661
104,	-79,068	-50,835	0,47095
104,	-81,601	-46,661	0,46416
104,	-83,914	-42,362	0,44154
104,	-86,	-37,948	0,41126
104,	-87,854	-33,431	0,37525
104,	-89,471	-28,825	0,32892
104,	-90,847	-24,14	0,28123
104,	-91,978	-19,391	0,22697
104,	-92,861	-14,589	0,17337
104,	-93,493	-9,748	0,11515
104,	-93,873	-4,8806	5,8446e-002
104,	-94,	-7,6328e-014	3,2208e-004
104,	-93,873	4,8806	-5,87e-002
104,	-93,493	9,748	-0,11539
104,	-92,861	14,589	-0,17101
104,	-91,978	19,391	-0,22833
104,	-90,847	24,14	-0,27957
104,	-89,471	28,825	-0,32926
104,	-87,854	33,431	-0,37177
104,	-86,	37,948	-0,41113
104,	-83,914	42,362	-0,44484
104,	-81,601	46,661	-0,46215
104,	-79,068	50,835	-0,47227
104,	-76,322	54,872	-0,46731
104,	-73,37	58,761	-0,44624
104,	-70,22	62,491	-0,40913
104,	-66,881	66,052	-0,36446
104,	-63,361	69,436	-0,29353
104,	-59,671	72,632	-0,21757
104,	-55,819	75,632	-0,13929
104,	-51,817	78,428	-6,6588e-002
104,	-47,675	81,013	-1,0698e-002
104,	-17,039	-32,731	7,5297
104,	-41,207	-79,158	0,23012
104,	-39,01	-74,938	0,42964
104,	-36,813	-70,717	0,61834
104,	-34,616	-66,496	0,80011
104,	-32,419	-62,276	0,9815
104,	-30,221	-58,055	1,2199
104,	-28,024	-53,834	1,4173
104,	-25,827	-49,613	1,7945
104,	-23,63	-45,393	2,1686
104,	-21,433	-41,172	2,9278
104,	-19,236	-36,951	4,8767
104,	5,3602	-36,509	-0,14472
104,	-12,82	-34,602	-1,4877
104,	-8,4004	-35,931	-0,29473
104,	-3,8497	-36,699	-0,15858
104,	0,76119	-36,892	-7,3891e-002
104,	38,81	-31,598	-0,70535
104,	34,031	-32,299	-1,0549
104,	29,253	-33,001	-1,1878
104,	24,474	-33,702	-1,1709
104,	19,696	-34,404	-0,8151
104,	14,917	-35,105	-0,52726
104,	10,139	-35,807	-0,27961
84,	47,5	-29,	3,4077
84,	44,518	-28,846	5,1898
84,	41,568	-28,387	6,0304
84,	38,681	-27,626	7,0152
84,	35,887	-26,573	5,7526
84,	33,216	-25,238	6,8473
84,	30,697	-23,636	6,3097
84,	28,356	-21,783	5,787
84,	26,217	-19,699	5,0603
84,	24,305	-17,406	4,6277
84,	22,638	-14,929	4,8969
84,	21,235	-12,294	3,9049
84,	20,11	-9,5277	2,9167
84,	19,275	-6,6609	1,9474
84,	18,74	-3,7236	1,2895
84,	18,51	-0,74669	0,21277
84,	18,586	2,2381	-0,53222
84,	18,97	5,1991	-1,8648
84,	19,656	8,1051	-2,6077
84,	20,637	10,925	-3,3889
84,	21,902	13,629	-5,6172
84,	23,439	16,189	-5,5082
84,	25,231	18,577	-5,731
84,	27,26	20,768	-5,1622
84,	29,502	22,739	-6,0197
84,	31,936	24,469	-6,3312
84,	34,534	25,94	-7,6041
84,	37,27	27,136	-7,6039
84,	40,115	28,044	-7,7857
84,	43,037	28,655	-5,2835
84,	46,007	28,962	-3,7026
84,	48,993	28,962	-1,9223
84,	51,963	28,655	-0,34482
84,	54,885	28,044	0,99496
84,	57,73	27,136	1,627
84,	60,466	25,94	2,1887
84,	63,064	24,469	1,5287
84,	65,498	22,739	0,76971
84,	67,74	20,768	0,37856
84,	69,769	18,577	0,29333
84,	71,561	16,189	0,22116
84,	73,098	13,629	0,1031
84,	74,363	10,925	4,7629e-002
84,	75,344	8,1051	2,5552e-002
84,	76,03	5,1991	-7,4268e-003
84,	76,414	2,2381	-8,0383e-003
84,	76,49	-0,74669	2,6244e-003
84,	76,26	-3,7236	-3,0831e-003
84,	75,725	-6,6609	-5,8893e-003
84,	74,89	-9,5277	-3,4862e-003
84,	73,765	-12,294	-6,7547e-002
84,	72,362	-14,929	-9,4214e-002
84,	70,695	-17,406	-0,22987
84,	68,783	-19,699	-0,41798
84,	66,644	-21,783	-1,086
84,	64,303	-23,636	-1,8254
84,	61,784	-25,238	-2,1959
84,	59,113	-26,573	-1,6067
84,	56,319	-27,626	-0,71041
84,	53,432	-28,387	0,49948
84,	50,482	-28,846	1,7404
84,	-43,404	-83,379	1,0556e-003
84,	-17,039	-32,731	5,6119
84,	-41,207	-79,158	0,23414
84,	-39,01	-74,938	0,42795
84,	-36,813	-70,717	0,61561
84,	-34,616	-66,496	0,76796
84,	-32,419	-62,276	0,95049
84,	-30,221	-58,055	1,1373
84,	-28,024	-53,834	1,3777
84,	-25,827	-49,613	1,6814
84,	-23,63	-45,393	1,9828
84,	-21,433	-41,172	2,9566
84,	-19,236	-36,951	7,1704
84,	-43,404	83,379	-5,4607e-004
84,	-47,675	-81,013	1,2081e-002
84,	-51,817	-78,428	6,2294e-002
84,	-55,819	-75,632	0,12248
84,	-59,671	-72,632	0,18739
84,	-63,361	-69,436	0,24944
84,	-66,881	-66,052	0,29982
84,	-70,22	-62,491	0,34136
84,	-73,37	-58,761	0,36457
84,	-76,322	-54,872	0,37501
84,	-79,068	-50,835	0,37366
84,	-81,601	-46,661	0,3579
84,	-83,914	-42,362	0,33859
84,	-86,	-37,948	0,30859
84,	-87,854	-33,431	0,2773
84,	-89,471	-28,825	0,23782
84,	-90,847	-24,14	0,20183
84,	-91,978	-19,391	0,15865
84,	-92,861	-14,589	0,12039
84,	-93,493	-9,748	7,7682e-002
84,	-93,873	-4,8806	4,0546e-002
84,	-94,	-7,6328e-014	-6,362e-004
84,	-93,873	4,8806	-3,7226e-002
84,	-93,493	9,748	-8,1387e-002
84,	-92,861	14,589	-0,11902
84,	-91,978	19,391	-0,16125
84,	-90,847	24,14	-0,19987
84,	-89,471	28,825	-0,23888
84,	-87,854	33,431	-0,27576
84,	-86,	37,948	-0,31093
84,	-83,914	42,362	-0,33928
84,	-81,601	46,661	-0,36105
84,	-79,068	50,835	-0,37424
84,	-76,322	54,872	-0,37485
84,	-73,37	58,761	-0,36615
84,	-70,22	62,491	-0,33962
84,	-66,881	66,052	-0,30435
84,	-63,361	69,436	-0,24783
84,	-59,671	72,632	-0,18554
84,	-55,819	75,632	-0,11974
84,	-51,817	78,428	-5,9454e-002
84,	-47,675	81,013	-1,3258e-002
84,	-17,039	32,731	-6,3424
84,	-41,207	79,158	-0,23249
84,	-39,01	74,938	-0,42668
84,	-36,813	70,717	-0,6089
84,	-34,616	66,496	-0,78603
84,	-32,419	62,276	-0,96734
84,	-30,221	58,055	-1,1618
84,	-28,024	53,834	-1,3802
84,	-25,827	49,613	-1,6299
84,	-23,63	45,393	-2,1773
84,	-21,433	41,172	-2,3174
84,	-19,236	36,951	-4,7353
84,	5,3602	36,509	-0,93452
84,	0,76119	36,892	-0,22391
84,	-3,8497	36,699	0,8011
84,	-8,4004	35,931	1,9194
84,	-12,82	34,602	3,3129
84,	51,858	29,682	2,5374e-002
84,	47,208	30,364	-1,0873
84,	42,558	31,047	-1,8519
84,	37,909	31,73	-2,5248
84,	33,259	32,413	-2,2833
84,	28,609	33,095	-2,54
84,	23,959	33,778	-2,3241
84,	19,31	34,461	-2,0883
84,	14,66	35,143	-1,8474
84,	10,01	35,826	-1,5501
84,	51,858	-29,682	4,5746e-002
84,	56,483	-28,623	-0,5679
84,	60,884	-26,849	-1,2683
84,	64,95	-24,403	-1,1098
84,	68,58	-21,346	-0,40261
84,	71,682	-17,755	-0,27611
84,	74,179	-13,72	-2,9335e-002
84,	76,008	-9,3421	0,11214
84,	77,125	-4,7302	9,8115e-002
84,	77,5	-1,7347e-015	2,6461e-003
84,	77,125	4,7302	-8,508e-002
84,	76,008	9,3421	-0,13375
84,	74,179	13,72	-4,0628e-002
84,	71,682	17,755	0,16658
84,	68,58	21,346	0,10346
84,	64,95	24,403	0,1198
84,	60,884	26,849	0,89763
84,	56,483	28,623	0,72414
84,	5,3602	-36,509	0,93314
84,	47,208	-30,364	0,96536
84,	42,558	-31,047	1,9804
84,	37,909	-31,73	2,3772
84,	33,259	-32,413	2,4757
84,	28,609	-33,095	2,4328
84,	23,959	-33,778	2,1863
84,	19,31	-34,461	2,0154
84,	14,66	-35,143	1,7976
84,	10,01	-35,826	1,4818
84,	-12,82	-34,602	-2,7188
84,	-8,4004	-35,931	-1,6198
84,	-3,8497	-36,699	-0,64778
84,	0,76119	-36,892	0,18782
99,	-17,039	-32,731	4,3556
94,	-17,039	-32,731	5,4994
89,	-17,039	-32,731	4,7805
89,	5,3602	-36,509	0,71449
94,	5,3602	-36,509	0,41257
99,	5,3602	-36,509	0,14997
96,467	51,858	-29,682	-9,07e-002
88,156	51,858	-29,682	0,13883
92,311	51,858	-29,682	0,16341
102,12	42,072	-31,119	-0,47963
100,23	45,334	-30,64	-0,36888
98,35	48,596	-30,161	-0,20223
96,467	51,858	29,682	0,17515
88,156	51,858	29,682	-5,4467e-002
92,311	51,858	29,682	-0,16859
87,	69,426	20,476	-0,53037
88,637	66,388	23,308	-0,34313
90,438	63,046	25,658	-0,22255
92,365	59,469	27,509	9,6932e-002
94,385	55,72	28,852	0,24998
87,	69,426	-20,476	0,28562
87,	72,244	-16,963	0,50489
87,	74,504	-13,069	0,42046
87,	76,156	-8,8795	0,2813
87,	77,162	-4,4903	0,15332
87,	77,5	0,	-5,469e-003
87,	77,162	4,4903	-0,13347
87,	76,156	8,8795	-0,25982
87,	74,504	13,069	-0,39759
87,	72,244	16,963	-0,5142
94,385	55,72	-28,852	-0,17656
92,365	59,469	-27,509	-0,26003
90,438	63,046	-25,658	-0,21575
88,637	66,388	-23,308	-0,13683
89,	5,3602	36,509	-0,76652
94,	5,3602	36,509	-0,42371
99,	5,3602	36,509	-0,16007
98,35	48,596	30,161	0,21559
100,23	45,334	30,64	0,43157
102,12	42,072	31,119	0,51094
89,	-17,039	32,731	-6,0912
94,	-17,039	32,731	-5,4621
99,	-17,039	32,731	-3,3003
89,	-43,404	83,379	-4,6524e-003
94,	-43,404	83,379	-4,3142e-003
99,	-43,404	83,379	-6,0853e-003
89,	-43,404	-83,379	6,8086e-003
94,	-43,404	-83,379	1,5125e-003
99,	-43,404	-83,379	4,706e-003
89,	68,5	-18,52	0,4649
89,	68,5	18,52	-0,8107
89,	68,5	-13,89	0,20945
89,	68,5	-9,2601	5,8962e-002
89,	68,5	-4,6301	8,1117e-002
89,	68,5	-1,7347e-015	0,17672
89,	68,5	4,6301	0,21123
89,	68,5	9,2601	5,399e-002
89,	68,5	13,89	-0,2244
89,	71,191	14,924	-0,62459
89,	73,273	10,943	-0,35085
89,	74,691	6,6805	-0,15635
89,	75,41	2,2461	-5,7712e-002
89,	75,41	-2,2461	2,2535e-002
89,	74,691	-6,6805	0,10199
89,	73,273	-10,943	0,37152
89,	71,191	-14,924	0,61255
88,862	68,74	19,348	-0,86151
98,199	52,567	27,703	0,37977
96,157	56,104	26,948	0,37406
94,172	59,542	25,731	0,16966
92,272	62,832	24,054	1,5607e-002
90,49	65,919	21,922	-0,27792
103,73	42,983	29,11	0,7153
101,89	46,178	28,641	0,83569
100,04	49,373	28,172	0,66606
103,73	42,983	-29,11	-0,73417
103,73	42,983	-24,258	-0,72239
103,73	42,983	-19,407	-0,50088
103,73	42,983	-14,555	-0,12197
103,73	42,983	-9,7034	9,0826e-002
103,73	42,983	-4,8517	2,9881e-002
103,73	42,983	-3,4694e-015	-6,5111e-002
103,73	42,983	4,8517	-0,1834
103,73	42,983	9,7034	-0,19204
103,73	42,983	14,555	-5,097e-002
103,73	42,983	19,407	0,3236
103,73	42,983	24,258	0,62905
98,199	52,567	-27,703	-0,5682
100,04	49,373	-28,172	-0,69329
101,89	46,178	-28,641	-0,80649
88,862	68,74	-19,348	0,54887
90,49	65,919	-21,922	-0,24892
92,272	62,832	-24,054	-0,43746
94,172	59,542	-25,731	-0,555
96,157	56,104	-26,948	-0,43018
97,649	52,448	-29,054	-0,32846
97,649	52,448	29,054	0,3731
122,3	15,862	1,5	8,7111e-002
121,27	15,136	0,96898	0,46525
122,41	17,119	0,96898	0,93994
125,3	15,859	-1,837e-016	-0,16345
124,55	14,56	-1,5	0,65072
123,8	13,261	0,	6,5103e-002
124,55	14,56	1,5	-0,85098
125,08	15,478	-1,0607	0,3263
124,02	13,641	-1,0607	0,15382
124,02	13,641	1,0607	-0,42016
125,08	15,478	1,0607	-0,34596
122,3	15,862	-1,5	-2,2383e-002
122,41	17,119	-0,96898	-1,0683
121,27	15,136	-0,96898	-0,62347
31,	41,983	27,919	0,38516
31,	41,983	23,266	0,34513
31,	41,983	18,613	0,20072
31,	41,983	13,959	3,8242e-003
31,	41,983	9,3063	3,6906e-002
31,	41,983	4,6531	-5,761e-002
31,	41,983	-2,6021e-015	8,1236e-002
31,	41,983	-4,6531	6,3411e-002
31,	41,983	-9,3063	-4,9762e-003
31,	41,983	-13,959	-0,12022
31,	41,983	-18,613	-0,3604
31,	41,983	-23,266	-0,52247
31,	41,983	-27,919	-0,52968
31,	12,528	-35,456	-0,3944
31,	7,7495	-36,158	-0,17741
31,	-14,958	-33,732	-1,9178
31,	-10,631	-35,335	-0,60345
31,	-6,1371	-36,386	-0,16697
31,	-1,5473	-36,868	-0,19475
31,	3,0667	-36,772	-4,3828e-002
31,	-18,137	-34,841	7,954
31,	-18,137	34,841	-8,0485
31,	3,0667	36,772	6,145e-002
31,	-1,5473	36,868	0,18113
31,	-6,1371	36,386	0,21837
31,	-10,631	35,335	0,63943
31,	-14,958	33,732	1,1799
31,	12,528	35,456	0,37879
31,	7,7495	36,158	0,16994
51,	49,533	-30,023	0,55165
51,	44,883	-30,706	1,6427
51,	54,192	-29,244	-7,9222e-002
51,	58,719	-27,823	-0,61936
51,	62,966	-25,706	-0,44258
51,	66,825	-22,946	-2,2731e-002
51,	70,202	-19,612	-0,10508
51,	73,01	-15,787	-8,4403e-003
51,	75,18	-11,567	0,13267
51,	76,658	-7,0583	0,16516
51,	77,406	-2,3725	6,8468e-002
51,	77,406	2,3725	-7,2429e-002
51,	76,658	7,0583	-0,16089
51,	75,18	11,567	-0,17837
51,	73,01	15,787	-6,0138e-002
51,	70,202	19,612	6,7488e-002
51,	66,825	22,946	-1,6623e-002
51,	62,966	25,706	-0,12147
51,	58,719	27,823	0,39017
51,	54,192	29,244	4,0419e-002
51,	49,533	30,023	-0,49008
51,	44,883	30,706	-1,3616
33,5	5,3602	-36,509	5,0509e-002
33,5	-17,039	-32,731	4,701
48,922	51,858	-29,682	0,13754
48,922	51,858	29,682	-0,18026
33,5	5,3602	36,509	-7,4077e-002
33,5	-17,039	32,731	-5,7426
46,	68,5	-16,205	0,59542
46,	68,5	16,205	-0,62939
46,	69,918	16,776	-0,80834
46,	69,918	-16,776	0,78146
45,346	67,366	-20,69	0,4257
31,268	42,983	-26,684	-0,58751
31,268	42,983	-21,833	-0,48991
31,268	42,983	-16,981	-0,15863
31,268	42,983	-12,129	3,3571e-002
31,268	42,983	-7,2775	0,20621
31,268	42,983	-2,4258	0,10561
31,268	42,983	2,4258	-2,5053e-002
31,268	42,983	7,2775	-0,16915
31,268	42,983	12,129	-0,10403
31,268	42,983	16,981	5,6005e-002
31,268	42,983	21,833	0,33798
31,268	42,983	26,684	0,47947
45,346	67,366	20,69	-0,7164
104,	41,983	27,919	0,51446
104,	41,983	23,266	0,5151
104,	41,983	18,613	0,35613
104,	41,983	13,959	3,0378e-002
104,	41,983	9,3063	-6,5068e-002
104,	41,983	4,6531	-0,12403
104,	41,983	-2,6021e-015	-4,2041e-002
104,	41,983	-4,6531	-3,7735e-002
104,	41,983	-9,3063	-5,3366e-002
104,	41,983	-13,959	-0,21293
104,	41,983	-18,613	-0,52582
104,	41,983	-23,266	-0,72961
104,	41,983	-27,919	-0,57949
104,	12,528	35,456	0,46424
104,	7,7495	36,158	0,2152
104,	3,0667	36,772	7,297e-002
104,	-1,5473	36,868	0,16812
104,	-6,1371	36,386	0,20492
104,	-10,631	35,335	0,71048
104,	-14,958	33,732	1,9447
104,	-18,137	34,841	-8,1289
104,	-18,137	-34,841	7,936
104,	-14,958	-33,732	-1,7864
104,	-10,631	-35,335	-0,58555
104,	-6,1371	-36,386	-0,16616
104,	-1,5473	-36,868	-0,14113
104,	3,0667	-36,772	-5,2875e-002
104,	12,528	-35,456	-0,43467
104,	7,7495	-36,158	-0,20374
84,	49,533	30,023	-0,54726
84,	44,883	30,706	-1,4297
84,	54,192	-29,244	-0,16365
84,	58,719	-27,823	-0,84021
84,	62,966	-25,706	-1,4677
84,	66,825	-22,946	-0,59676
84,	70,202	-19,612	-0,27599
84,	73,01	-15,787	-0,11698
84,	75,18	-11,567	6,0022e-002
84,	76,658	-7,0583	0,10954
84,	77,406	-2,3725	4,5951e-002
84,	77,406	2,3725	-4,9423e-002
84,	76,658	7,0583	-0,11014
84,	75,18	11,567	-0,10276
84,	73,01	15,787	5,8493e-002
84,	70,202	19,612	0,20305
84,	66,825	22,946	0,18391
84,	62,966	25,706	0,49345
84,	58,719	27,823	1,1088
84,	54,192	29,244	0,48353
84,	49,533	-30,023	1,0175
84,	44,883	-30,706	1,5978
101,5	-17,039	-32,731	4,8997
101,5	5,3602	-36,509	3,335e-002
86,078	51,858	-29,682	0,33283
86,078	51,858	29,682	-0,1469
101,5	5,3602	36,509	-6,1905e-002
101,5	-17,039	32,731	-4,5635
89,	68,5	-16,205	0,37978
89,	68,5	16,205	-0,56803
89,	69,918	16,776	-0,76222
89,	69,918	-16,776	0,68974
89,655	67,366	20,69	-0,54348
103,73	42,983	-26,684	-0,74699
103,73	42,983	-21,833	-0,64124
103,73	42,983	-16,981	-0,26637
103,73	42,983	-12,129	1,6573e-002
103,73	42,983	-7,2775	0,18441
103,73	42,983	-2,4258	3,1318e-002
103,73	42,983	2,4258	2,1844e-002
103,73	42,983	7,2775	-0,2828
103,73	42,983	12,129	-0,11805
103,73	42,983	16,981	0,19987
103,73	42,983	21,833	0,45815
103,73	42,983	26,684	0,69418
89,655	67,366	-20,69	-3,5208e-002
95,555	56,161	28,215	0,42462
93,521	59,765	26,889	0,35166
91,581	63,201	25,082	0,1409
89,883	66,158	23,036	-0,10406
89,338	67,17	22,163	-0,35705
89,299	67,283	-22,035	-0,20702
90,659	64,832	-24,005	-0,49717
92,543	61,498	-26,05	-0,49654
94,535	57,969	-27,617	-0,41441
95,724	55,907	-28,265	-0,3743
40,465	57,969	27,617	0,12213
39,276	55,907	28,265	0,19485
42,457	61,498	26,05	-0,15965
44,341	64,832	24,005	-0,25705
45,701	67,283	22,035	-0,58045
45,117	66,158	-23,036	7,7648e-002
45,662	67,17	-22,163	0,2538
43,419	63,201	-25,082	-0,20394
41,479	59,765	-26,889	-0,27378
39,445	56,161	-28,215	-0,25961
88,417	71,946	16,352	-0,76907
88,602	71,434	-16,724	0,86814
88,48	75,365	9,202	-0,34176
88,509	76,322	5,3437	-0,15204
88,415	76,914	7,056e-002	6,2279e-004
88,471	76,404	-5,1255	0,16834
88,416	75,288	-9,6384	0,37508
88,469	73,403	-13,817	0,63868
46,398	71,434	16,724	-0,7671
46,465	72,128	-15,84	0,70329
46,53	73,416	13,788	-0,59774
46,56	75,268	9,6229	-0,41341
46,512	76,383	5,1398	-0,21998
46,585	76,914	-7,056e-002	-5,0145e-003
46,506	76,329	-5,3948	0,22271
46,717	75,363	-9,7945	0,39945
104,58	1,4253	-34,462	-0,18355
104,58	4,2663	-34,226	-4,7896e-002
104,62	7,2426	-33,678	7,7607e-002
104,62	10,021	-32,968	0,17595
104,61	12,752	-32,012	0,29222
104,63	15,516	-30,747	0,40334
104,6	18,054	-29,367	0,47263
104,43	20,18	-28,183	0,80517
104,59	21,931	-26,605	0,42365
104,63	24,015	-24,687	0,59719
104,62	26,122	-22,47	0,12045
104,62	27,903	-20,208	5,7611e-003
104,62	29,495	-17,797	-1,1737e-002
104,58	30,986	-15,148	-0,38594
104,58	32,132	-12,538	0,27678
104,58	33,057	-9,8415	-0,6475
104,58	33,757	-7,0781	-0,23743
104,58	34,226	-4,2663	-0,85152
104,62	34,43	-1,2097	-0,19696
104,61	34,42	1,6505	5,6165e-003
104,61	34,163	4,525	-1,0858e-002
104,6	33,647	7,5137	-1,0284
104,43	33,211	9,9282	-0,38821
104,59	32,288	12,093	-0,93179
104,63	31,153	14,687	0,34862
104,62	29,737	17,406	-0,55034
104,62	28,178	19,825	-0,31446
104,62	26,416	22,112	-0,25271
104,58	24,389	24,389	-0,96947
104,58	22,292	26,32	-0,54197
104,58	20,042	28,07	-0,63023
104,58	17,655	29,63	-0,50941
104,58	15,148	30,986	-0,50029
104,62	12,331	32,168	-0,21354
104,61	9,6214	33,088	-0,14351
104,61	6,8174	33,779	-1,7895e-002
104,61	3,9827	34,232	9,932e-002
