X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
131,93	-27,379	-16,151	-7,1224e-002
131,53	-22,758	-25,126	0,1642
130,52	-25,065	-22,824	0,155
129,49	-23,559	-24,376	-2,2041e-002
133,59	-22,707	-21,086	0,2056
130,74	-21,451	-23,137	7,0581e-002
131,53	-18,857	-28,172	0,23443
131,49	-14,493	-30,646	0,20445
130,53	-17,252	-29,182	0,22432
129,47	-15,576	-30,11	0,19259
133,59	-15,302	-26,822	0,24343
130,31	-13,408	-28,923	-9,4956e-003
130,83	0,96076	-33,886	3,3698e-002
130,87	-4,4506	-33,607	0,14099
129,58	-1,1144	-33,882	9,8195e-002
128,91	-3,7504	-33,692	-3,4986e-004
133,26	-0,48495	-31,204	2,7079e-003
131,24	-3,3041	-32,121	1,7265e-002
113,64	20,094	27,303	0,43095
110,03	15,429	27,298	0,41746
113,46	15,72	27,403	0,46507
111,94	17,34	26,075	0,54478
113,24	17,456	27,687	0,46776
112,86	19,03	-28,055	-0,50153
110,2	14,546	-27,98	-0,45651
112,62	16,182	-27,478	-0,52582
109,25	16,531	-28,3	-0,50179
115,79	7,6643	-33,022	-0,11614
114,21	4,6439	-33,58	3,3887e-003
113,55	7,5847	-30,38	-0,27342
110,06	6,8053	-30,944	-0,20182
111,37	3,9521	-30,583	-0,56774
109,55	8,1449	-31,702	-0,16703
128,1	6,8262	-33,206	-6,8815e-002
128,89	2,3213	-33,82	6,9332e-003
126,99	4,6001	-33,586	-4,7532e-002
132,57	2,9454	-31,107	-8,8554e-002
127,55	2,3005	-30,671	-0,22206
129,4	6,2656	-30,454	-0,13468
131,43	5,3433	-31,96	-0,12376
127,99	11,109	-32,028	-0,13849
132,46	11,707	-28,612	-0,27893
126,75	13,304	-29,507	-0,14591
129,29	10,547	-29,311	-0,20436
129,28	14,21	-28,057	-0,21002
128,63	23,084	-24,827	-4,0729e-002
132,31	20,749	-22,605	-0,15628
127,14	20,724	-23,605	-0,21129
129,14	18,734	-25,289	-0,14116
130,04	22,731	-22,737	-7,0695e-002
127,53	19,241	-25,779	-0,16355
128,89	25,961	-21,8	4,4019e-002
129,4	28,614	-18,179	0,12193
127,89	27,266	-20,143	5,5761e-002
127,86	26,268	-17,66	-2,2955e-002
130,3	25,546	-19,662	1,4053e-002
130,28	26,746	-16,485	3,6655e-002
129,95	32,469	-9,7468	0,1734
128,79	31,557	-12,383	0,16935
132,92	28,641	-10,385	7,8568e-002
130,62	28,879	-12,406	8,3452e-002
129,87	30,874	-10,41	0,13192
130,01	33,9	1,631e-003	7,5633e-003
128,88	33,779	-2,8624	5,4261e-002
131,32	32,662	0,22175	-3,0799e-004
130,8	32,043	-3,1166	4,4657e-002
128,52	31,794	-0,43495	1,5008e-002
129,87	32,537	9,516	-0,1672
129,18	33,24	6,6582	-0,1291
130,08	30,546	7,3927	-9,7479e-002
131,33	32,222	5,076	-0,10758
129,87	28,416	18,486	-0,14552
128,9	29,8	16,16	-0,16026
132,94	27,095	15,944	-9,1708e-002
128,79	26,909	16,326	-4,0518e-002
130,63	26,15	18,361	-5,8776e-002
130,8	28,883	14,922	-0,13781
128,78	21,569	26,153	2,5594e-002
128,77	24,344	23,592	-1,5965e-003
128,34	23,262	24,66	4,2278e-002
130,56	23,012	22,278	3,7424e-002
129,17	20,025	24,115	0,11344
128,22	17,309	29,148	0,10405
127,73	12,606	31,469	0,1226
132,3	12,966	27,923	0,24671
126,86	13,352	28,602	0,15629
128,6	15,72	27,017	0,1919
130,48	11,563	29,817	0,17037
127,33	15,324	28,863	0,21737
129,53	2,9518	33,771	4,3472e-002
128,44	5,3057	33,482	6,3194e-002
132,77	3,3436	29,706	0,13867
129,54	4,136	31,212	8,833e-002
130,95	6,7713	31,253	0,12347
129,84	-6,3957	33,291	-3,9079e-002
128,86	-3,6763	33,7	-0,23164
131,21	-4,7341	32,063	-0,10998
129,86	-15,281	30,261	-0,18519
128,87	-12,792	31,394	-0,14116
132,94	-11,085	28,622	-0,10183
128,56	-14,517	28,236	-3,1141e-002
128,62	-10,714	29,852	0,12342
130,99	-15,499	28,093	-0,13943
129,87	-23,34	24,585	-0,12733
128,81	-21,137	26,504	-4,4275e-002
131,	-19,659	25,463	-5,8467e-002
131,72	-22,009	23,226	-8,417e-002
129,87	-29,434	16,819	0,10942
128,81	-27,902	19,254	5,0002e-002
132,94	-26,652	16,341	-2,1693e-002
129,64	-26,6	16,77	0,10455
129,87	-33,031	7,6258	0,10932
129,18	-32,245	10,462	0,10789
130,97	-30,884	9,5875	0,13073
129,87	-33,828	-2,2138	6,5575e-002
129,18	-33,892	0,72842	5,4988e-002
132,94	-30,854	-1,1626	6,0982e-002
131,07	-31,996	-3,0868	3,1842e-002
130,5	-31,629	0,45654	6,0087e-002
129,87	-31,756	-11,866	-4,5321e-002
128,88	-32,641	-9,1513	-8,9997e-002
132,94	-29,053	-10,483	5,498e-002
128,44	-29,22	-11,326	-4,2288e-002
131,07	-31,202	-7,9584	-2,3086e-002
129,87	-26,991	-20,511	9,4111e-002
128,81	-28,661	-18,104	5,7595e-002
129,61	-26,218	-18,555	5,952e-003
131,28	-26,376	-17,815	4,4011e-002
129,87	-19,772	-27,537	0,10828
128,84	-22,124	-25,686	-6,785e-002
132,94	-17,8	-25,149	0,12739
130,09	-20,012	-24,441	2,4772e-002
130,5	-9,5754	-32,52	0,10772
129,07	-11,134	-32,019	3,7369e-002
128,78	-13,764	-30,98	4,6569e-002
129,61	-11,592	-29,782	-0,15552
128,78	-8,0109	-32,94	8,6668e-002
128,26	-5,7173	-33,414	1,5682e-002
129,32	-8,4719	-30,701	-0,10622
130,59	-5,2725	-31,86	3,3297e-002
125,18	23,791	-24,149	-8,1835e-002
120,48	23,458	-24,473	-0,18672
124,18	25,247	-22,623	-7,0093e-002
121,54	25,115	-22,77	-0,13528
122,31	20,635	-24,727	-0,40196
121,58	22,297	-22,357	-0,21692
123,69	21,45	-22,948	-0,2524
121,44	21,381	-24,24	-0,12759
116,31	22,393	-25,451	-0,36398
114,31	21,147	-23,689	-0,56881
115,83	19,973	-24,55	-0,41254
114,14	18,497	-25,908	-0,52023
116,27	18,987	-25,78	-0,48825
118,35	23,015	24,89	0,25091
115,1	24,696	23,223	0,45337
116,35	24,262	23,676	0,31939
117,27	21,524	23,467	0,31655
116,44	20,253	24,705	0,36078
113,86	20,195	23,974	0,49225
116,21	22,91	22,071	0,42834
115,16	20,311	25,586	0,41523
117,83	21,222	24,993	0,18329
126,38	21,816	25,947	5,7882e-002
124,93	19,973	25,63	0,19303
125,27	18,533	26,31	0,23333
127,21	18,532	25,347	0,12905
125,94	18,136	27,193	0,15452
122,78	8,6707	-32,772	-0,10118
117,92	5,0964	-33,515	-2,7615e-003
121,68	6,4693	-33,277	-7,9896e-002
117,26	8,0301	-30,276	-0,27957
120,43	8,1991	-30,122	-0,20964
124,95	7,0375	-33,161	-5,8782e-002
124,82	11,444	-30,152	-8,7482e-002
127,36	8,6874	-29,956	-0,14593
123,71	8,7596	-29,974	-0,18853
123,99	9,5666	32,522	8,0525e-002
126,09	8,2891	32,871	6,5787e-002
124,98	11,52	29,335	0,11199
127,19	7,0962	30,51	9,0923e-002
128,6	9,7315	30,551	0,12607
122,58	8,8515	30,359	0,16155
118,98	9,1087	32,653	0,1567
117,51	7,7374	33,005	0,14805
115,52	12,079	28,995	0,33866
117,34	11,526	30,221	0,33467
115,88	8,7101	28,001	0,33315
114,02	8,6201	30,642	0,27283
117,57	8,3978	30,504	0,23772
115,64	-1,9773	-33,842	-0,26881
115,07	-8,0537	-32,929	-0,46678
117,05	-7,6026	-33,037	-0,4182
118,25	-4,1806	-33,641	-0,25895
112,68	-5,9961	-30,458	-1,2188
117,33	-6,5551	-31,021	-0,85157
112,8	-2,6413	-30,707	-0,83994
115,62	-18,089	-28,671	-0,34434
115,41	-12,146	-31,65	-0,38932
117,46	-16,114	-29,825	-0,27318
117,95	-13,973	-30,886	-0,26182
114,47	-14,436	-27,085	-0,66552
114,94	-13,279	-29,335	-0,63384
115,36	-23,625	-24,312	-0,39378
117,46	-19,919	-27,431	-0,11805
117,42	-23,453	-24,478	-6,7701e-002
117,94	-21,654	-26,083	-0,11079
114,81	-22,082	-22,814	-0,25586
118,75	-21,473	-23,329	-0,13836
114,47	-18,23	-24,691	-0,51039
115,56	-30,213	-15,374	0,28136
115,29	-26,767	-20,803	-0,18924
117,54	-27,785	-19,422	0,18274
117,96	-29,924	-15,931	0,19329
116,28	-26,983	-15,5	0,1668
114,75	-25,237	-19,332	-5,1322e-002
111,65	-26,867	-17,756	-0,22796
117,44	-32,497	-9,6501	0,22777
118,03	-31,694	-12,029	0,25478
116,34	-28,922	-11,69	0,2283
112,13	-30,107	-11,193	-0,20073
114,2	-30,314	-8,8754	0,18561
117,44	-33,489	-5,264	8,7821e-002
117,48	-33,892	-0,74959	5,4468e-003
120,05	-33,815	-2,3927	9,1835e-002
119,34	-33,579	-4,6518	-9,6249e-003
115,39	-30,478	-0,14464	6,537e-002
119,42	-31,715	-3,7319	3,9065e-002
111,74	-31,537	-1,8261	1,945e-002
114,2	-31,256	-4,4886	4,5662e-002
115,62	-32,185	10,647	-5,1982e-002
117,48	-33,693	3,7427	-0,21512
117,52	-32,896	8,1907	-0,27314
117,95	-33,359	6,0349	-0,20851
115,39	-30,235	4,3356	-0,15519
112,03	-31,905	6,6314	-0,136
114,2	-30,19	8,1969	-7,6192e-002
115,62	-28,264	18,718	9,3077e-002
117,52	-31,522	12,473	5,3059e-002
117,4	-29,425	16,834	0,32109
117,94	-30,555	14,684	6,8761e-002
117,38	-27,744	14,088	0,19042
114,2	-28,781	12,457	0,25001
115,62	-22,362	25,478	3,9239e-002
117,4	-26,938	20,58	0,13995
117,69	-24,462	23,469	0,1323
119,23	-25,923	21,846	-8,5387e-002
117,38	-25,266	17,829	9,2719e-003
118,32	-22,511	22,364	8,9089e-002
114,48	-21,997	21,662	0,21311
117,69	-21,141	26,5	0,25961
117,42	-17,218	29,202	0,19715
118,05	-19,393	27,805	0,10663
116,41	-15,106	26,481	0,59812
118,32	-19,139	25,324	0,2164
114,48	-18,625	24,622	0,34041
113,01	-17,543	26,989	0,60323
115,91	-7,9361	32,958	0,25171
117,42	-13,199	31,225	0,26058
117,69	-9,2076	32,626	0,34703
118,08	-11,326	31,952	0,14523
116,41	-11,073	28,453	0,66155
111,99	-9,0629	30,06	0,95007
115,48	-7,6869	30,756	0,7103
117,06	-9,7203	31,215	0,59694
116,	-2,3051	33,822	1,7274e-002
117,5	3,0535	33,762	-5,5018e-002
117,68	-1,3092	33,875	-0,25885
118,07	0,7349	33,892	-0,11637
113,18	0,71727	31,107	0,21772
118,61	-1,9036	31,779	0,22944
117,82	1,4293	31,386	4,715e-002
115,57	-2,0772	31,625	0,47586
114,01	3,9435	31,37	6,9767e-002
115,31	31,065	13,57	0,2844
115,16	27,846	19,334	0,43916
117,47	30,433	14,934	0,20782
118,	29,062	17,454	0,20052
117,09	28,41	18,495	0,25391
117,03	27,225	15,418	0,35199
116,27	26,063	18,203	0,41414
112,17	27,804	15,403	0,57231
118,29	27,173	17,522	0,28104
113,88	25,179	16,707	0,46829
115,07	33,048	7,5545	0,16706
117,1	32,049	11,047	0,1422
117,06	32,942	8,0027	0,10738
113,47	30,005	8,1139	0,31814
116,33	30,59	6,3193	0,13261
116,66	28,907	11,568	0,28637
115,41	33,737	3,323	6,1672e-002
115,41	33,88	-1,1714	-4,0921e-003
117,48	33,885	-0,99764	1,1466e-002
117,95	33,87	1,4257	-4,3675e-003
116,43	31,042	-1,3815	-5,9294e-002
116,68	31,276	2,096	2,7223e-002
114,39	31,803	1,1637	-1,5444e-003
118,2	31,973	-0,44002	-1,1832e-002
115,42	33,426	-5,6476	-6,8544e-002
115,92	32,229	-10,513	-0,18069
117,49	33,455	-5,4761	-5,2986e-002
117,68	32,511	-9,6055	-9,6004e-002
116,44	30,601	-5,849	-0,12375
117,81	29,774	-9,5664	-0,19521
113,79	29,834	-8,4283	-0,37005
113,56	30,649	-5,202	-0,13696
112,3	31,415	-7,6765	-0,38381
117,21	26,45	-21,204	-0,25686
116,19	30,188	-15,425	-0,26109
118,27	27,87	-19,3	-0,20542
118,46	29,104	-17,383	-0,17101
115,21	24,999	-19,286	-0,46169
118,08	27,768	-14,474	-0,27561
114,52	26,403	-16,387	-0,50409
117,52	26,58	-17,391	-0,33637
120,09	3,4308	-33,726	3,9636e-002
118,95	-0,16972	-33,9	0,12663
120,65	1,1284	-30,783	-0,1349
118,03	-2,5498	-31,255	-0,46598
115,68	4,9966	-30,737	-0,16004
118,85	5,1656	-30,583	-9,011e-002
113,5	1,364	-30,941	-0,45436
126,62	25,561	-22,268	-1,0503e-002
126,14	21,788	-22,615	-0,19281
129,04	23,796	-21,747	-5,221e-002
127,13	28,278	-18,696	6,7409e-002
127,68	30,406	-14,99	0,1342
126,44	29,275	-17,094	9,1142e-002
127,1	27,214	-16,17	-1,1307e-002
129,52	27,693	-14,995	4,8303e-002
127,9	32,18	-10,66	0,13887
127,97	33,374	-5,9473	0,10181
126,58	32,804	-8,5506	0,11659
126,79	30,513	-6,9315	4,3689e-002
129,9	31,592	-6,1916	9,2202e-002
128,98	31,401	-8,6561	0,10145
128,02	33,884	-1,0348	1,3987e-002
128,31	33,705	3,6346	-6,2099e-002
126,85	33,891	0,7812	-1,1271e-002
130,46	32,662	2,0518	-4,0581e-002
127,66	31,794	1,3951	-2,5265e-002
128,16	32,866	8,3091	-0,12959
127,89	31,215	13,224	-0,15291
126,49	32,21	10,57	-0,12913
129,07	30,071	9,0168	-9,7975e-002
129,79	30,242	11,964	-0,13046
126,08	29,385	10,363	-3,2173e-002
127,89	28,957	17,628	-0,12337
127,83	26,549	21,079	-6,0906e-002
126,73	27,761	19,456	-7,7855e-002
127,78	25,987	17,745	-3,6291e-003
129,62	25,227	19,779	-2,1886e-002
127,42	3,4285	33,726	3,3549e-002
127,69	-0,86068	33,889	-0,127
126,15	1,8354	33,85	3,9149e-003
125,81	-0,2091	33,899	-4,5593e-002
128,52	2,251	31,377	5,8686e-002
127,08	0,363	32,449	5,0302e-002
127,86	-5,5102	33,449	-7,5253e-002
127,85	-10,021	32,385	8,6337e-002
126,51	-7,3414	33,096	0,13557
126,06	-9,386	32,575	8,7782e-002
127,61	-7,933	30,809	0,35092
130,21	-6,5512	31,714	4,6409e-002
127,86	-14,33	30,722	1,1339e-002
127,8	-18,494	28,411	2,7258e-002
126,66	-15,891	29,944	-5,3071e-002
126,01	-17,797	28,853	-5,7125e-002
127,55	-16,015	27,48	0,12136
129,98	-16,996	27,337	1,3066e-002
127,8	-22,433	25,416	4,1504e-003
127,79	-25,924	21,844	-3,816e-002
126,5	-23,698	24,241	-4,8624e-003
125,84	-25,439	22,407	-8,0804e-002
127,86	-19,814	20,064	0,17071
127,55	-19,904	24,441	9,8253e-002
128,63	-24,591	19,331	1,6387e-002
129,98	-20,886	24,298	-1,0041e-002
124,94	-22,012	22,912	9,3672e-002
130,71	-23,236	22,061	-3,5744e-002
127,79	-28,828	17,837	6,2004e-002
128,16	-31,092	13,51	9,2399e-002
126,62	-29,857	16,054	4,396e-002
126,32	-30,882	13,983	6,2272e-002
131,93	-27,492	14,872	-9,6906e-003
128,63	-27,44	15,301	0,11655
129,95	-29,698	12,619	0,11524
127,64	-29,401	14,107	8,8256e-002
128,16	-32,727	8,8392	6,48e-002
128,16	-33,666	3,9799	4,3715e-002
126,65	-33,213	6,7878	2,1816e-002
126,29	-33,592	4,5566	7,3919e-002
127,83	-30,714	6,5376	6,8372e-002
129,95	-31,265	7,9387	8,764e-002
129,49	-31,366	3,7015	4,8814e-002
128,16	-33,886	-0,96426	3,1791e-002
127,86	-33,369	-5,9743	-5,8266e-002
126,67	-33,766	-3,0099	8,1551e-002
126,04	-31,655	-4,3482	2,8782e-002
130,05	-31,886	-4,7753	8,6441e-003
129,49	-31,518	-1,232	3,6889e-002
127,86	-32,144	-10,769	-0,11423
127,8	-30,267	-15,268	-2,13e-002
126,67	-31,514	-12,494	6,5658e-002
126,	-30,636	-14,513	-4,6392e-002
131,93	-28,46	-12,068	3,0742e-002
127,43	-28,628	-12,912	-6,6526e-002
127,8	-27,722	-19,512	6,3475e-002
127,82	-24,488	-23,442	-7,705e-002
126,5	-26,688	-20,904	0,11435
131,93	-23,594	-20,112	0,15059
129,08	-22,338	-22,163	1,5572e-002
125,37	-23,578	-21,233	6,245e-003
128,59	-25,194	-19,903	1,1832e-002
130,27	-25,352	-19,162	4,9892e-002
127,83	-20,654	-26,882	-7,7961e-002
127,81	-16,558	-29,581	6,6441e-002
126,46	-18,818	-28,198	7,6986e-002
131,93	-16,261	-26,254	0,11728
128,65	-14,367	-28,356	-0,13564
129,08	-18,473	-25,546	1,4661e-002
127,1	-16,784	-27,123	-7,2481e-002
126,98	-2,3939	-33,815	-2,7114e-002
125,75	2,5365	-33,805	1,6966e-002
124,6	-1,0673	-33,883	0,10396
131,32	0,87613	-31,249	-2,4057e-002
126,3	0,23126	-30,813	-0,15756
129,3	-1,943	-32,165	-9,4992e-003
119,3	25,121	-22,763	-0,18057
116,24	22,239	-22,728	-0,43685
119,34	22,304	-22,35	-0,26221
117,75	21,065	-23,589	-0,28058
118,55	23,82	-20,834	-0,31152
119,2	21,387	-24,233	-0,17289
123,54	23,343	24,583	9,8982e-002
119,14	24,428	23,504	0,19188
121,03	24,955	22,945	0,10389
122,5	24,305	23,632	9,2647e-002
120,06	21,699	23,304	0,18904
122,12	22,133	22,265	0,19736
122,09	21,548	24,322	0,23413
120,4	23,356	22,816	0,1928
120,61	21,398	24,83	5,5781e-002
124,23	7,0782	33,153	6,801e-002
120,66	6,9886	33,172	7,4095e-002
122,97	5,508	33,45	3,8375e-002
125,33	5,9037	30,86	9,3146e-002
120,98	5,367	30,864	0,17626
120,73	7,659	30,71	0,16377
117,18	-9,6634	-32,494	-0,23058
117,75	-11,979	-31,713	-0,15166
112,81	-8,0652	-29,952	-1,0312
117,47	-8,6243	-30,515	-0,66395
114,73	-11,264	-30,108	-0,52368
117,16	-25,232	-22,639	-0,27227
117,34	-26,496	-21,147	-0,22637
114,55	-23,916	-21,031	-0,46043
117,97	-6,3819	33,294	0,30534
117,86	-4,0985	33,651	-6,6103e-002
115,76	-4,8665	31,435	0,66862
117,34	-6,9	31,894	0,55526
115,89	26,01	21,742	0,39433
116,57	27,03	20,459	0,34306
110,8	25,16	20,116	0,55226
113,4	21,98	22,076	0,5672
115,75	24,695	20,173	0,50329
113,36	23,811	18,677	0,55744
117,19	33,38	5,917	5,5658e-002
117,74	33,711	3,5781	4,9304e-002
113,61	30,48	6,0373	0,26643
116,47	31,065	4,2427	8,0895e-002
114,18	31,591	3,3104	5,2127e-002
117,28	33,736	-3,3338	-6,2728e-004
116,23	30,961	-3,7196	-7,1387e-002
113,35	31,009	-3,0726	-8,46e-002
114,18	31,722	-1,1745	-1,3637e-002
117,96	31,588	-12,306	-0,15579
118,47	30,292	-15,219	-0,1504
119,39	31,041	-13,626	-0,10106
118,09	28,89	-12,277	-0,25499
114,07	28,95	-11,139	-0,42984
114,53	27,526	-14,19	-0,48348
122,99	26,775	-20,792	-6,3946e-002
124,93	28,002	-19,107	2,4972e-002
123,03	24,019	-20,435	-0,14558
125,59	25,901	-18,156	-7,7476e-002
125,14	23,172	-21,026	-0,18107
128,04	25,18	-20,158	-4,0468e-002
125,49	30,183	-15,433	9,1764e-002
125,41	31,99	-11,219	0,11254
124,66	31,023	-13,667	8,6585e-002
123,36	28,873	-12,319	-6,7345e-002
126,15	28,051	-14,473	-1,0685e-002
128,57	28,529	-13,298	4,8925e-002
127,81	30,524	-11,302	9,7393e-002
125,49	33,266	-6,5271	7,5468e-002
125,72	33,836	-2,0849	3,5426e-002
124,96	33,618	-4,3599	6,1001e-002
125,71	30,877	-4,8892	2,5688e-003
128,81	31,955	-4,1493	5,1081e-002
126,53	31,707	-1,4676	2,1432e-002
126,01	33,801	2,5879	-4,0661e-002
125,79	33,005	7,7369	-9,1021e-002
125,3	33,523	5,0449	-7,2681e-002
128,38	30,792	6,1663	-5,987e-002
129,62	32,468	3,8496	-6,9971e-002
126,82	31,6	3,1929	-5,4655e-002
125,51	31,44	12,679	-0,11433
125,75	29,225	17,179	-9,2597e-002
124,97	30,347	15,109	-9,3617e-002
126,81	27,393	15,434	-1,8372e-002
128,82	29,367	14,03	-0,11567
125,11	28,509	12,43	-1,7381e-002
126,37	24,567	23,36	3,0691e-002
125,7	26,871	20,668	-3,0131e-002
125,33	25,479	22,361	2,4356e-002
126,75	25,052	18,922	4,4094e-002
124,95	23,332	21,02	0,12907
128,59	24,293	20,956	2,5837e-002
124,9	24,452	23,48	6,823e-002
124,52	22,286	22,121	0,17294
124,49	21,701	24,178	0,20971
128,16	23,246	22,057	6,9711e-002
126,77	20,26	23,894	0,14573
125,06	4,1975	33,639	2,3637e-002
127,43	4,6089	31,137	7,8408e-002
128,84	7,2442	31,178	0,11355
125,52	-4,6347	33,582	-5,7e-002
124,99	-2,1309	33,833	-0,18642
126,62	-5,2218	31,255	0,15836
129,23	-3,84	32,16	-0,14616
124,14	-3,5401	31,724	0,18327
126,26	-1,5585	32,4	-9,0521e-002
125,66	-13,426	31,128	-9,0474e-003
125,07	-11,184	32,002	5,6806e-002
126,56	-13,539	28,635	0,16538
126,62	-9,7348	30,251	0,31995
124,69	-12,546	30,203	0,19493
125,45	-21,522	26,192	7,8189e-002
124,95	-19,493	27,735	2,818e-003
126,5	-17,716	26,372	0,1813
128,93	-18,697	26,23	7,301e-002
125,56	-28,389	18,528	-1,5463e-002
124,78	-26,762	20,809	-4,0063e-002
127,57	-25,927	17,745	5,7128e-002
125,96	-32,5	9,6428	2,0388e-002
125,63	-31,656	12,129	3,3245e-002
127,13	-29,948	9,376	6,6944e-002
129,26	-30,498	10,777	8,6212e-002
126,94	-30,201	12,265	5,9228e-002
125,98	-33,9	-6,9997e-002	7,0964e-002
125,59	-33,803	2,5583	5,1407e-002
127,13	-30,95	4,543	4,586e-002
128,8	-31,602	1,707	2,6302e-002
125,05	-31,713	2,5204	1,3148e-002
125,68	-33,515	-5,0919	-1,9093e-002
125,67	-32,453	-9,7979	2,0982e-002
124,97	-33,099	-7,3249	-0,12055
125,05	-31,286	-6,4115	-7,1863e-002
126,44	-29,534	-10,207	-0,1112
129,06	-31,516	-6,8386	-9,2e-002
125,45	-28,393	-18,522	7,7838e-002
124,94	-29,716	-16,314	1,8671e-003
126,37	-27,718	-14,716	-1,8267e-002
127,54	-26,879	-17,509	-2,4683e-002
123,	-24,031	-23,91	-0,10014
125,47	-25,3	-22,563	-6,2687e-002
125,42	-21,231	-26,428	-9,9145e-002
123,52	-22,272	-25,557	-0,14323
128,05	-20,843	-23,725	-0,16147
124,33	-22,083	-22,794	-0,1708
127,06	-12,269	-31,602	2,5513e-002
126,83	-7,3238	-33,099	-5,4673e-002
125,59	-8,5453	-32,805	-6,6011e-002
125,39	-10,732	-32,156	-8,2699e-002
127,89	-10,062	-30,314	-0,17657
125,41	-17,195	-29,216	4,5258e-002
125,09	-13,375	-31,15	-7,3499e-002
124,76	-15,263	-30,27	0,12481
127,6	-12,696	-29,292	-0,16737
126,05	-15,113	-28,058	-0,10421
123,93	-3,7036	-33,697	5,414e-003
125,06	-6,2597	-33,317	-0,137
125,63	-2,403	-30,626	-0,25611
127,37	-7,7767	-30,82	-0,24756
123,02	-6,0812	-31,099	-0,5872
128,63	-4,5773	-31,979	-0,10804
122,3	27,89	-19,27	-4,0213e-002
120,55	28,001	-19,109	-9,4726e-002
120,4	23,898	-20,591	-0,21077
122,96	25,78	-18,312	-0,14266
119,61	25,414	-19,075	-0,26008
119,03	26,099	21,634	0,17237
117,82	26,646	20,957	0,20908
118,06	22,905	22,051	0,25752
117,	24,292	20,655	0,36931
118,4	24,562	21,562	0,26128
122,7	1,2235	-33,878	4,9494e-002
124,4	2,5144	-30,642	-0,21203
126,25	6,4794	-30,425	-0,12465
122,6	6,5515	-30,442	-0,16724
121,49	4,1065	33,65	2,9723e-002
119,76	3,2953	33,739	4,0889e-003
119,5	3,9819	31,156	0,16761
115,7	6,4962	31,14	0,19023
119,25	6,2739	31,002	0,15512
120,36	-5,83	-33,395	-2,2761e-002
119,72	-11,545	-31,874	-0,10309
121,49	-8,3569	-32,854	-0,16517
121,29	-10,547	-32,218	-0,18186
119,44	-8,1798	-30,647	-0,61537
121,68	-18,73	-28,256	4,4547e-003
119,8	-15,957	-29,91	-3,5532e-002
119,78	-19,846	-27,484	-3,963e-002
121,04	-16,857	-29,412	8,4003e-002
120,11	-15,87	-27,3	-0,26975
116,31	-16,38	-26,035	-0,43923
116,78	-15,223	-28,285	-0,40754
121,68	-26,279	-21,415	9,1263e-002
119,73	-23,387	-24,541	1,0721e-002
119,4	-26,345	-21,334	9,9708e-002
116,61	-23,756	-21,21	-0,13435
120,55	-23,147	-21,725	-1,6846e-002
121,87	-32,482	-9,7012	0,15679
119,85	-32,313	-10,25	0,1397
121,16	-33,121	-7,2263	1,5251e-002
118,16	-29,458	-9,884	0,11322
121,24	-31,309	-6,3132	6,3941e-002
116,02	-30,85	-7,0699	7,0538e-002
121,92	-33,897	-0,47446	3,4337e-002
119,81	-33,721	3,4813	-4,5441e-002
121,53	-33,831	2,1548	1,478e-002
117,25	-30,52	1,774	7,8722e-003
121,28	-31,757	-1,8132	-1,8433e-002
120,99	-31,732	2,1164	-2,3479e-002
121,93	-32,727	8,8388	-9,5349e-002
119,84	-32,958	7,9353	-0,10347
119,84	-31,574	12,34	-0,1524
121,6	-31,945	11,345	-8,2492e-002
119,28	-28,684	11,712	-3,0746e-002
117,29	-29,766	6,2195	-5,0153e-002
123,1	-30,215	8,5844	-4,8792e-002
121,02	-30,979	6,5618	-8,1504e-002
116,09	-29,721	10,081	2,8849e-002
121,78	-28,86	17,785	0,16723
119,72	-29,496	16,709	0,11563
121,	-27,293	20,107	0,14263
119,16	-26,61	16,071	0,23729
121,95	-23,081	24,829	0,21093
120,11	-21,703	26,042	0,1997
121,29	-24,868	23,039	0,13498
120,39	-21,409	23,513	0,30946
121,84	-15,301	30,25	7,7153e-002
119,84	-17,839	28,827	0,13724
119,87	-13,78	30,973	0,11242
121,18	-17,228	29,196	7,3099e-002
118,2	-13,505	27,425	0,62873
120,12	-17,538	26,268	0,247
120,87	-14,438	29,365	0,28113
118,85	-12,152	30,187	0,56413
119,64	-5,3998	33,467	2,9213e-002
121,96	-7,0722	33,154	0,27724
120,14	-9,8153	32,448	0,19886
121,51	-9,121	32,65	0,22945
120,58	-5,9835	31,341	0,5175
119,12	-8,1905	31,646	0,65057
121,86	-4,7967	33,559	-9,4206e-002
119,93	-1,0665	33,883	-0,19975
121,32	-2,2941	33,822	-0,22362
120,48	-3,7031	31,709	0,14606
117,44	-3,8766	31,555	0,39249
119,02	-5,91	32,014	0,27913
119,22	32,555	9,4546	3,0795e-002
121,69	31,982	11,241	-1,2467e-002
119,78	30,362	15,078	5,8324e-002
121,15	31,001	13,718	8,2494e-003
118,49	30,101	7,7395	5,6031e-002
118,82	28,417	12,989	0,20979
121,28	29,138	11,028	8,4485e-002
121,65	32,893	8,202	-4,729e-002
119,73	33,659	4,0356	-1,0381e-002
121,15	33,448	5,5176	-2,895e-002
118,45	30,985	4,6961	2,1209e-002
121,24	30,022	7,9842	4,9663e-002
119,53	33,095	-7,3453	-2,8088e-002
121,95	33,856	-1,7169	1,2549e-002
119,81	33,892	-0,74134	-9,0268e-004
121,18	33,664	-3,9941	3,8124e-002
118,29	30,978	-3,5467	-5,5829e-002
120,06	31,91	-2,6052	-8,367e-003
121,91	32,306	-10,274	9,5727e-003
