X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
127,66	31,794	1,3951	0,30132
128,16	32,866	8,3091	0,12273
127,89	31,215	13,224	0,35356
126,49	32,21	10,57	0,2604
129,07	30,071	9,0168	0,31977
129,79	30,242	11,964	0,22908
126,08	29,385	10,363	0,85958
127,89	28,957	17,628	0,58854
127,83	26,549	21,079	0,78993
126,73	27,761	19,456	0,80249
127,78	25,987	17,745	0,8523
129,62	25,227	19,779	0,61217
127,42	3,4285	33,726	0,44648
127,69	-0,86068	33,889	0,20899
126,15	1,8354	33,85	0,41564
125,81	-0,2091	33,899	0,29319
128,52	2,251	31,377	0,28718
127,08	0,363	32,449	0,2294
127,86	-5,5102	33,449	4,974e-002
127,85	-10,021	32,385	-0,1881
126,51	-7,3414	33,096	5,2885e-002
126,06	-9,386	32,575	-0,11017
127,61	-7,933	30,809	-0,2115
130,21	-6,5512	31,714	-0,12157
127,86	-14,33	30,722	-0,33966
127,8	-18,494	28,411	-0,42548
126,66	-15,891	29,944	-0,35272
126,01	-17,797	28,853	-0,38568
127,55	-16,015	27,48	-0,42763
129,98	-16,996	27,337	-0,33483
127,8	-22,433	25,416	-0,3333
127,79	-25,924	21,844	-0,14813
126,5	-23,698	24,241	-0,2364
125,84	-25,439	22,407	-0,19825
127,86	-19,814	20,064	-0,35225
127,55	-19,904	24,441	-0,33545
128,63	-24,591	19,331	-0,24582
129,98	-20,886	24,298	-0,24264
124,94	-22,012	22,912	-0,31313
130,71	-23,236	22,061	-0,17939
127,79	-28,828	17,837	7,1987e-002
128,16	-31,092	13,51	0,2828
126,62	-29,857	16,054	0,22633
126,32	-30,882	13,983	0,29994
131,93	-27,492	14,872	5,4595e-002
128,63	-27,44	15,301	-2,5705e-002
129,95	-29,698	12,619	0,15869
127,64	-29,401	14,107	0,15155
128,16	-32,727	8,8392	0,42278
128,16	-33,666	3,9799	0,54715
126,65	-33,213	6,7878	0,51318
126,29	-33,592	4,5566	0,52684
127,83	-30,714	6,5376	0,20192
129,95	-31,265	7,9387	0,29868
129,49	-31,366	3,7015	0,24596
128,16	-33,886	-0,96426	0,60696
127,86	-33,369	-5,9743	0,48772
126,67	-33,766	-3,0099	0,59124
126,04	-31,655	-4,3482	0,29426
130,05	-31,886	-4,7753	0,36436
129,49	-31,518	-1,232	0,30577
127,86	-32,144	-10,769	0,33536
127,8	-30,267	-15,268	0,18838
126,67	-31,514	-12,494	0,36533
126,	-30,636	-14,513	0,34945
131,93	-28,46	-12,068	8,3392e-002
127,43	-28,628	-12,912	4,228e-002
127,8	-27,722	-19,512	1,348e-002
127,82	-24,488	-23,442	-0,19541
126,5	-26,688	-20,904	-7,3066e-002
131,93	-23,594	-20,112	-6,45e-002
129,08	-22,338	-22,163	-0,20129
125,37	-23,578	-21,233	-0,22292
128,59	-25,194	-19,903	-0,12071
130,27	-25,352	-19,162	-7,7618e-002
127,83	-20,654	-26,882	-0,37957
127,81	-16,558	-29,581	-0,31021
126,46	-18,818	-28,198	-0,40392
131,93	-16,261	-26,254	-0,24713
128,65	-14,367	-28,356	-0,40816
129,08	-18,473	-25,546	-0,38545
127,1	-16,784	-27,123	-0,42384
126,98	-2,3939	-33,815	0,17272
125,75	2,5365	-33,805	0,51035
124,6	-1,0673	-33,883	0,32449
131,32	0,87613	-31,249	0,11272
126,3	0,23126	-30,813	0,22575
129,3	-1,943	-32,165	4,5945e-002
119,3	25,121	-22,763	1,5858
116,24	22,239	-22,728	2,1743
119,34	22,304	-22,35	1,961
117,75	21,065	-23,589	1,917
118,55	23,82	-20,834	1,9466
119,2	21,387	-24,233	1,828
123,54	23,343	24,583	1,4452
119,14	24,428	23,504	1,7421
121,03	24,955	22,945	1,6438
122,5	24,305	23,632	1,5599
120,06	21,699	23,304	1,8367
122,12	22,133	22,265	1,7629
122,09	21,548	24,322	1,6693
120,4	23,356	22,816	1,8826
120,61	21,398	24,83	1,8836
124,23	7,0782	33,153	0,86996
120,66	6,9886	33,172	1,0611
122,97	5,508	33,45	0,83912
125,33	5,9037	30,86	0,71066
120,98	5,367	30,864	0,90108
120,73	7,659	30,71	1,172
117,18	-9,6634	-32,494	-0,13407
117,75	-11,979	-31,713	-0,32506
112,81	-8,0652	-29,952	0,50439
117,47	-8,6243	-30,515	-0,13387
114,73	-11,264	-30,108	-7,579e-003
117,16	-25,232	-22,639	7,3757e-002
117,34	-26,496	-21,147	0,1747
114,55	-23,916	-21,031	-8,3905e-002
117,97	-6,3819	33,294	0,3757
117,86	-4,0985	33,651	0,40677
115,76	-4,8665	31,435	0,40444
117,34	-6,9	31,894	0,2295
115,89	26,01	21,742	1,6395
116,57	27,03	20,459	1,4994
110,8	25,16	20,116	3,1776
113,4	21,98	22,076	2,2597
115,75	24,695	20,173	1,965
113,36	23,811	18,677	2,6524
117,19	33,38	5,917	0,11771
117,74	33,711	3,5781	1,4289e-002
113,61	30,48	6,0373	2,1577
116,47	31,065	4,2427	1,0963
114,18	31,591	3,3104	1,5815
117,28	33,736	-3,3338	-8,5284e-002
116,23	30,961	-3,7196	1,1417
113,35	31,009	-3,0726	2,1841
114,18	31,722	-1,1745	1,5101
117,96	31,588	-12,306	0,62809
118,47	30,292	-15,219	0,89776
119,39	31,041	-13,626	0,72108
118,09	28,89	-12,277	1,3863
114,07	28,95	-11,139	2,4868
114,53	27,526	-14,19	2,1427
122,99	26,775	-20,792	1,2461
124,93	28,002	-19,107	0,96265
123,03	24,019	-20,435	1,6213
125,59	25,901	-18,156	1,1259
125,14	23,172	-21,026	1,1644
128,04	25,18	-20,158	0,78124
125,49	30,183	-15,433	0,67598
125,41	31,99	-11,219	0,35065
124,66	31,023	-13,667	0,57868
123,36	28,873	-12,319	1,2439
126,15	28,051	-14,473	0,83925
128,57	28,529	-13,298	0,45506
127,81	30,524	-11,302	0,3949
125,49	33,266	-6,5271	0,14159
125,72	33,836	-2,0849	7,9796e-003
124,96	33,618	-4,3599	4,6898e-002
125,71	30,877	-4,8892	0,60247
128,81	31,955	-4,1493	7,8682e-002
126,53	31,707	-1,4676	0,32623
126,01	33,801	2,5879	3,1755e-002
125,79	33,005	7,7369	0,20901
125,3	33,523	5,0449	8,4304e-002
128,38	30,792	6,1663	0,26837
129,62	32,468	3,8496	2,9497e-002
126,82	31,6	3,1929	0,35001
125,51	31,44	12,679	0,43984
125,75	29,225	17,179	0,74695
124,97	30,347	15,109	0,62795
126,81	27,393	15,434	0,79675
128,82	29,367	14,03	0,40851
125,11	28,509	12,43	1,039
126,37	24,567	23,36	0,9953
125,7	26,871	20,668	0,94834
125,33	25,479	22,361	1,11
126,75	25,052	18,922	0,99814
124,95	23,332	21,02	1,3131
128,59	24,293	20,956	0,75801
124,9	24,452	23,48	1,1696
124,52	22,286	22,121	1,3726
124,49	21,701	24,178	1,279
128,16	23,246	22,057	0,81754
126,77	20,26	23,894	1,1717
125,06	4,1975	33,639	0,59557
127,43	4,6089	31,137	0,46711
128,84	7,2442	31,178	0,48172
125,52	-4,6347	33,582	0,15459
124,99	-2,1309	33,833	0,23564
126,62	-5,2218	31,255	-0,1098
129,23	-3,84	32,16	-1,987e-002
124,14	-3,5401	31,724	6,9115e-002
126,26	-1,5585	32,4	0,17185
125,66	-13,426	31,128	-0,3373
125,07	-11,184	32,002	-0,24631
126,56	-13,539	28,635	-0,41221
126,62	-9,7348	30,251	-0,34764
124,69	-12,546	30,203	-0,36123
125,45	-21,522	26,192	-0,39898
124,95	-19,493	27,735	-0,45608
126,5	-17,716	26,372	-0,49804
128,93	-18,697	26,23	-0,40523
125,56	-28,389	18,528	2,8801e-002
124,78	-26,762	20,809	-0,17566
127,57	-25,927	17,745	-0,22323
125,96	-32,5	9,6428	0,38648
125,63	-31,656	12,129	0,31322
127,13	-29,948	9,376	7,5218e-002
129,26	-30,498	10,777	0,17198
126,94	-30,201	12,265	0,16483
125,98	-33,9	-6,9997e-002	0,5291
125,59	-33,803	2,5583	0,52451
127,13	-30,95	4,543	0,19958
128,8	-31,602	1,707	0,24363
125,05	-31,713	2,5204	0,25172
125,68	-33,515	-5,0919	0,40987
125,67	-32,453	-9,7979	0,33631
124,97	-33,099	-7,3249	0,40633
125,05	-31,286	-6,4115	0,11288
126,44	-29,534	-10,207	1,3268e-002
129,06	-31,516	-6,8386	0,18298
125,45	-28,393	-18,522	-7,416e-002
124,94	-29,716	-16,314	0,17346
126,37	-27,718	-14,716	-0,13371
127,54	-26,879	-17,509	-0,12181
123,	-24,031	-23,91	-0,21041
125,47	-25,3	-22,563	-0,28306
125,42	-21,231	-26,428	-0,42976
123,52	-22,272	-25,557	-0,42558
128,05	-20,843	-23,725	-0,41128
124,33	-22,083	-22,794	-0,43291
127,06	-12,269	-31,602	-0,21702
126,83	-7,3238	-33,099	-4,8422e-002
125,59	-8,5453	-32,805	-2,0974e-002
125,39	-10,732	-32,156	-0,2388
127,89	-10,062	-30,314	-0,31497
125,41	-17,195	-29,216	-0,36039
125,09	-13,375	-31,15	-0,28846
124,76	-15,263	-30,27	-0,33565
127,6	-12,696	-29,292	-0,36463
126,05	-15,113	-28,058	-0,38031
123,93	-3,7036	-33,697	0,22228
125,06	-6,2597	-33,317	9,7964e-002
125,63	-2,403	-30,626	0,12355
127,37	-7,7767	-30,82	-0,19603
123,02	-6,0812	-31,099	-3,2517e-002
128,63	-4,5773	-31,979	-5,6264e-002
122,3	27,89	-19,27	1,1935
120,55	28,001	-19,109	1,2729
120,4	23,898	-20,591	1,8522
122,96	25,78	-18,312	1,3568
119,61	25,414	-19,075	1,8378
119,03	26,099	21,634	1,5504
117,82	26,646	20,957	1,5086
118,06	22,905	22,051	1,7433
117,	24,292	20,655	1,9742
118,4	24,562	21,562	1,7891
122,7	1,2235	-33,878	0,55991
124,4	2,5144	-30,642	0,46117
126,25	6,4794	-30,425	0,63638
122,6	6,5515	-30,442	0,99255
121,49	4,1065	33,65	0,78674
119,76	3,2953	33,739	0,80072
119,5	3,9819	31,156	0,8487
115,7	6,4962	31,14	1,1537
119,25	6,2739	31,002	1,1197
120,36	-5,83	-33,395	0,11905
119,72	-11,545	-31,874	-0,32694
121,49	-8,3569	-32,854	-5,2687e-003
121,29	-10,547	-32,218	-0,22309
119,44	-8,1798	-30,647	-0,13575
121,68	-18,73	-28,256	-0,31998
119,8	-15,957	-29,91	-0,35189
119,78	-19,846	-27,484	-0,31581
121,04	-16,857	-29,412	-0,29524
120,11	-15,87	-27,3	-0,29859
116,31	-16,38	-26,035	-2,1302e-002
116,78	-15,223	-28,285	-3,4405e-002
121,68	-26,279	-21,415	-8,8064e-002
119,73	-23,387	-24,541	-0,23059
119,4	-26,345	-21,334	8,5526e-002
116,61	-23,756	-21,21	-0,17308
120,55	-23,147	-21,725	-0,23792
121,87	-32,482	-9,7012	0,47198
119,85	-32,313	-10,25	0,53689
121,16	-33,121	-7,2263	0,542
118,16	-29,458	-9,884	0,13072
121,24	-31,309	-6,3132	0,24854
116,02	-30,85	-7,0699	0,27133
121,92	-33,897	-0,47446	0,54055
119,81	-33,721	3,4813	0,54289
121,53	-33,831	2,1548	0,53596
117,25	-30,52	1,774	0,21894
121,28	-31,757	-1,8132	0,24357
120,99	-31,732	2,1164	0,26317
121,93	-32,727	8,8388	0,48261
119,84	-32,958	7,9353	0,5032
119,84	-31,574	12,34	0,33217
121,6	-31,945	11,345	0,40935
119,28	-28,684	11,712	8,6171e-002
117,29	-29,766	6,2195	0,17925
123,1	-30,215	8,5844	0,17135
121,02	-30,979	6,5618	0,22348
116,09	-29,721	10,081	0,16913
121,78	-28,86	17,785	0,22522
119,72	-29,496	16,709	0,22164
121,	-27,293	20,107	2,0754e-002
119,16	-26,61	16,071	-2,4353e-002
121,95	-23,081	24,829	-0,19169
120,11	-21,703	26,042	-0,38374
121,29	-24,868	23,039	-0,15355
120,39	-21,409	23,513	-0,26842
121,84	-15,301	30,25	-0,3699
119,84	-17,839	28,827	-0,53781
119,87	-13,78	30,973	-0,31189
121,18	-17,228	29,196	-0,40286
118,2	-13,505	27,425	-0,27505
120,12	-17,538	26,268	-0,42249
120,87	-14,438	29,365	-0,39383
118,85	-12,152	30,187	-0,22549
119,64	-5,3998	33,467	0,26193
121,96	-7,0722	33,154	0,1943
120,14	-9,8153	32,448	-1,7411e-003
121,51	-9,121	32,65	3,1237e-002
120,58	-5,9835	31,341	0,10882
119,12	-8,1905	31,646	8,4662e-002
121,86	-4,7967	33,559	0,22537
119,93	-1,0665	33,883	0,44285
121,32	-2,2941	33,822	0,30642
120,48	-3,7031	31,709	0,1399
117,44	-3,8766	31,555	0,29067
119,02	-5,91	32,014	0,11574
119,22	32,555	9,4546	0,42546
121,69	31,982	11,241	0,48115
119,78	30,362	15,078	0,85071
121,15	31,001	13,718	0,66926
118,49	30,101	7,7395	1,4041
118,82	28,417	12,989	1,4885
121,28	29,138	11,028	1,0803
121,65	32,893	8,202	0,291
119,73	33,659	4,0356	0,13189
121,15	33,448	5,5176	0,16629
118,45	30,985	4,6961	1,2139
121,24	30,022	7,9842	0,89017
119,53	33,095	-7,3453	0,25083
121,95	33,856	-1,7169	-1,7819e-002
119,81	33,892	-0,74134	3,2994e-004
121,18	33,664	-3,9941	2,1099e-002
118,29	30,978	-3,5467	1,1992
120,06	31,91	-2,6052	0,6006
121,91	32,306	-10,274	0,39443
121,15	31,411	-12,75	0,62247
121,37	32,903	-8,1612	0,29974
118,48	30,062	-7,6739	1,4779
119,85	29,235	-11,391	1,2876
122,12	30,	-8,6499	0,85532
120,25	30,994	-6,7324	0,87924
122,69	-4,9497	-33,537	0,24973
123,26	-1,0829	-30,772	0,27531
120,64	-4,7611	-31,244	0,11925
122,49	29,122	-17,352	0,98944
123,42	29,984	-15,818	0,81275
124,9	26,965	-16,598	1,0733
123,34	31,844	-11,627	0,48743
123,56	33,172	-6,9873	0,1647
122,04	29,6	-10,244	1,1526
124,31	30,365	-7,5024	0,72028
126,49	31,252	-9,2269	0,30365
122,42	33,893	0,70622	1,0322e-002
123,78	33,804	-2,5533	3,1091e-002
123,84	33,828	2,2017	4,4722e-002
124,54	30,989	-3,0773	0,58667
125,36	31,818	0,34425	0,31043
122,66	31,983	-1,1598	0,61059
123,62	33,092	7,3595	0,22198
123,58	31,503	12,521	0,53479
126,7	30,255	8,4572	0,40604
123,71	29,568	9,8039	0,94586
122,76	27,338	20,045	1,2065
124,23	26,769	20,8	1,1226
122,45	28,527	18,315	1,0234
123,82	29,311	17,032	0,8419
125,65	26,286	17,317	1,0107
122,74	26,629	18,377	1,3827
122,06	1,7931	33,853	0,57872
123,45	0,56474	33,895	0,44229
126,16	3,0237	31,335	0,43627
121,81	2,487	31,338	0,6267
124,73	1,1357	32,407	0,3785
123,64	-3,9883	33,665	0,23878
123,72	-8,532	32,809	-5,3265e-003
125,27	-7,0686	31,	-0,10666
122,79	-5,387	31,469	7,2259e-002
122,5	-13,482	31,104	-0,29235
123,87	-12,816	31,384	-0,25937
123,81	-16,947	29,36	-0,38332
125,36	-15,14	27,944	-0,42527
123,49	-14,148	29,512	-0,37429
122,31	-21,437	26,261	-0,49413
123,65	-20,879	26,707	-0,35918
123,49	-24,632	23,291	-0,26393
125,2	-19,049	25,277	-0,40113
122,59	-21,156	23,748	-0,37881
122,32	-30,059	15,674	0,17956
123,61	-27,976	19,146	-2,1323e-002
124,09	-30,535	14,725	0,25675
121,77	-27,228	15,067	-6,6431e-002
126,4	-27,052	16,022	-6,8891e-002
125,4	-29,013	14,828	0,10836
122,36	-33,233	6,6925	0,49747
124,11	-32,349	10,138	0,40362
124,08	-33,47	5,3828	0,49054
125,62	-30,547	7,3559	0,16562
123,53	-31,31	5,3332	0,21775
124,1	-33,896	0,51127	0,50879
123,78	-33,616	-4,3791	0,50985
123,85	-31,734	-3,4574	0,2164
127,31	-31,598	-0,34125	0,22791
123,56	-31,709	0,4722	0,236
122,45	-31,675	-12,079	0,43119
123,77	-32,654	-9,1066	0,4363
123,81	-31,059	-13,586	0,35041
123,85	-30,755	-8,1689	0,14285
125,24	-29,004	-11,964	4,3234e-002
121,86	-27,47	-19,865	1,2883e-002
123,64	-28,843	-17,813	8,6915e-002
125,07	-26,77	-16,168	-0,22026
123,01	-24,315	-20,291	-0,31056
126,24	-25,932	-18,961	-0,20835
122,15	-20,521	-26,984	-0,44994
123,41	-17,58	-28,985	-0,42937
122,48	-16,57	-26,836	-0,43272
126,67	-19,083	-25,139	-0,43564
122,96	-20,323	-24,208	-0,45726
124,69	-17,395	-26,715	-0,47402
122,39	25,986	21,77	1,3682
120,62	27,834	19,352	1,269
119,71	27,114	20,348	1,4103
122,01	23,829	20,421	1,5713
120,3	25,052	20,971	1,6909
120,91	25,892	19,383	1,6284
125,28	24,942	19,047	1,1724
123,48	23,223	21,145	1,4873
122,38	25,285	20,107	1,5444
121,85	-12,841	-31,374	-0,41408
121,53	-14,744	-30,526	-0,46128
120,6	-13,764	-28,424	-0,46463
120,01	-10,476	-29,815	-0,32674
117,27	-13,116	-29,409	-0,20045
120,58	-17,65	-26,015	-0,42855
121,06	-21,403	-23,387	-0,45309
116,78	-18,161	-24,749	-0,15126
120,01	-29,715	-16,316	0,34128
121,36	-28,898	-17,723	0,26051
118,32	-26,732	-15,859	-6,488e-002
122,79	-26,832	-16,083	-4,667e-002
116,79	-24,986	-19,691	-7,2136e-002
120,73	-24,377	-20,206	-0,13697
121,78	-30,824	-14,11	0,41532
118,75	-28,699	-12,276	8,993e-002
121,83	-30,55	-8,7053	0,20775
123,22	-28,799	-12,501	0,10814
122,	-33,605	4,4602	0,51113
117,72	-30,282	4,0769	0,19411
121,45	-31,494	4,4192	0,23834
122,02	-31,057	13,59	0,25317
119,7	-27,806	13,959	-7,0007e-002
121,81	-19,403	27,798	-0,55123
120,75	-19,734	24,909	-0,57086
121,91	-11,241	31,982	-0,20136
121,53	-12,603	30,182	-0,31628
119,51	-10,317	31,003	-0,14794
121,71	-0,25141	33,899	0,45627
120,87	-1,6609	31,774	0,28974
120,07	1,672	31,381	0,64068
122,99	0,32071	32,45	0,39248
119,4	28,322	18,63	1,2271
121,68	29,73	16,29	0,90435
119,35	27,142	15,556	1,7236
120,6	27,09	17,66	1,4452
117,68	25,305	19,367	1,8341
119,08	25,575	20,274	1,649
119,69	26,415	18,686	1,5865
121,71	33,751	3,1749	6,2871e-002
119,01	31,266	2,3521	1,1105
123,23	31,798	1,3202	0,32858
120,53	31,963	-0,18387	0,62874
121,66	30,074	-15,645	0,89214
120,36	27,886	-14,276	1,5573
123,15	27,064	-16,43	1,1527
119,8	26,698	-17,193	1,6337
121,28	28,698	-12,715	1,3806
124,07	27,876	-14,87	0,97602
123,77	30,817	-5,3549	0,62558
121,9	31,811	-3,4373	0,64951
120,43	31,125	3,8421	1,1449
126,21	30,85	5,7835	0,28134
124,65	31,658	2,8101	0,36298
123,22	30,163	7,1302	0,82115
124,87	27,469	15,282	0,8917
120,71	27,864	14,238	1,5421
123,17	28,585	12,277	1,134
121,97	27,812	16,342	1,2637
122,26	-2,8898	31,765	0,15331
124,38	-0,90818	32,441	0,25604
124,82	-9,1096	30,47	-0,26972
122,35	-7,428	30,938	-9,0801e-002
122,9	-11,921	30,422	-0,28331
120,89	-9,6349	31,243	-0,11496
124,7	-17,041	26,847	-0,45823
122,09	-19,149	25,318	-0,43591
122,84	-16,049	28,415	-0,40725
120,99	-25,647	17,377	-0,27089
125,62	-25,471	18,332	-0,27336
121,93	-22,892	21,912	-0,34066
121,47	-28,231	12,987	7,1789e-003
125,29	-29,762	9,8591	9,2356e-002
125,1	-30,016	12,748	0,18197
125,26	-30,906	5,1226	0,17928
123,17	-31,669	3,1	0,23142
123,14	-31,441	-5,7086	0,21287
120,1	-28,022	-13,756	9,1519e-003
124,57	-28,122	-13,98	2,7362e-002
123,62	-9,6962	-32,484	-9,2413e-002
126,13	-9,0113	-30,588	-0,16858
121,77	-7,3158	-30,867	-5,0689e-003
123,09	-13,786	-30,97	-0,35743
122,17	-12,787	-28,824	-0,36079
125,93	-11,196	-29,936	-0,38641
121,57	-9,5	-30,215	-0,22289
124,38	-13,612	-28,703	-0,40209
121,84	-14,689	-27,977	-0,40798
124,05	-15,514	-27,856	-0,44928
87,122	55,508	-27,602	0,26151
87,321	58,23	-26,545	0,51709
90,299	55,884	-26,416	0,73691
90,108	58,013	-26,639	0,50648
87,229	57,528	-27,35	0,72029
87,733	59,503	-26,388	0,76051
88,23	56,092	-27,056	0,5343
89,426	56,164	25,338	0,98179
87,161	55,847	27,303	0,88313
87,179	57,838	26,887	1,2361
88,444	54,125	27,063	1,1066
91,023	55,802	27,411	1,2512
89,012	58,63	26,842	1,2166
47,783	56,689	-27,131	-0,65019
44,615	54,748	-27,248	-0,94243
47,673	58,165	-26,932	-0,86393
47,801	55,633	-27,951	-0,68455
45,085	57,925	-26,628	-0,72004
47,765	56,594	27,368	-1,3219
44,243	56,567	27,312	-1,2851
45,963	55,54	27,769	-1,421
46,58	57,923	26,96	-1,3095
119,54	16,969	-26,967	2,0804
120,97	18,111	-25,676	2,0727
119,51	16,804	-25,043	2,1438
120,25	17,913	-24,051	2,0549
119,81	17,529	-25,072	2,0321
119,11	17,235	-25,775	2,2107
120,11	18,543	-25,188	1,9916
120,46	15,213	-27,53	2,0194
122,29	15,853	-27,251	1,8329
120,62	15,162	-25,605	2,0829
121,97	15,468	-25,483	1,7307
121,34	15,15	-24,611	1,9948
121,19	13,745	-25,943	1,8872
122,6	14,451	-27,594	1,3554
120,51	14,533	-27,799	1,7871
119,7	15,866	-25,633	2,2024
120,2	14,131	-25,971	2,0066
119,52	14,919	-27,827	1,9066
118,89	16,354	-26,365	2,2693
122,31	17,345	-25,988	1,9447
122,45	16,243	-25,232	1,6636
123,04	15,201	-27,343	1,2883
123,97	16,613	-26,382	1,7192
119,51	16,8	-4,917	2,703
119,94	15,552	-3,4864	3,0814
119,8	15,716	-5,4608	3,1201
118,72	16,969	-2,4911	3,5831
117,31	16,229	-2,7192	3,0663
119,74	15,314	-2,3325	2,6215
119,01	17,408	-3,6048	2,7332
118,73	15,601	-1,792	2,4703
118,42	15,933	-4,8111	3,0512
119,	14,216	-2,1686	2,5614
122,17	17,555	-3,5405	2,751
120,33	17,953	-5,0234	2,8985
122,15	17,573	-5,4691	3,0154
121,22	18,096	-5,8748	3,2999
119,78	18,39	-3,7112	2,9287
120,72	19,294	-2,6616	3,1754
122,46	18,052	-3,4954	2,739
120,66	19,774	-4,6167	3,2591
121,41	18,405	-2,3076	2,9231
122,17	15,674	-3,8078	2,3663
122,49	16,43	-5,2127	2,3079
123,17	15,497	-3,2587	1,8108
123,15	17,202	-3,239	2,0315
121,21	18,097	-23,35	2,1058
122,48	16,872	-24,219	1,8425
121,98	17,75	-21,436	2,6439
122,5	16,573	-21,586	1,8373
123,27	18,633	-23,196	1,7186
123,66	17,151	-25,37	1,8981
121,03	18,564	-24,488	2,0425
121,03	15,112	-3,8602	2,8921
122,19	15,692	-5,7365	2,6307
120,81	15,124	-5,8346	2,9308
121,55	15,217	-7,5127	2,5235
121,5	14,047	-3,5968	2,6296
122,69	14,896	-3,7825	2,1336
122,19	13,719	-5,6503	2,1677
119,51	16,458	-23,738	2,1541
119,55	16,243	-22,017	2,1498
120,34	15,263	-22,714	2,1778
119,88	15,611	-21,301	2,6494
120,28	13,987	-24,046	2,0701
118,53	17,196	-23,21	2,2026
118,98	16,21	-24,441	2,3327
119,49	14,909	-22,622	2,1145
119,97	17,707	-22,746	2,0652
119,83	17,547	-21,025	2,0608
121,31	18,079	-19,81	2,6261
120,76	18,093	-20,198	2,3756
120,15	17,846	-19,738	2,0735
120,46	19,579	-20,979	2,1576
118,87	18,34	-22,218	2,1136
122,56	18,732	-21,571	1,7008
120,32	18,663	-22,863	2,0247
121,73	15,302	-22,591	1,8255
122,06	15,552	-20,83	1,5562
121,51	14,016	-23,924	1,7179
123,45	17,616	-22,44	1,4375
122,92	14,721	-25,574	1,1861
122,86	14,092	-22,525	1,4241
123,84	16,134	-24,614	1,617
119,53	16,319	-6,7938	2,7554
120,43	17,998	-7,1014	2,7398
119,71	17,378	-9,1114	2,309
119,09	18,047	-4,9378	2,3686
118,51	16,572	-6,1441	2,6865
118,49	18,624	-7,6384	2,4571
119,97	19,43	-5,8433	2,699
120,33	15,271	-5,3632	3,1338
120,22	14,837	-2,2349	2,6353
121,	14,038	-3,1253	2,8327
118,9	15,456	-4,7135	3,0649
119,48	13,739	-2,0709	2,5752
122,22	17,487	-7,5471	2,8568
122,2	15,716	-8,9176	2,4651
122,5	16,679	-9,7289	2,6517
123,18	15,52	-5,1873	2,0752
123,5	17,805	-8,5196	2,0917
123,15	17,224	-5,1676	2,2959
122,67	14,342	-7,0552	2,1093
125,63	15,638	-6,6286	2,0798
123,89	15,223	-8,6117	2,0863
124,41	15,834	-5,1215	2,3559
119,56	17,028	-22,046	2,0381
118,45	17,949	-23,239	2,0909
118,9	16,963	-24,47	2,2211
119,9	18,271	-23,884	2,002
119,54	16,27	-9,6552	2,7261
120,84	15,12	-9,0157	2,7652
120,12	15,398	-10,411	3,1952
120,8	14,134	-5,0998	2,8714
121,5	13,806	-7,1533	2,4094
118,19	15,677	-10,235	3,0427
118,71	15,553	-6,6879	3,1036
119,28	13,84	-8,251	2,7184
120,38	17,978	-9,9628	2,7105
121,2	18,099	-10,309	2,9946
122,07	17,66	-10,135	2,9362
121,64	17,969	-9,8389	3,1796
121,18	19,495	-9,9245	2,9777
122,92	18,616	-8,9252	2,3761
122,57	18,036	-5,5733	2,5804
119,29	18,952	-8,4897	2,8586
120,76	19,758	-6,6947	3,1004
119,59	16,102	-19,609	2,5333
119,64	17,235	-19,038	2,0464
119,5	16,661	-18,213	2,3401
119,98	18,978	-20,279	2,1305
118,39	17,74	-21,518	2,0865
117,68	16,149	-20,638	2,2586
118,79	17,895	-18,748	2,009
119,35	15,453	-20,93	1,9984
121,6	17,986	-18,284	2,9137
122,49	16,465	-18,046	2,3576
121,6	17,985	-15,28	3,006
121,26	18,09	-16,918	2,5478
122,32	17,321	-15,106	2,9477
121,99	17,738	-14,81	3,1911
123,36	18,563	-19,656	2,2389
124,25	17,181	-17,058	2,4347
122,22	18,792	-16,831	2,7164
120,48	15,205	-20,306	2,5613
121,46	15,183	-19,958	1,8204
120,91	13,68	-23,052	1,982
122,26	13,756	-21,654	1,6883
120,12	14,602	-21,628	2,0264
119,53	16,298	-12,728	2,7488
120,27	17,92	-12,319	2,5638
119,97	17,706	-13,957	2,1055
119,54	16,934	-14,038	2,4631
120,36	19,124	-11,935	2,5469
117,97	16,653	-12,553	2,5963
118,48	16,529	-9,0055	2,6572
118,87	18,154	-14,572	2,1321
118,47	18,581	-10,5	2,4278
121,71	15,289	-14,445	1,9545
120,81	15,123	-12,089	2,7879
122,32	15,907	-11,505	2,5445
121,18	13,186	-12,457	2,2357
122,22	13,73	-8,8314	2,0021
120,	13,764	-9,929	2,3111
123,44	14,611	-10,388	1,9791
120,88	15,116	-18,545	2,292
120,04	15,459	-16,188	3,1254
119,65	15,96	-17,498	2,8397
120,39	13,325	-16,557	2,5732
117,91	15,494	-19,922	2,7582
119,59	14,799	-20,214	2,498
120,71	18,083	-17,306	2,2973
120,41	17,991	-18,211	2,3611
120,75	19,627	-19,453	2,4452
122,86	18,78	-20,044	1,9884
121,72	19,009	-17,219	2,4658
120,95	15,112	-15,84	2,3845
122,38	16,035	-15,256	2,1411
121,31	13,253	-16,208	1,8322
123,24	17,405	-19,806	1,4323
122,65	13,881	-19,892	1,4189
124,14	16,024	-17,208	1,6281
123,56	14,677	-14,139	1,5757
120,51	14,727	-19,866	1,7571
119,68	15,897	-14,793	2,9322
120,44	13,28	-13,852	2,6657
118,17	15,693	-13,308	3,0654
