X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Stress (MPa)
106,	-27,159	20,288	4,2347
106,	-25,259	22,609	4,3615
106,	-23,162	24,753	4,4017
106,	-20,884	26,703	3,7283
106,	-18,442	28,445	3,835
106,	-15,856	29,963	4,5323
106,	-13,146	31,247	3,4514
106,	-10,333	32,287	2,1677
106,	-7,439	33,074	1,1137
106,	-4,4868	33,602	0,52594
106,	-1,4995	33,867	6,7571e-002
106,	1,4995	33,867	0,19595
106,	4,4868	33,602	0,437
106,	7,439	33,074	0,7935
106,	10,333	32,287	1,1988
106,	13,146	31,247	1,9378
106,	15,856	29,963	2,5702
106,	18,442	28,445	3,241
106,	20,884	26,703	4,6991
106,	23,162	24,753	5,216
106,	25,259	22,609	6,8413
106,	27,159	20,288	7,4913
106,	28,846	17,809	8,5852
106,	30,307	15,189	7,6951
106,	31,53	12,452	8,138
106,	32,508	9,6161	11,788
106,	33,23	6,7055	8,2485
106,	33,693	3,7424	9,3611
106,	33,892	0,74994	9,9189
106,	33,825	-2,2483	9,7979
106,	33,494	-5,229	11,461
106,	32,901	-8,1688	10,141
106,	32,05	-11,045	9,3984
106,	30,949	-13,834	8,9261
106,	29,605	-16,515	9,4648
106,	28,03	-19,067	6,9304
106,	26,235	-21,47	6,6263
106,	24,235	-23,704	5,8905
106,	22,045	-25,753	4,8027
106,	19,682	-27,601	3,8721
106,	17,166	-29,232	3,0217
106,	14,515	-30,635	2,2165
106,	11,751	-31,798	1,5222
106,	8,8946	-32,712	1,0525
106,	5,9687	-33,37	0,63534
106,	2,9961	-33,767	0,44545
135,	4,1516e-015	-33,9	2,2889e-002
135,	4,9359	-33,539	1,2436e-002
135,	9,7666	-32,463	4,7639e-003
135,	14,389	-30,695	5,9449e-002
135,	18,705	-28,273	7,9538e-002
135,	22,622	-25,248	4,639e-002
135,	26,057	-21,685	5,0602e-003
135,	28,937	-17,66	-3,4787e-002
135,	31,2	-13,258	-3,8783e-002
135,	32,798	-8,5744	-7,8039e-002
135,	33,697	-3,7077	-6,4406e-002
135,	33,877	1,2381	-5,1976e-002
135,	33,336	6,1575	-8,9542e-002
135,	32,084	10,946	-8,7054e-002
135,	30,149	15,501	-4,8345e-003
135,	27,571	19,725	2,1042e-003
135,	24,405	23,529	-5,083e-003
135,	20,719	26,832	2,6084e-002
135,	16,591	29,562	7,3593e-002
135,	12,11	31,663	3,1387e-002
135,	7,3709	33,089	1,4891e-002
135,	2,4745	33,81	1,4785e-002
135,	-2,4745	33,81	3,0755e-002
135,	-7,3709	33,089	8,4482e-002
135,	-12,11	31,663	3,0246e-002
135,	-16,591	29,562	9,1195e-002
135,	-20,719	26,832	3,3947e-002
135,	-24,405	23,529	4,4505e-002
135,	-27,571	19,725	9,9046e-002
135,	-30,149	15,501	0,15374
135,	-32,084	10,946	5,5272e-002
135,	-33,336	6,1575	0,243
135,	-33,877	1,2381	0,14142
135,	-33,697	-3,7077	0,37159
135,	-32,798	-8,5744	5,7029e-002
135,	-31,2	-13,258	0,22523
135,	-28,937	-17,66	2,8794e-002
135,	-26,057	-21,685	0,1004
135,	-22,622	-25,248	-7,3403e-002
135,	-18,705	-28,273	0,15461
135,	-14,389	-30,695	-2,3864e-002
135,	-9,7666	-32,463	1,0771e-002
135,	-4,9359	-33,539	3,1669e-002
104,	4,3965e-015	-35,9	-0,17669
104,	2,9646	-35,777	-9,4107e-002
104,	5,9089	-35,41	-4,6852e-002
104,	8,8129	-34,801	6,7403e-003
104,	11,657	-33,955	5,915e-002
104,	14,421	-32,876	0,18292
104,	17,087	-31,573	0,59172
104,	19,635	-30,054	0,6582
104,	22,05	-28,33	0,97567
104,	24,314	-26,412	1,7254
104,	26,412	-24,314	2,5392
104,	28,33	-22,05	5,642
104,	30,054	-19,635	4,5047
104,	31,573	-17,087	6,896
104,	32,876	-14,421	6,081
104,	33,955	-11,657	7,692
104,	34,801	-8,8129	9,8113
104,	35,41	-5,9089	5,9684
104,	35,777	-2,9646	9,1954
104,	35,9	3,4084e-014	7,4499
104,	35,777	2,9646	5,1799
104,	35,41	5,9089	8,292
104,	34,801	8,8129	10,431
104,	33,955	11,657	8,4094
104,	32,876	14,421	5,694
104,	31,573	17,087	5,6565
104,	30,054	19,635	4,4018
104,	28,33	22,05	4,6565
104,	26,412	24,314	2,5213
104,	24,314	26,412	2,6592
104,	22,05	28,33	0,97277
104,	19,635	30,054	0,71778
104,	17,087	31,573	0,39926
104,	14,421	32,876	0,19492
104,	11,657	33,955	6,7776e-002
104,	8,8129	34,801	1,0947e-002
104,	5,9089	35,41	-5,8492e-002
104,	2,9646	35,777	-0,12595
104,	-4,597e-014	35,9	-0,12675
104,	-2,9646	35,777	-0,30623
104,	-5,9089	35,41	-0,19054
104,	-8,8129	34,801	-0,13015
104,	-11,657	33,955	5,8517e-002
104,	-14,421	32,876	1,2267
104,	-17,087	31,573	3,0471
104,	-19,635	30,054	1,9225
104,	-22,05	28,33	2,8337
104,	-24,314	26,412	2,1162
104,	-26,412	24,314	2,2079
104,	-28,33	22,05	2,3446
104,	-30,054	19,635	2,3169
104,	-31,573	17,087	2,7489
104,	-32,876	14,421	2,5713
104,	-33,955	11,657	2,9539
104,	-34,801	8,8129	2,1133
104,	-35,41	5,9089	2,2282
104,	-35,777	2,9646	2,5385
104,	-35,9	-6,1573e-014	2,2411
104,	-35,777	-2,9646	2,0749
104,	-35,41	-5,9089	2,2844
104,	-34,801	-8,8129	2,0187
104,	-33,955	-11,657	2,6965
104,	-32,876	-14,421	1,9288
104,	-31,573	-17,087	2,0978
104,	-30,054	-19,635	2,7253
104,	-28,33	-22,05	2,1163
104,	-26,412	-24,314	3,0926
104,	-24,314	-26,412	2,7748
104,	-22,05	-28,33	2,279
104,	-19,635	-30,054	2,1084
104,	-17,087	-31,573	2,6634
104,	-14,421	-32,876	1,7418
104,	-11,657	-33,955	2,2118e-002
104,	-8,8129	-34,801	-3,2147e-002
104,	-5,9089	-35,41	-0,19414
104,	-2,9646	-35,777	-0,33723
104,	41,983	30,245	0,40565
104,	41,983	-30,245	0,5268
104,	41,983	25,592	0,40097
104,	41,983	20,939	0,25204
104,	41,983	16,286	0,16892
104,	41,983	11,633	0,14401
104,	41,983	6,9797	0,30031
104,	41,983	2,3266	-0,77489
104,	41,983	-2,3266	-0,61661
104,	41,983	-6,9797	0,30978
104,	41,983	-11,633	0,28088
104,	41,983	-16,286	0,24469
104,	41,983	-20,939	0,40252
104,	41,983	-25,592	0,43682
104,	38,81	31,598	0,24225
104,	5,3602	36,509	-5,2605e-002
104,	34,031	32,299	3,3349e-002
104,	29,253	33,001	-0,26395
104,	24,474	33,702	-0,30594
104,	19,696	34,404	-0,16954
104,	14,917	35,105	-8,3691e-002
104,	10,139	35,807	-4,2549e-002
104,	-17,039	32,731	2,1817
104,	0,76119	36,892	-0,13352
104,	-3,8497	36,699	-0,35296
104,	-8,4004	35,931	-0,32793
104,	-12,82	34,602	-0,70574
104,	-43,404	83,379	-1,4106e-004
104,	-41,207	79,158	1,1167e-003
104,	-39,01	74,938	1,1266e-002
104,	-36,813	70,717	1,1296e-002
104,	-34,616	66,496	1,5349e-002
104,	-32,419	62,276	2,1721e-002
104,	-30,221	58,055	3,0093e-002
104,	-28,024	53,834	3,119e-002
104,	-25,827	49,613	4,0621e-002
104,	-23,63	45,393	4,8613e-002
104,	-21,433	41,172	0,11196
104,	-19,236	36,951	-4,6296e-002
104,	-43,404	-83,379	-4,954e-005
104,	-47,675	-81,013	-3,561e-003
104,	-51,817	-78,428	-6,3899e-004
104,	-55,819	-75,632	-3,4824e-003
104,	-59,671	-72,632	-7,0573e-003
104,	-63,361	-69,436	-3,9884e-003
104,	-66,881	-66,052	-2,8095e-003
104,	-70,22	-62,491	-1,0007e-003
104,	-73,37	-58,761	-1,3065e-003
104,	-76,322	-54,872	-8,0677e-004
104,	-79,068	-50,835	9,6885e-004
104,	-81,601	-46,661	-2,7616e-004
104,	-83,914	-42,362	-1,077e-003
104,	-86,	-37,948	1,1007e-003
104,	-87,854	-33,431	-7,1469e-004
104,	-89,471	-28,825	-4,8131e-005
104,	-90,847	-24,14	7,2084e-004
104,	-91,978	-19,391	-2,3625e-004
104,	-92,861	-14,589	2,2038e-004
104,	-93,493	-9,748	3,5839e-004
104,	-93,873	-4,8806	2,0601e-004
104,	-94,	-7,6328e-014	2,9166e-004
104,	-93,873	4,8806	-9,5009e-004
104,	-93,493	9,748	-3,2153e-005
104,	-92,861	14,589	-1,6907e-004
104,	-91,978	19,391	-1,3265e-004
104,	-90,847	24,14	1,8102e-004
104,	-89,471	28,825	-2,476e-005
104,	-87,854	33,431	5,8855e-005
104,	-86,	37,948	-3,2266e-004
104,	-83,914	42,362	6,6876e-005
104,	-81,601	46,661	-6,9722e-004
104,	-79,068	50,835	-6,6573e-004
104,	-76,322	54,872	-9,7301e-004
104,	-73,37	58,761	-2,2662e-003
104,	-70,22	62,491	-2,4674e-003
104,	-66,881	66,052	-1,7182e-003
104,	-63,361	69,436	-2,7363e-003
104,	-59,671	72,632	-2,8917e-003
104,	-55,819	75,632	-4,5147e-003
104,	-51,817	78,428	-5,4657e-003
104,	-47,675	81,013	-1,4462e-003
104,	-17,039	-32,731	2,1505
104,	-41,207	-79,158	1,7116e-003
104,	-39,01	-74,938	1,1541e-002
104,	-36,813	-70,717	1,3185e-002
104,	-34,616	-66,496	1,3275e-002
104,	-32,419	-62,276	1,7269e-002
104,	-30,221	-58,055	2,8832e-002
104,	-28,024	-53,834	1,0728e-002
104,	-25,827	-49,613	4,739e-002
104,	-23,63	-45,393	4,9976e-002
104,	-21,433	-41,172	0,159
104,	-19,236	-36,951	-5,0187e-002
104,	5,3602	-36,509	-5,4678e-002
104,	-12,82	-34,602	-0,96932
104,	-8,4004	-35,931	-0,42851
104,	-3,8497	-36,699	-0,32547
104,	0,76119	-36,892	-0,24877
104,	38,81	-31,598	0,13267
104,	34,031	-32,299	-6,0504e-002
104,	29,253	-33,001	-0,30297
104,	24,474	-33,702	-0,31726
104,	19,696	-34,404	-0,22473
104,	14,917	-35,105	-0,10867
104,	10,139	-35,807	-7,995e-002
84,	47,5	-29,	-0,71115
84,	44,518	-28,846	-1,0875
84,	41,568	-28,387	-1,8782
84,	38,681	-27,626	-2,3422
84,	35,887	-26,573	-2,6505
84,	33,216	-25,238	-3,0775
84,	30,697	-23,636	-3,5076
84,	28,356	-21,783	-3,6429
84,	26,217	-19,699	-5,1812
84,	24,305	-17,406	-6,8798
84,	22,638	-14,929	-7,1224
84,	21,235	-12,294	-9,8452
84,	20,11	-9,5277	-7,5089
84,	19,275	-6,6609	-12,698
84,	18,74	-3,7236	-8,7634
84,	18,51	-0,74669	-11,627
84,	18,586	2,2381	-10,866
84,	18,97	5,1991	-8,6217
84,	19,656	8,1051	-10,233
84,	20,637	10,925	-7,9188
84,	21,902	13,629	-6,6024
84,	23,439	16,189	-7,275
84,	25,231	18,577	-7,6467
84,	27,26	20,768	-5,1691
84,	29,502	22,739	-2,8742
84,	31,936	24,469	-3,1118
84,	34,534	25,94	-3,0677
84,	37,27	27,136	-1,8247
84,	40,115	28,044	-2,5069
84,	43,037	28,655	-2,0549
84,	46,007	28,962	-1,5236
84,	48,993	28,962	-0,34113
84,	51,963	28,655	0,35147
84,	54,885	28,044	0,39608
84,	57,73	27,136	1,1558
84,	60,466	25,94	1,1628
84,	63,064	24,469	1,4483
84,	65,498	22,739	0,38885
84,	67,74	20,768	0,18842
84,	69,769	18,577	2,9977e-002
84,	71,561	16,189	-3,1293e-002
84,	73,098	13,629	-6,6163e-002
84,	74,363	10,925	-5,2461e-002
84,	75,344	8,1051	-1,5117e-002
84,	76,03	5,1991	-3,324e-002
84,	76,414	2,2381	-3,9594e-002
84,	76,49	-0,74669	-2,828e-002
84,	76,26	-3,7236	-3,2568e-003
84,	75,725	-6,6609	-3,4822e-002
84,	74,89	-9,5277	-6,9788e-002
84,	73,765	-12,294	-5,9166e-002
84,	72,362	-14,929	7,8611e-002
84,	70,695	-17,406	3,0689e-002
84,	68,783	-19,699	0,26218
84,	66,644	-21,783	0,61982
84,	64,303	-23,636	0,72949
84,	61,784	-25,238	1,3077
84,	59,113	-26,573	1,1472
84,	56,319	-27,626	0,581
84,	53,432	-28,387	0,14729
84,	50,482	-28,846	-0,27162
84,	-43,404	-83,379	-8,5252e-004
84,	-17,039	-32,731	-0,48516
84,	-41,207	-79,158	-3,4107e-003
84,	-39,01	-74,938	-5,8165e-003
84,	-36,813	-70,717	-1,3597e-002
84,	-34,616	-66,496	-8,7754e-003
84,	-32,419	-62,276	-1,6283e-002
84,	-30,221	-58,055	-7,4705e-005
84,	-28,024	-53,834	-1,9582e-002
84,	-25,827	-49,613	-3,5118e-002
84,	-23,63	-45,393	4,2245e-002
84,	-21,433	-41,172	-1,6092e-002
84,	-19,236	-36,951	0,44304
84,	-43,404	83,379	-1,1193e-003
84,	-47,675	-81,013	2,6068e-003
84,	-51,817	-78,428	6,2448e-003
84,	-55,819	-75,632	6,0723e-003
84,	-59,671	-72,632	1,6426e-003
84,	-63,361	-69,436	2,4533e-003
84,	-66,881	-66,052	2,4746e-003
84,	-70,22	-62,491	2,3575e-003
84,	-73,37	-58,761	1,2827e-003
84,	-76,322	-54,872	1,4201e-003
84,	-79,068	-50,835	1,1679e-003
84,	-81,601	-46,661	1,2019e-003
84,	-83,914	-42,362	9,2151e-004
84,	-86,	-37,948	3,4602e-004
84,	-87,854	-33,431	8,3035e-004
84,	-89,471	-28,825	2,685e-004
84,	-90,847	-24,14	8,1475e-004
84,	-91,978	-19,391	1,7611e-004
84,	-92,861	-14,589	-1,2394e-004
84,	-93,493	-9,748	3,3033e-004
84,	-93,873	-4,8806	-3,1615e-004
84,	-94,	-7,6328e-014	8,0724e-004
84,	-93,873	4,8806	7,1093e-004
84,	-93,493	9,748	1,1523e-003
84,	-92,861	14,589	2,5748e-004
84,	-91,978	19,391	1,2916e-003
84,	-90,847	24,14	9,4398e-004
84,	-89,471	28,825	8,7533e-004
84,	-87,854	33,431	4,2354e-004
84,	-86,	37,948	-7,3604e-005
84,	-83,914	42,362	9,2432e-005
84,	-81,601	46,661	9,8381e-004
84,	-79,068	50,835	1,584e-003
84,	-76,322	54,872	2,8833e-003
84,	-73,37	58,761	1,5711e-003
84,	-70,22	62,491	3,6679e-003
84,	-66,881	66,052	3,4896e-003
84,	-63,361	69,436	6,1558e-003
84,	-59,671	72,632	1,9744e-003
84,	-55,819	75,632	1,6575e-003
84,	-51,817	78,428	1,3778e-003
84,	-47,675	81,013	2,4094e-003
84,	-17,039	32,731	-0,37145
84,	-41,207	79,158	-2,4524e-003
84,	-39,01	74,938	-6,2819e-003
84,	-36,813	70,717	-1,2223e-002
84,	-34,616	66,496	-1,0077e-002
84,	-32,419	62,276	-1,3628e-002
84,	-30,221	58,055	-1,2282e-002
84,	-28,024	53,834	-2,0703e-002
84,	-25,827	49,613	-1,4499e-002
84,	-23,63	45,393	-3,1058e-002
84,	-21,433	41,172	0,10672
84,	-19,236	36,951	0,10652
84,	5,3602	36,509	-8,1407e-002
84,	0,76119	36,892	-4,7696e-002
84,	-3,8497	36,699	-0,17466
84,	-8,4004	35,931	-0,23289
84,	-12,82	34,602	-0,35531
84,	51,858	29,682	-8,2075e-002
84,	47,208	30,364	-0,46053
84,	42,558	31,047	-0,81454
84,	37,909	31,73	-0,47416
84,	33,259	32,413	-2,825e-002
84,	28,609	33,095	-0,34876
84,	23,959	33,778	-0,24015
84,	19,31	34,461	-0,17832
84,	14,66	35,143	-0,17477
84,	10,01	35,826	-0,14263
84,	51,858	-29,682	-8,1904e-002
84,	56,483	-28,623	0,19771
84,	60,884	-26,849	0,91871
84,	64,95	-24,403	1,1552
84,	68,58	-21,346	0,77698
84,	71,682	-17,755	0,21339
84,	74,179	-13,72	3,5744e-002
84,	76,008	-9,3421	-8,1741e-003
84,	77,125	-4,7302	-9,2705e-003
84,	77,5	-1,7347e-015	-6,2656e-003
84,	77,125	4,7302	-1,4121e-002
84,	76,008	9,3421	-1,9041e-002
84,	74,179	13,72	-8,6641e-003
84,	71,682	17,755	7,9865e-002
84,	68,58	21,346	0,49131
84,	64,95	24,403	1,0989
84,	60,884	26,849	1,3762
84,	56,483	28,623	0,5108
84,	5,3602	-36,509	-4,0987e-002
84,	47,208	-30,364	-0,97873
84,	42,558	-31,047	-0,92115
84,	37,909	-31,73	-0,25314
84,	33,259	-32,413	9,5471e-002
84,	28,609	-33,095	-0,14048
84,	23,959	-33,778	-0,162
84,	19,31	-34,461	-0,11021
84,	14,66	-35,143	-0,19492
84,	10,01	-35,826	-0,12198
84,	-12,82	-34,602	-1,0944
84,	-8,4004	-35,931	-0,20614
84,	-3,8497	-36,699	-0,25544
84,	0,76119	-36,892	-9,108e-002
99,	-17,039	-32,731	-0,27347
94,	-17,039	-32,731	-0,70293
89,	-17,039	-32,731	-1,5042
89,	5,3602	-36,509	-0,87498
94,	5,3602	-36,509	-1,1764
99,	5,3602	-36,509	-0,89547
96,467	51,858	-29,682	0,65066
88,156	51,858	-29,682	-9,5281e-002
92,311	51,858	-29,682	0,51654
102,12	42,072	-31,119	1,2297
100,23	45,334	-30,64	1,1812
98,35	48,596	-30,161	0,91715
96,467	51,858	29,682	1,0704
88,156	51,858	29,682	0,76864
92,311	51,858	29,682	1,1171
87,	69,426	20,476	0,4791
88,637	66,388	23,308	1,0361
90,438	63,046	25,658	1,4959
92,365	59,469	27,509	1,0272
94,385	55,72	28,852	0,98051
87,	69,426	-20,476	0,89393
87,	72,244	-16,963	0,26218
87,	74,504	-13,069	8,6692e-003
87,	76,156	-8,8795	-1,3599e-002
87,	77,162	-4,4903	3,1035e-003
87,	77,5	0,	9,8664e-003
87,	77,162	4,4903	-1,3181e-004
87,	76,156	8,8795	-2,3769e-002
87,	74,504	13,069	-3,3951e-002
87,	72,244	16,963	5,69e-002
94,385	55,72	-28,852	0,45824
92,365	59,469	-27,509	0,56129
90,438	63,046	-25,658	0,96749
88,637	66,388	-23,308	1,1579
89,	5,3602	36,509	-0,9282
94,	5,3602	36,509	-1,2628
99,	5,3602	36,509	-0,94852
98,35	48,596	30,161	1,3119
100,23	45,334	30,64	1,4451
102,12	42,072	31,119	1,4686
89,	-17,039	32,731	-1,0023
94,	-17,039	32,731	-1,0861
99,	-17,039	32,731	-0,22033
89,	-43,404	83,379	-1,7242e-004
94,	-43,404	83,379	2,1032e-003
99,	-43,404	83,379	3,4542e-003
89,	-43,404	-83,379	5,0639e-004
94,	-43,404	-83,379	2,3074e-003
99,	-43,404	-83,379	2,9684e-003
89,	68,5	-18,52	-0,18361
89,	68,5	18,52	-0,32157
89,	68,5	-13,89	-0,76987
89,	68,5	-9,2601	-0,9219
89,	68,5	-4,6301	-1,013
89,	68,5	-1,7347e-015	-0,92704
89,	68,5	4,6301	-1,0178
89,	68,5	9,2601	-0,86851
89,	68,5	13,89	-0,75834
89,	71,191	14,924	3,9309e-002
89,	73,273	10,943	0,12146
89,	74,691	6,6805	0,17043
89,	75,41	2,2461	0,19535
89,	75,41	-2,2461	0,1201
89,	74,691	-6,6805	0,16778
89,	73,273	-10,943	8,1545e-002
89,	71,191	-14,924	-5,977e-002
88,862	68,74	19,348	-5,9401e-002
98,199	52,567	27,703	1,1301
96,157	56,104	26,948	0,78597
94,172	59,542	25,731	0,44095
92,272	62,832	24,054	0,25107
90,49	65,919	21,922	6,5701e-002
103,73	42,983	29,11	0,84077
101,89	46,178	28,641	1,7568
100,04	49,373	28,172	1,5926
103,73	42,983	-29,11	0,79564
103,73	42,983	-24,258	0,71876
103,73	42,983	-19,407	0,79217
103,73	42,983	-14,555	0,71736
103,73	42,983	-9,7034	0,74263
103,73	42,983	-4,8517	0,7827
103,73	42,983	-3,4694e-015	0,59458
103,73	42,983	4,8517	0,73573
103,73	42,983	9,7034	0,69736
103,73	42,983	14,555	0,84589
103,73	42,983	19,407	0,71425
103,73	42,983	24,258	0,77129
98,199	52,567	-27,703	0,81616
100,04	49,373	-28,172	1,2744
101,89	46,178	-28,641	1,4756
88,862	68,74	-19,348	9,8772e-002
90,49	65,919	-21,922	0,13313
92,272	62,832	-24,054	0,13908
94,172	59,542	-25,731	0,15236
96,157	56,104	-26,948	0,45333
97,649	52,448	-29,054	0,70043
97,649	52,448	29,054	1,0781
122,3	15,862	1,5	2,8333
121,27	15,136	0,96898	1,5748
122,41	17,119	0,96898	3,239
125,3	15,859	-1,837e-016	2,1564
124,55	14,56	-1,5	2,0123
123,8	13,261	0,	1,2742
124,55	14,56	1,5	1,7224
125,08	15,478	-1,0607	2,7043
124,02	13,641	-1,0607	1,0475
124,02	13,641	1,0607	1,4285
125,08	15,478	1,0607	2,8976
122,3	15,862	-1,5	3,3603
122,41	17,119	-0,96898	3,2903
121,27	15,136	-0,96898	1,5481
31,	41,983	27,919	-0,2261
31,	41,983	23,266	-0,15855
31,	41,983	18,613	-0,23699
31,	41,983	13,959	-4,2651e-002
31,	41,983	9,3063	-0,12395
31,	41,983	4,6531	0,1258
31,	41,983	-2,6021e-015	0,90805
31,	41,983	-4,6531	0,22087
31,	41,983	-9,3063	-0,16086
31,	41,983	-13,959	-0,10743
31,	41,983	-18,613	-0,11209
31,	41,983	-23,266	-0,14081
31,	41,983	-27,919	-0,26466
31,	12,528	-35,456	5,866e-002
31,	7,7495	-36,158	4,2652e-002
31,	-14,958	-33,732	-0,54196
31,	-10,631	-35,335	0,43388
31,	-6,1371	-36,386	0,4009
31,	-1,5473	-36,868	0,25068
31,	3,0667	-36,772	0,13427
31,	-18,137	-34,841	0,49743
31,	-18,137	34,841	0,41672
31,	3,0667	36,772	8,5857e-002
31,	-1,5473	36,868	0,15912
31,	-6,1371	36,386	0,40161
31,	-10,631	35,335	0,29064
31,	-14,958	33,732	-0,49418
31,	12,528	35,456	6,9534e-002
31,	7,7495	36,158	3,3543e-002
51,	49,533	-30,023	0,24862
51,	44,883	-30,706	0,25733
51,	54,192	-29,244	-9,0673e-002
51,	58,719	-27,823	-0,50365
51,	62,966	-25,706	-1,0296
51,	66,825	-22,946	-0,52451
51,	70,202	-19,612	-0,21538
51,	73,01	-15,787	-3,1027e-002
51,	75,18	-11,567	8,6584e-003
51,	76,658	-7,0583	9,1043e-003
51,	77,406	-2,3725	1,4352e-002
51,	77,406	2,3725	7,5503e-003
51,	76,658	7,0583	2,2499e-002
51,	75,18	11,567	1,6354e-002
51,	73,01	15,787	-5,565e-003
51,	70,202	19,612	-0,13429
51,	66,825	22,946	-0,39651
51,	62,966	25,706	-0,74028
51,	58,719	27,823	-0,82145
51,	54,192	29,244	-0,47792
51,	49,533	30,023	2,6762e-002
51,	44,883	30,706	0,30466
33,5	5,3602	-36,509	0,55182
33,5	-17,039	-32,731	-1,2522
48,922	51,858	-29,682	-0,11624
48,922	51,858	29,682	-0,81997
33,5	5,3602	36,509	0,58902
33,5	-17,039	32,731	-1,3556
46,	68,5	-16,205	0,45296
46,	68,5	16,205	0,43657
46,	69,918	16,776	0,10512
46,	69,918	-16,776	7,8961e-002
45,346	67,366	-20,69	3,4434e-002
31,268	42,983	-26,684	-0,7427
31,268	42,983	-21,833	-0,62443
31,268	42,983	-16,981	-0,66691
31,268	42,983	-12,129	-0,66297
31,268	42,983	-7,2775	-0,8117
31,268	42,983	-2,4258	-0,76933
31,268	42,983	2,4258	-0,86448
31,268	42,983	7,2775	-0,55857
31,268	42,983	12,129	-0,59351
31,268	42,983	16,981	-0,56494
31,268	42,983	21,833	-0,62908
31,268	42,983	26,684	-0,72311
45,346	67,366	20,69	0,16109
104,	41,983	27,919	4,894e-002
104,	41,983	23,266	0,27055
104,	41,983	18,613	0,27655
104,	41,983	13,959	0,35279
104,	41,983	9,3063	0,21697
104,	41,983	4,6531	1,6337e-002
104,	41,983	-2,6021e-015	-0,25349
104,	41,983	-4,6531	-9,9773e-002
104,	41,983	-9,3063	7,5672e-002
104,	41,983	-13,959	0,25797
104,	41,983	-18,613	0,27782
104,	41,983	-23,266	0,18196
104,	41,983	-27,919	0,2593
104,	12,528	35,456	-4,3219e-002
104,	7,7495	36,158	-3,7185e-002
104,	3,0667	36,772	-9,5317e-002
104,	-1,5473	36,868	-0,19592
104,	-6,1371	36,386	-0,47633
104,	-10,631	35,335	-0,21468
104,	-14,958	33,732	0,27582
104,	-18,137	34,841	-0,29451
104,	-18,137	-34,841	-0,48005
104,	-14,958	-33,732	0,74942
104,	-10,631	-35,335	-0,34519
104,	-6,1371	-36,386	-0,47677
104,	-1,5473	-36,868	-0,34815
104,	3,0667	-36,772	-0,17035
104,	12,528	-35,456	-1,8397e-002
104,	7,7495	-36,158	-8,2404e-002
84,	49,533	30,023	-0,33336
84,	44,883	30,706	-0,54024
84,	54,192	-29,244	9,6769e-002
84,	58,719	-27,823	0,20176
84,	62,966	-25,706	0,82165
84,	66,825	-22,946	0,74076
84,	70,202	-19,612	0,46646
84,	73,01	-15,787	7,0746e-002
84,	75,18	-11,567	-1,5426e-003
84,	76,658	-7,0583	-1,1041e-002
84,	77,406	-2,3725	-1,3248e-002
84,	77,406	2,3725	-1,0726e-002
84,	76,658	7,0583	-2,4242e-002
84,	75,18	11,567	-2,1376e-002
84,	73,01	15,787	5,5292e-003
84,	70,202	19,612	0,19087
84,	66,825	22,946	0,67068
84,	62,966	25,706	1,0978
84,	58,719	27,823	0,69711
84,	54,192	29,244	0,37718
84,	49,533	-30,023	-0,58953
84,	44,883	-30,706	-1,0905
101,5	-17,039	-32,731	1,2169
101,5	5,3602	-36,509	-0,54383
86,078	51,858	-29,682	-0,15908
86,078	51,858	29,682	0,47295
101,5	5,3602	36,509	-0,58569
101,5	-17,039	32,731	1,2673
89,	68,5	-16,205	-0,57455
89,	68,5	16,205	-0,49835
89,	69,918	16,776	-5,6245e-002
89,	69,918	-16,776	-0,10442
89,655	67,366	20,69	-7,2088e-002
103,73	42,983	-26,684	0,70783
103,73	42,983	-21,833	0,65737
103,73	42,983	-16,981	0,70333
103,73	42,983	-12,129	0,75071
103,73	42,983	-7,2775	0,68925
103,73	42,983	-2,4258	0,86817
103,73	42,983	2,4258	0,9566
103,73	42,983	7,2775	0,73916
103,73	42,983	12,129	0,71397
103,73	42,983	16,981	0,70786
103,73	42,983	21,833	0,71973
103,73	42,983	26,684	0,83971
89,655	67,366	-20,69	0,17839
95,555	56,161	28,215	0,85378
93,521	59,765	26,889	0,72442
91,581	63,201	25,082	0,72362
89,883	66,158	23,036	0,48727
89,338	67,17	22,163	0,38533
89,299	67,283	-22,035	0,61678
90,659	64,832	-24,005	0,67333
92,543	61,498	-26,05	0,5124
94,535	57,969	-27,617	0,36321
95,724	55,907	-28,265	0,45513
40,465	57,969	27,617	-0,78325
39,276	55,907	28,265	-0,80889
42,457	61,498	26,05	-0,60859
44,341	64,832	24,005	-0,32775
45,701	67,283	22,035	-9,3702e-002
45,117	66,158	-23,036	-0,47449
45,662	67,17	-22,163	-0,34723
43,419	63,201	-25,082	-0,52287
41,479	59,765	-26,889	-0,46004
39,445	56,161	-28,215	-0,51963
88,417	71,946	16,352	6,8594e-002
88,602	71,434	-16,724	9,5106e-002
88,48	75,365	9,202	2,4935e-002
88,509	76,322	5,3437	5,1404e-002
88,415	76,914	7,056e-002	3,8793e-002
88,471	76,404	-5,1255	5,6674e-002
88,416	75,288	-9,6384	4,0211e-002
88,469	73,403	-13,817	8,1283e-002
46,398	71,434	16,724	-2,1897e-002
46,465	72,128	-15,84	-6,3156e-002
46,53	73,416	13,788	-3,2901e-002
46,56	75,268	9,6229	-2,5925e-002
46,512	76,383	5,1398	-3,1607e-002
46,585	76,914	-7,056e-002	-3,7961e-002
46,506	76,329	-5,3948	-4,0196e-002
