X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
88,985	-77,096	-23,153	1,6873
89,728	-78,359	-15,821	1,8495
88,051	-81,633	-20,569	1,2541
87,738	-82,431	-16,27	1,2961
86,789	-71,55	-16,54	2,6562
89,471	-72,912	-19,054	2,4003
90,29	-47,326	-1,0209	5,7819
87,85	-44,212	-2,7073	6,0103
84,	-2,9475	21,73	12,257
87,534	2,763	20,78	10,581
86,449	-1,0425	23,376	11,062
87,125	-21,451	34,438	5,819
87,542	-23,183	31,526	10,612
86,868	-26,414	31,206	9,0028
86,836	-7,8594	22,731	11,163
86,449	-4,348	23,693	11,097
85,725	27,359	-24,733	13,298
86,828	24,541	-26,03	12,404
85,645	24,491	-22,557	14,533
87,499	20,536	-24,912	11,96
87,699	3,5013	8,8012	11,054
87,151	-2,3304	11,273	10,817
84,	-88,005	-10,687	0,69229
88,051	-86,654	-19,647	0,64663
87,738	-87,452	-15,348	0,68857
87,911	-80,607	36,828	0,52899
86,256	-78,618	43,302	0,30982
86,577	-79,471	40,156	0,44326
85,056	-81,323	38,673	0,33487
89,588	-64,728	22,112	3,2397
89,112	-69,379	18,831	2,8357
89,346	-70,342	25,884	2,3591
86,647	-72,634	22,46	2,2699
84,	-60,947	-9,6428	4,0754
86,607	-60,452	-7,5016	4,217
85,891	24,228	20,66	14,66
86,75	21,403	23,046	13,453
86,037	25,04	23,162	14,022
87,593	13,101	-5,1029	14,869
85,728	16,234	-7,0006	17,491
85,795	15,769	-3,4082	17,576
84,	-32,668	-28,088	7,1601
84,	-34,47	-21,998	7,4862
89,204	-25,867	-21,288	7,9065
88,579	-30,578	-20,323	7,7305
86,952	-34,733	-22,433	7,3955
87,705	-29,275	-24,862	8,2916
84,	-37,327	-27,617	6,2478
90,268	-36,68	-33,329	5,6504
86,952	-37,59	-28,052	6,1571
87,377	-34,163	-35,938	5,1917
87,705	-32,131	-30,481	7,0532
84,	-42,811	-21,558	6,0236
86,952	-39,393	-21,962	6,4832
84,	-19,748	9,0004	10,318
87,542	-18,404	10,283	9,1833
87,542	-19,	7,3849	9,2036
89,412	-45,866	55,557	1,097
87,117	-41,811	58,988	0,77662
88,974	-46,15	61,652	0,65033
84,	17,977	12,204	20,23
86,032	17,201	8,0248	17,535
86,358	16,983	11,053	16,849
84,905	18,13	10,512	20,709
86,825	-59,585	-13,004	4,2082
86,789	-64,075	-14,015	3,6375
86,607	-62,016	-10,502	3,9814
90,618	-46,302	-22,328	5,4726
88,175	-47,35	-18,095	5,5293
86,952	-43,074	-21,993	5,9329
84,	-71,965	-51,694	0,28907
88,746	-72,168	-47,486	0,61978
86,804	-76,105	-47,617	0,24905
86,353	-73,778	-51,591	0,16598
89,358	-58,897	-44,903	1,813
89,095	-63,343	-38,043	2,1766
88,746	-66,128	-44,13	1,3984
84,	-65,595	-53,081	0,63785
88,277	-66,896	-54,844	0,4246
85,619	-69,253	-56,419	0,16008
86,353	-70,972	-54,176	0,19253
89,849	-88,043	-6,096	0,7914
86,897	-88,782	-3,4136	0,70365
87,738	-87,954	-10,186	0,71872
89,346	-52,778	-62,241	0,46476
88,004	-54,486	-67,971	0,14607
86,456	-59,711	-63,814	0,15957
85,446	-57,761	-66,785	8,3666e-002
88,377	-57,706	-66,652	8,8819e-002
86,059	4,0427	-20,66	11,498
86,358	17,812	13,049	16,503
85,335	20,096	14,329	17,541
84,905	18,959	12,509	20,363
88,277	-63,332	-53,646	0,74682
51,	-69,289	-5,5873	3,1462
51,	-72,794	-13,606	2,5746
51,	-73,442	-8,2299	2,612
51,	-67,635	-14,987	3,1454
51,	-65,211	-5,846	3,6299
51,	-65,032	-11,93	3,5623
46,069	-67,947	-4,8015	3,3561
45,245	-64,575	-8,9923	3,7437
44,926	-71,386	-12,28	2,8201
45,249	-65,264	-14,086	3,5024
46,918	-71,957	-8,669	2,8211
51,	-39,81	11,63	6,7152
51,	-44,275	9,8215	5,9956
51,	-47,981	12,36	5,5599
51,	-39,985	16,13	6,6343
51,	-44,487	18,301	5,8233
51,	-47,763	16,41	5,4851
46,466	-42,699	11,898	6,1302
47,996	-44,705	17,376	5,85
51,	-21,65	3,1397	10,044
51,	-17,009	6,073	10,59
51,	-12,986	1,9704	10,963
51,	-19,978	-1,2702	10,369
51,	-14,177	-0,82099	10,887
46,492	-19,536	1,0351	8,9488
47,258	-12,718	-1,2629	9,6634
47,515	-12,25	5,0291	9,7691
51,	-43,412	-34,605	4,4255
51,	-48,432	-34,835	3,973
51,	-40,7	-29,89	5,761
51,	-50,637	-30,925	4,2055
51,	-44,573	-27,994	5,2578
51,	-48,04	-28,339	4,7417
45,704	-44,391	-31,334	4,8815
48,089	-47,487	-29,167	4,7589
51,	-63,966	36,567	2,2511
51,	-54,922	40,402	2,5656
51,	-61,693	32,432	2,8005
51,	-54,917	35,641	3,2427
51,	-58,806	41,401	2,216
51,	-58,003	33,294	3,1426
51,	-60,91	39,673	2,2489
47,065	-56,379	37,516	2,8511
45,477	-62,74	35,662	2,4508
47,273	-57,321	31,586	3,3769
48,374	-60,652	39,421	2,2962
51,	5,1762	-5,3178	13,635
51,	-3,8285	-7,6886	11,955
51,	0,48735	-8,988	12,425
51,	3,0594	-1,9953	12,955
51,	-1,1695	-3,9035	12,251
51,	3,7831	-7,755	13,026
47,258	-3,3265	-4,7494	10,626
47,361	1,8442	-6,2418	11,013
51,	-1,8895	22,531	11,936
51,	1,443	16,647	12,539
51,	-6,045	22,133	12,287
51,	-6,5065	17,738	11,809
51,	-4,9154	13,92	11,808
51,	0,52571	20,	12,24
51,	-0,75616	13,768	12,366
47,276	-3,0207	20,258	10,54
48,14	2,6163	18,042	11,117
51,	-70,904	20,619	2,5519
51,	-74,401	16,796	2,2741
51,	-63,017	16,114	3,6824
51,	-65,887	22,5	3,0172
51,	-65,019	12,21	3,5342
51,	-70,741	12,697	2,8349
51,	-62,927	19,784	3,5307
45,057	-68,639	20,69	2,8307
45,983	-67,759	13,996	3,2133
45,378	-73,771	15,845	2,4064
47,901	-64,936	17,934	3,4098
51,	-49,738	-4,0965	5,4071
51,	-46,704	-13,809	5,6584
51,	-51,676	-7,9857	5,1777
51,	-42,891	-11,79	6,229
51,	-49,98	-11,504	5,3134
51,	-45,112	-5,3942	5,9273
51,	-42,162	-8,1313	6,425
46,395	-48,361	-11,672	5,5581
46,863	-43,084	-5,3676	6,054
45,196	-44,257	-9,6917	5,9809
47,798	-49,346	-6,957	5,5158
47,644	-46,857	-3,7344	5,7771
51,	-53,476	-51,711	1,3434
51,	-53,878	-43,368	2,4155
51,	-62,188	-50,825	1,0512
51,	-58,907	-43,391	1,974
51,	-58,809	-53,815	1,0054
51,	-51,057	-47,176	1,9644
51,	-63,706	-46,391	1,2976
45,936	-57,332	-42,673	2,1942
44,489	-57,504	-47,868	1,6057
45,593	-50,92	-47,494	1,9162
45,758	-55,642	-54,115	1,1048
47,617	-60,457	-49,487	1,2797
51,	-33,764	-24,299	7,3573
51,	-28,772	-22,71	8,5251
51,	-35,565	-17,393	7,3281
51,	-28,572	-18,279	8,5624
51,	-37,638	-22,403	6,8541
51,	-32,28	-16,676	7,9382
46,393	-35,481	-20,292	7,1977
46,934	-30,687	-24,006	7,9225
46,843	-27,387	-20,419	7,8886
47,592	-31,765	-17,668	7,5632
51,	-59,912	-25,135	3,6005
51,	-68,388	-32,691	2,1364
51,	-67,918	-28,205	2,4846
51,	-62,016	-33,629	2,6647
51,	-64,725	-24,09	3,0771
51,	-59,192	-29,696	3,3386
45,034	-63,463	-28,538	2,9808
45,936	-60,441	-32,911	2,8848
47,974	-65,785	-32,586	2,4199
51,	-37,53	36,972	4,8587
51,	-41,746	44,292	2,8579
51,	-46,192	41,154	3,2247
51,	-36,857	41,147	3,3131
51,	-46,187	36,393	3,9018
51,	-43,353	34,018	4,525
45,369	-38,857	42,644	3,0503
47,065	-47,649	38,269	3,5102
43,919	-41,641	35,98	4,4126
46,467	-35,925	38,464	4,1991
47,707	-39,294	33,009	5,234
44,244	-43,925	41,313	3,2883
47,861	-44,618	33,216	4,4328
51,	-48,069	58,365	0,83532
51,	-46,822	52,191	1,4315
51,	-51,268	49,053	1,7982
51,	-56,491	56,678	0,77828
51,	-55,152	50,052	1,4487
51,	-52,362	57,851	0,82652
51,	-56,371	53,097	1,079
45,504	-49,043	55,004	1,1222
46,442	-54,917	52,578	1,2135
47,316	-52,961	58,532	0,7902
51,	-12,995	-15,528	11,035
51,	-8,2535	-14,366	11,589
51,	-11,88	-20,479	10,789
51,	-3,9377	-15,665	12,059
51,	-7,8534	-24,311	12,396
51,	-2,5217	-19,657	12,144
51,	-4,5632	-22,146	11,956
47,481	-4,2217	-19,154	10,483
47,222	-8,8038	-20,203	10,408
51,	11,198	-15,203	14,903
51,	8,3902	-18,369	13,256
51,	2,9563	-13,88	12,74
51,	4,3723	-17,871	12,825
51,	6,2521	-12,647	13,341
51,	9,6446	-12,994	14,588
47,361	4,3132	-11,133	11,328
47,946	8,8832	-14,495	11,961
47,481	2,6723	-17,368	11,164
48,43	6,7754	-20,708	11,178
51,	10,523	11,237	14,902
51,	11,377	17,857	14,373
51,	8,9605	14,753	14,08
51,	15,242	16,901	15,492
51,	13,936	10,938	17,257
51,	15,065	14,1	17,563
48,769	14,039	15,238	13,742
48,309	13,141	11,411	13,91
48,14	10,134	16,148	12,658
51,	-21,408	21,136	9,523
51,	-17,039	16,365	10,218
51,	-13,271	24,026	11,183
51,	-13,733	19,632	10,705
51,	-20,068	24,648	9,8923
48,782	-17,1	24,286	9,8153
46,481	-15,937	19,273	8,7277
46,969	-21,854	23,906	9,2019
44,222	-19,742	21,85	8,5375
51,	-54,543	-3,3785	4,8661
51,	-57,562	3,9244	4,5259
51,	-48,571	2,9547	5,5474
51,	-52,278	5,4936	5,1117
51,	-57,002	-0,37659	4,6142
51,	-47,979	-0,78691	5,6156
45,567	-54,312	3,2529	4,9897
47,798	-52,213	-2,3497	5,2042
47,644	-49,724	0,87288	5,4655
51,	-30,813	2,4871	8,477
51,	-21,68	7,9769	9,9448
51,	-30,966	7,0292	8,419
51,	-26,322	8,6804	9,3094
51,	-24,65	0,63377	9,7247
45,434	-28,693	4,0897	8,068
46,492	-24,208	2,939	8,3041
47,476	-28,018	7,8994	8,3408
48,426	-27,765	0,85583	8,5858
51,	-34,842	-38,242	4,4755
51,	-45,752	-38,349	3,6742
51,	-38,021	-33,404	5,4622
51,	-36,895	-42,302	3,1043
51,	-42,931	-42,157	3,2231
45,704	-41,712	-34,848	4,5827
45,593	-42,794	-42,475	3,175
44,345	-35,962	-39,678	3,6989
51,	-36,223	30,414	6,0374
51,	-32,718	39,668	4,175
51,	-39,214	32,539	5,3869
51,	-32,074	31,182	6,9917
51,	-29,248	35,796	6,1507
46,467	-31,786	36,985	5,061
47,707	-35,155	31,53	6,0959
51,	-82,245	-3,3433	1,5447
51,	-86,446	-5,3468	0,97319
51,	-86,214	3,62	1,0202
51,	-82,695	0,55008	1,5004
48,161	-88,407	0,5363	0,76111
47,924	-85,367	2,5683	1,1596
49,531	-88,359	-2,0433	0,75989
48,899	-85,053	-1,2706	1,2092
51,	7,0344	11,745	13,745
51,	6,4561	4,9876	13,932
51,	10,646	4,6834	15,999
51,	12,01	7,9296	16,921
51,	4,8353	8,8656	13,572
47,128	6,5397	7,489	12,1
48,056	10,371	3,0158	13,481
48,309	11,215	8,4029	13,575
48,14	8,2077	13,14	12,323
51,	-21,408	15,68	9,7951
51,	-24,438	23,963	9,4692
51,	-28,267	23,661	8,6813
51,	-26,05	16,384	9,1597
51,	-30,868	19,233	8,1884
45,243	-25,761	18,072	8,0009
46,481	-20,306	18,588	8,3045
46,969	-26,224	23,221	8,7787
47,476	-27,746	15,603	8,1911
44,222	-24,112	21,165	8,1143
51,	-51,637	-60,694	0,65015
51,	-44,043	-55,306	1,0405
51,	-55,302	-57,369	0,73974
51,	-47,55	-50,729	1,6987
51,	-47,737	-57,84	0,85559
45,593	-47,412	-51,047	1,6505
45,758	-52,134	-57,669	0,83913
47,827	-45,712	-58,462	0,84666
51,	7,8881	18,365	13,216
51,	14,169	20,513	14,627
51,	8,6868	25,722	12,28
51,	12,735	24,639	13,377
51,	6,9708	21,718	12,917
46,065	14,72	22,517	9,4099
47,415	7,9209	25,371	10,305
48,769	12,967	18,85	12,878
48,14	9,0614	19,76	11,794
46,564	12,633	25,648	9,4901
51,	-66,036	3,2958	3,5609
51,	-71,758	3,7833	2,8616
51,	-73,707	-3,3891	2,6312
51,	-65,476	-1,0052	3,6491
51,	-74,158	0,50425	2,5869
46,069	-68,212	3,9307e-002	3,3752
44,791	-73,44	-0,39201	2,7189
46,918	-72,222	-3,8282	2,8402
51,	-51,58	-20,275	4,9044
51,	-61,435	-20,591	3,6871
51,	-55,903	-26,197	3,9487
51,	-54,856	-17,97	4,5593
51,	-58,831	-17,534	4,104
51,	-53,306	-23,611	4,4848
46,395	-53,236	-18,139	4,8041
45,249	-59,063	-19,69	4,0441
44,308	-54,858	-23,503	4,3182
45,034	-60,174	-25,039	3,5909
48,089	-52,753	-24,439	4,502
51,	-74,599	-22,28	2,0004
51,	-77,213	-11,408	2,0595
51,	-71,406	-18,165	2,5929
51,	-81,413	-13,412	1,4881
51,	-79,878	-21,472	1,4218
51,	-81,315	-17,576	1,3951
44,926	-75,156	-15,459	2,2676
47,2	-81,678	-15,43	1,4204
45,739	-76,671	-22,043	1,7908
47,963	-81,117	-19,81	1,3465
46,918	-75,727	-11,847	2,2686
51,	-71,545	30,173	1,9078
51,	-77,786	20,334	1,7141
51,	-69,272	26,038	2,4572
51,	-76,676	29,437	1,4134
51,	-78,429	24,152	1,4897
45,057	-72,024	24,228	2,2707
48,014	-78,16	28,266	1,3223
45,21	-79,241	24,998	1,3572
45,378	-77,156	19,382	1,8464
47,32	-79,783	22,087	1,4114
51,	-23,592	-10,089	9,5834
51,	-31,771	-4,1418	8,2664
51,	-26,582	-12,432	9,093
51,	-25,609	-5,9951	9,5141
51,	-30,29	-10,828	8,4688
51,	-32,846	-7,8865	8,0548
44,928	-28,717	-9,0782	7,807
47,592	-29,776	-11,82	8,0938
48,426	-28,724	-5,7731	8,3752
51,	-51,016	30,444	4,1599
51,	-48,182	28,068	4,7831
51,	-48,145	24,455	5,0839
51,	-51,422	22,563	4,7457
51,	-54,102	28,097	4,0598
51,	-54,831	24,519	4,2312
47,273	-53,42	26,389	4,2941
47,861	-49,447	27,266	4,691
51,	-67,763	41,428	1,469
51,	-62,603	46,262	1,4339
51,	-71,33	44,	0,91788
51,	-70,748	47,884	0,68889
51,	-64,707	44,534	1,4667
51,	-67,891	50,45	0,7215
51,	-63,823	49,307	1,0643
46,442	-62,369	48,788	1,1988
47,522	-67,505	51,219	0,69277
45,499	-68,182	46,294	1,0339
48,374	-64,45	44,282	1,5141
47,839	-71,046	47,562	0,68753
51,	16,585	-28,177	13,372
51,	18,763	-24,209	14,936
51,	21,634	-25,682	15,185
48,005	19,54	-30,867	10,579
45,959	19,808	-25,746	9,5554
48,615	15,496	-29,051	11,233
48,739	22,724	-27,77	11,924
48,404	16,979	-25,036	11,986
45,373	17,342	-28,518	8,9435
51,	-14,202	-10,802	10,743
51,	-17,828	-16,915	9,9425
51,	-21,934	-14,307	9,6982
51,	-20,961	-7,8703	10,119
51,	-15,16	-7,4211	10,637
44,928	-24,069	-10,953	8,4122
43,203	-15,886	-12,837	7,538
46,492	-20,518	-5,565	8,6987
47,258	-13,7	-7,863	9,4133
46,843	-20,749	-16,447	9,0243
47,592	-25,128	-13,696	8,699
48,426	-24,076	-7,6482	8,9804
47,222	-14,752	-16,639	9,5621
51,	7,6157	-24,642	12,311
51,	9,5061	-28,542	11,951
51,	3,5978	-24,144	11,88
51,	1,5563	-26,633	11,692
51,	2,5717	-29,759	10,781
48,615	8,4173	-29,416	9,8117
48,43	6,0009	-26,98	10,232
51,	-73,104	-32,261	1,6305
51,	-67,203	-37,686	1,8106
51,	-77,061	-35,962	0,96291
51,	-72,002	-40,686	1,1342
51,	-75,221	-39,563	0,91693
47,23	-75,597	-37,479	1,0289
47,974	-70,971	-36,642	1,5658
51,	0,75416	3,1093	12,633
51,	-5,9001	3,5884	11,603
51,	-5,0259	7,1394	11,715
51,	-3,4747	1,2011	11,928
51,	-0,86664	6,9873	12,273
47,128	0,83777	5,6108	10,801
47,515	-5,1639	6,6472	10,409
51,	6,4319	-1,5757	13,976
51,	10,622	-1,8799	16,044
51,	7,1557	-7,3354	14,047
51,	10,548	-7,6834	15,294
51,	11,695	-5,5424	17,033
47,361	5,2168	-5,8222	12,034
47,946	9,7868	-9,184	12,668
48,056	10,347	-3,5475	13,526
51,	-66,528	32,054	2,373
51,	-73,932	35,454	1,3293
51,	-72,369	38,761	1,2725
51,	-65,746	39,294	1,8214
45,499	-69,221	41,055	1,3885
45,477	-67,576	35,284	2,0233
47,529	-73,655	38,735	1,1463
45,057	-69,28	30,244	2,1865
48,014	-75,416	34,282	1,2381
48,374	-65,488	39,043	1,8687
51,	-5,1448	-10,939	11,767
51,	-6,8016	-5,8548	11,593
51,	-10,418	-6,2588	11,191
47,258	-8,9586	-6,7007	9,9674
47,481	-5,4288	-14,428	10,191
47,222	-10,011	-15,477	10,116
51,	-77,623	12,412	1,997
51,	-83,541	12,203	1,2422
51,	-81,925	20,329	1,2119
45,378	-80,653	15,559	1,5685
47,32	-83,279	18,264	1,1336
48,365	-85,108	14,646	0,99758
47,924	-82,693	11,151	1,3816
49,576	-84,653	17,63	0,97281
51,	-35,456	4,4726	7,4966
51,	-39,92	2,6646	6,777
51,	-29,141	-1,9228	8,8023
51,	-39,328	-1,077	6,8452
51,	-36,378	-3,8142	7,343
45,434	-33,183	1,5331	7,1456
46,466	-38,344	4,7415	6,9115
46,863	-37,3	-1,0504	6,972
48,426	-32,256	-1,7007	7,6634
51,	2,9381	28,502	11,384
51,	-5,3486	26,631	12,068
51,	1,2221	24,499	12,021
51,	-3,3094	29,499	11,15
48,028	-5,2215	28,982	10,582
48,658	-1,3256	30,017	9,4688
47,415	2,1721	28,151	9,4087
47,276	-2,3243	24,756	10,322
51,	-60,517	11,243	4,1046
51,	-55,233	12,812	4,6903
51,	-55,015	16,861	4,6156
51,	-58,425	18,817	4,101
47,273	-57,014	20,687	4,164
45,176	-55,321	15,991	4,6529
45,983	-63,257	13,029	3,7837
45,567	-57,267	10,571	4,5683
47,901	-60,434	16,966	3,9801
51,	-13,016	6,8076	10,864
51,	-13,733	14,177	10,977
51,	-12,142	10,358	10,977
51,	-21,68	11,614	9,8549
45,243	-21,392	13,302	8,6961
46,481	-15,937	13,817	8,9997
46,492	-19,566	5,8723	8,8496
47,515	-12,28	9,8663	9,6699
42,4	-16,378	8,8448	7,219
47,476	-23,376	10,833	8,8863
51,	-42,724	-16,895	6,1687
51,	-49,813	-16,609	5,2531
51,	-44,797	-21,905	5,6947
51,	-48,263	-22,25	5,1786
46,395	-48,194	-16,777	5,4979
46,393	-42,64	-19,794	6,0383
48,089	-47,71	-23,078	5,1958
51,	12,846	-18,052	14,916
51,	16,916	-17,984	16,12
51,	14,101	-12,677	16,248
47,946	13,339	-14,178	13,622
48,742	18,114	-15,459	14,341
49,054	16,873	-11,928	15,679
48,404	15,131	-18,811	13,17
51,	-58,94	-4,2658	4,3848
51,	-54,785	-10,786	4,7724
51,	-58,76	-10,35	4,3171
45,245	-58,304	-7,4121	4,4985
47,798	-54,151	-6,2389	4,9749
51,	-43,07	56,308	1,1229
51,	-48,421	66,088	0,29928
51,	-40,296	60,454	0,60213
51,	-44,707	67,483	0,33188
51,	-48,61	61,969	0,51799
47,073	-44,912	65,348	0,41831
45,504	-45,291	59,122	0,81368
47,911	-40,524	60,46	0,63096
47,316	-49,209	62,649	0,48167
51,	-46,268	46,996	2,0858
51,	-36,933	46,988	2,1742
51,	-39,048	54,279	1,1983
51,	-37,55	50,933	1,4337
45,504	-44,044	52,947	1,4098
47,911	-39,276	54,286	1,2271
45,369	-38,933	48,486	1,9114
48,773	-36,461	49,769	1,5368
44,244	-44,001	47,154	2,1494
51,	-42,046	27,46	5,7037
51,	-34,906	26,104	7,3085
51,	-37,506	21,675	6,8155
51,	-42,009	23,847	6,0045
47,996	-42,226	22,922	6,0312
47,707	-37,987	26,451	6,4127
47,861	-43,31	26,658	5,6116
51,	-56,97	-62,799	0,31217
51,	-47,883	-66,826	0,27309
51,	-50,436	-69,731	0,14227
51,	-49,406	-63,27	0,42802
45,758	-53,803	-63,099	0,41156
47,827	-47,38	-63,892	0,41909
48,446	-56,35	-67,042	9,459e-002
48,602	-52,441	-69,033	0,14022
51,	-50,709	39,097	3,1297
51,	-54,598	44,857	2,103
45,504	-48,49	49,81	1,7766
46,442	-54,364	47,383	1,8679
47,065	-52,171	40,973	2,7381
44,244	-48,448	44,016	2,5161
51,	-32,131	-33,527	5,811
51,	-31,005	-42,425	3,4532
51,	-27,433	-35,319	6,7977
47,875	-24,231	-37,922	2,6911
45,704	-35,822	-34,971	4,9315
46,934	-29,054	-33,233	6,3762
44,345	-30,072	-39,8	4,0477
48,596	-25,133	-34,842	8,6535
49,048	-28,346	-41,296	3,3449
45,467	-26,613	-36,446	6,0824
51,	-60,566	28,781	3,2645
51,	-61,295	25,203	3,4359
45,477	-65,302	31,149	2,5727
47,273	-59,884	27,073	3,4988
45,057	-67,007	26,109	2,7359
47,901	-63,305	23,352	3,315
51,	-40,074	7,2067	6,7189
51,	-30,966	10,666	8,329
51,	-35,784	13,515	7,3577
45,434	-33,336	6,0752	7,0876
46,466	-38,498	9,2837	6,8535
47,476	-32,661	9,885	7,3604
51,	-35,587	-50,916	1,5426
51,	-41,623	-50,771	1,6614
51,	-41,811	-57,881	0,81835
45,593	-41,486	-51,089	1,6133
47,854	-35,831	-54,22	1,0164
47,827	-39,786	-58,503	0,80942
51,	4,5545	18,615	12,624
51,	3,2727	12,382	12,75
48,14	6,6451	16,657	11,501
51,	20,606	22,652	15,594
51,	19,171	26,778	14,343
51,	26,23	27,03	15,126
48,005	21,454	30,073	11,162
46,065	21,157	24,657	10,376
48,659	25,591	25,544	12,464
48,853	22,4	21,212	13,753
48,435	25,05	22,509	12,407
46,564	19,069	27,787	10,457
49,136	25,606	27,904	12,749
46,494	22,832	27,593	10,32
51,	-69,44	-23,661	2,5712
51,	-77,912	-26,968	1,4001
51,	-76,59	-31,476	1,3111
45,739	-74,705	-27,539	1,7692
45,034	-68,179	-28,109	2,475
47,23	-75,127	-32,994	1,3771
47,974	-70,5	-32,157	1,914
51,	-68,241	7,8256	3,2571
51,	-57,235	8,9072	4,5422
51,	-61,959	3,037	4,0446
45,983	-65,259	9,1245	3,6355
45,567	-59,269	6,6666	4,4202
46,069	-64,694	4,0816	3,7708
51,	-79,881	8,104	1,803
51,	-76,362	5,0341	2,2831
45,983	-70,981	9,612	2,9362
45,378	-76,993	11,461	2,1293
46,069	-70,416	4,5691	3,0715
44,791	-75,645	4,1378	2,4151
47,924	-79,033	7,0523	1,9424
51,	-21,019	-23,688	9,4148
51,	-12,687	-25,698	11,304
51,	-20,818	-19,257	9,4521
48,596	-19,013	-26,593	11,09
47,386	-15,425	-24,954	10,276
46,843	-19,634	-21,397	8,7782
47,222	-13,637	-21,59	9,316
51,	-55,801	-38,602	2,7803
51,	-47,951	-42,387	2,7707
51,	-52,977	-34,669	3,4543
45,704	-46,732	-35,078	4,1303
45,936	-54,226	-37,884	3,0005
45,593	-47,814	-42,705	2,7225
48,089	-49,827	-32,911	4,0076
51,	-30,317	-27,1	7,9654
51,	-39,183	-26,793	6,2944
51,	-30,612	-30,481	7,7844
46,393	-37,026	-24,682	6,6381
45,704	-39,001	-30,133	5,9182
46,934	-32,233	-28,395	7,3629
51,	-48,244	7,9375	5,5636
51,	-43,946	1,657	6,0676
46,466	-42,962	7,4756	6,1339
46,863	-41,917	1,6836	6,1944
47,644	-45,69	3,3168	5,9175
51,	-64,014	-56,483	0,44748
51,	-68,911	-49,059	0,73967
48,45	-68,692	-55,662	0,24954
47,881	-66,266	-57,45	0,28276
47,662	-70,3	-52,757	0,33825
47,617	-65,662	-52,155	0,72174
51,	-57,031	60,282	0,46095
51,	-65,109	56,671	0,37067
51,	-59,958	62,353	0,25272
51,	-61,041	55,527	0,71346
45,091	-61,844	60,861	0,26514
46,442	-59,587	55,009	0,84794
48,672	-63,277	60,918	0,19491
47,522	-64,723	57,44	0,34194
47,316	-57,63	60,963	0,42463
51,	-82,061	-8,0352	1,5255
51,	-78,311	-2,1384	2,0527
47,208	-83,306	-6,0411	1,398
47,2	-82,326	-10,054	1,4578
44,387	-80,574	-7,7447	1,7453
46,918	-76,375	-6,4708	2,306
48,899	-80,669	-3,9591	1,7615
51,	11,929	-25,118	12,909
51,	6,0209	-20,72	12,838
51,	14,108	-21,15	14,473
47,946	10,532	-17,344	11,974
48,404	12,323	-21,977	11,523
48,43	8,424	-23,556	11,19
51,	0,58701	-16,231	12,322
51,	2,4668	-11,006	12,838
47,258	-4,6428	-8,	10,438
47,361	0,52795	-9,4924	10,825
47,481	-1,113	-15,727	10,661
51,	16,6	23,683	14,495
51,	17,857	16,756	17,818
46,065	18,585	21,562	10,528
48,769	16,832	17,894	13,996
48,853	19,828	18,117	13,904
51,	8,5049	1,4426	15,364
51,	8,6225e-002	-0,16147	12,593
51,	2,6943	5,6247	12,937
47,128	4,3987	4,2482	11,465
47,361	3,1	-2,4998	11,355
48,056	8,2303	-0,22501	12,846
51,	-25,124	-21,08	9,1705
51,	-25,619	-28,892	8,9522
46,934	-27,24	-26,806	8,5306
48,596	-23,319	-28,415	10,808
46,843	-23,94	-23,22	8,4966
51,	-40,984	-19,886	6,2652
51,	-35,626	-14,159	7,3494
51,	-38,182	-11,217	6,9353
46,395	-44,381	-14,759	6,0684
46,393	-38,827	-17,775	6,6089
45,196	-40,277	-12,778	6,4912
47,592	-35,111	-15,151	6,9743
51,	-58,006	-34,691	3,0128
51,	-65,63	-41,625	1,6625
45,936	-59,255	-37,906	2,559
47,974	-64,599	-37,581	2,0941
47,617	-62,38	-44,721	1,6446
51,	-8,1192	6,2558	11,35
51,	-6,5681	0,31763	11,563
51,	-10,185	-8,6413e-002	11,161
47,258	-8,725	-0,52828	9,9376
47,515	-8,2572	5,7637	10,043
45,758	-57,467	-59,774	0,50115
47,881	-62,887	-60,44	0,23704
48,446	-60,014	-63,717	0,18418
47,617	-62,282	-55,145	0,67601
51,	14,059	4,3846	18,354
51,	13,768	-2,5241	18,421
48,627	15,793	1,1402	14,917
48,056	12,42	-0,52917	14,914
48,309	13,264	4,8579	15,008
49,99	15,239	2,0881	18,853
50,108	15,153	-0,17979	19,563
51,	-63,643	-16,489	3,5806
44,926	-69,998	-16,839	2,8384
45,249	-63,875	-18,646	3,5207
45,739	-71,512	-23,424	2,3617
45,034	-64,986	-23,994	3,0675
51,	-39,094	-46,34	2,2008
45,593	-38,957	-46,658	2,1527
44,345	-32,125	-43,861	2,6766
47,854	-33,301	-49,789	1,5558
49,048	-30,399	-45,356	1,9738
51,	-5,3702	-27,365	12,472
51,	-4,3548	-30,491	11,56
47,386	-11,399	-28,786	11,884
46,77	-6,7466	-30,282	10,222
49,405	-6,21	-31,34	10,538
47,222	-9,6108	-25,422	10,924
45,593	-44,993	-46,512	2,2715
51,	-48,811	71,089	0,10437
51,	-52,714	65,575	0,29048
51,	-55,641	67,646	8,2257e-002
47,073	-49,016	68,954	0,1908
47,785	-51,6	71,87	4,7768e-002
47,316	-53,313	66,256	0,25416
47,83	-54,607	69,88	2,651e-002
49,722	-51,399	72,948	2,4714e-002
51,	-45,013	-70,432	0,19278
51,	-43,983	-63,971	0,47853
46,	-39,087	-68,067	0,34001
47,827	-41,957	-64,593	0,4696
