X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
91,368	-0,53295	-33,592	5,7164
94,285	1,9622	-34,961	3,5463
97,09	0,84407	-36,89	2,1031
94,762	-0,87274	-36,89	2,8394
96,445	2,0534	-34,958	2,8007
96,085	-5,4575	-36,494	2,9422
95,659	-8,1867	-35,98	3,3389
100,09	-8,0812	-34,509	2,9926
99,455	-6,4234	-34,468	2,8915
98,371	-7,988	-33,539	4,5256
99,626	-7,2335	-35,381	2,6117
96,57	-1,4891	-36,87	2,3589
100,55	0,20852	-35,266	1,4619
99,94	-2,4637	-34,873	2,3082
98,253	1,4369	-34,972	2,3202
99,973	0,56454	-36,232	1,4182
92,151	-10,287	-35,437	3,8302
91,224	-12,081	-32,177	7,7055
88,727	-12,17	-33,114	8,168
89,358	-10,682	-33,818	6,6379
93,817	-5,9581	-36,416	3,4919
93,008	-2,7732	-33,533	5,2266
97,612	-4,1787	-34,804	3,0445
95,925	-0,27808	-34,902	3,0565
96,529	-5,7433	-33,874	4,6786
92,583	-5,512	-33,085	5,6232
92,465	-10,485	-32,64	7,7638
96,103	-8,482	-33,426	5,0752
90,598	-9,085	-34,281	6,6962
35,191	-49,81	-79,718	-6,1634e-002
34,982	-53,281	-77,441	-0,13386
36,242	-51,483	-78,648	-9,0952e-002
34,195	-50,289	-77,469	-4,9013e-002
34,909	-56,948	-74,786	-0,21029
35,112	-60,434	-71,998	-0,27066
36,344	-58,446	-73,621	-0,23457
35,099	-57,675	-71,089	-0,11823
35,173	-63,992	-68,855	-0,31501
35,002	-67,329	-65,596	-0,3404
37,24	-65,512	-67,41	-0,32141
32,501	-63,577	-65,148	-0,1339
35,677	-64,612	-64,713	-0,12712
35,113	-70,672	-61,98	-0,34363
35,114	-73,795	-58,226	-0,33444
37,282	-72,085	-60,33	-0,33145
32,612	-71,217	-56,018	5,8536e-003
36,641	-71,245	-57,581	-8,7581e-002
34,359	-69,389	-60,156	-0,15897
35,114	-76,719	-54,316	-0,31124
35,114	-79,436	-50,259	-0,2798
37,283	-77,953	-52,529	-0,28972
35,134	-76,932	-51,073	-0,10404
35,114	-81,938	-46,067	-0,24163
35,114	-84,219	-41,75	-0,20066
37,283	-82,981	-44,161	-0,21941
34,942	-81,405	-42,695	4,1539e-002
35,114	-86,274	-37,321	-0,16144
35,114	-88,095	-32,791	-0,12609
37,283	-87,113	-35,318	-0,14006
34,956	-85,318	-34,273	0,12893
35,114	-89,679	-28,173	-9,1851e-002
35,114	-91,021	-23,479	-6,3715e-002
37,283	-90,306	-26,094	-7,4526e-002
35,838	-88,105	-23,271	0,32942
34,611	-88,697	-26,474	0,10896
35,114	-92,117	-18,722	-4,143e-002
35,114	-92,965	-13,913	-2,0811e-002
37,283	-92,525	-16,588	-2,9697e-002
34,577	-90,959	-16,005	0,19825
35,114	-93,562	-9,0679	-6,0093e-003
35,114	-93,906	-4,1978	3,5244e-004
37,283	-93,746	-6,9039	-3,821e-003
32,612	-90,929	-7,018	0,38461
35,673	-91,257	-3,2037	0,37157
36,31	-92,31	-6,3122	0,205
35,114	-93,998	0,68352	4,7892e-004
35,114	-93,835	5,563	4,9686e-004
37,283	-93,957	2,8549	1,0548e-003
35,673	-91,321	1,6765	0,37169
33,979	-91,826	4,7349	0,28337
35,114	-93,42	10,428	-1,0914e-002
35,114	-92,752	15,264	-2,7186e-002
37,283	-93,154	12,583	-1,8329e-002
34,218	-90,962	13,759	0,25644
36,375	-91,324	13,809	0,20463
35,114	-91,835	20,059	-4,7304e-002
35,114	-90,669	24,8	-7,1533e-002
37,283	-91,347	22,175	-5,6444e-002
34,947	-89,872	21,977	0,14691
35,114	-89,259	29,474	-0,10015
35,114	-87,609	34,069	-0,1313
37,283	-88,555	31,529	-0,10871
32,612	-84,258	30,462	0,46009
36,822	-86,238	29,058	0,30085
35,793	-84,829	32,944	0,26113
35,114	-85,722	38,572	-0,17199
35,114	-83,603	42,971	-0,21176
37,283	-84,808	40,542	-0,18565
32,612	-82,697	39,041	0,12933
35,411	-81,946	40,889	0,10315
35,114	-81,26	47,253	-0,25016
35,114	-78,696	51,409	-0,28903
37,283	-80,146	49,118	-0,26428
32,612	-78,007	46,664	0,1027
34,498	-77,281	50,701	-0,11803
36,318	-78,697	48,726	-9,6988e-002
35,114	-75,921	55,425	-0,31955
35,114	-72,941	59,293	-0,34115
37,283	-74,62	57,165	-0,32463
32,612	-71,781	54,437	6,9048e-002
35,072	-71,55	57,848	-0,14824
34,498	-74,484	54,7	-0,14855
35,114	-69,768	62,996	-0,34319
35,112	-66,42	66,516	-0,33366
37,282	-68,297	64,587	-0,33688
32,612	-64,477	64,237	-0,13414
36,703	-65,138	63,888	-0,11325
35,071	-68,357	61,532	-0,15028
34,163	-64,641	66,33	-0,23748
35,002	-62,9	69,854	-0,30085
34,892	-59,1	73,097	-0,24608
36,923	-61,262	71,295	-0,27714
36,244	-58,25	70,833	-0,13597
34,053	-61,103	69,647	-0,20467
34,734	-55,318	75,999	-0,17261
34,727	-51,786	78,449	-0,10186
36,003	-53,596	77,224	-0,13707
34,643	-52,442	75,681	-7,1709e-002
47,598	-52,045	-78,277	-0,1013
44,074	-48,403	-80,58	-3,7262e-002
45,082	-51,258	-78,795	-8,3951e-002
48,932	-48,546	-76,616	4,4638e-003
46,535	-50,551	-75,918	2,4143e-003
46,673	-46,821	-77,428	4,3567e-002
47,194	-55,897	-75,575	-0,17499
45,815	-53,741	-77,123	-0,13222
47,268	-53,044	-74,261	-4,5857e-002
46,074	-59,748	-72,569	-0,23336
46,102	-63,778	-69,054	-0,28302
43,285	-63,632	-69,188	-0,2855
44,425	-60,572	-71,882	-0,24598
43,443	-61,685	-70,929	-0,26434
45,992	-60,778	-69,235	-0,14985
46,183	-67,383	-65,54	-0,30852
46,185	-70,697	-61,951	-0,31459
43,298	-70,47	-62,209	-0,31781
43,785	-68,861	-63,985	-0,32164
46,078	-69,668	-60,646	-0,15571
45,509	-67,242	-62,433	-0,12249
46,188	-73,818	-58,197	-0,29748
46,188	-76,74	-54,286	-0,27508
43,301	-76,542	-54,565	-0,28217
43,772	-75,105	-56,527	-0,29602
48,631	-71,473	-54,71	0,10506
46,081	-72,772	-56,879	-0,1386
45,293	-74,38	-53,974	-4,9888e-002
46,188	-79,455	-50,228	-0,24738
46,188	-81,956	-46,035	-0,21117
43,301	-81,788	-46,333	-0,22233
43,772	-80,562	-48,434	-0,23653
46,473	-79,223	-47,25	-1,8571e-002
44,206	-79,765	-45,689	3,6631e-002
46,188	-84,236	-41,717	-0,17317
46,188	-86,288	-37,288	-0,13796
43,301	-86,152	-37,602	-0,14421
43,772	-85,15	-39,818	-0,16157
48,631	-83,006	-37,157	0,2459
45,121	-84,905	-35,208	0,13972
44,861	-81,543	-38,674	0,3119
46,718	-83,208	-40,45	1,4791e-002
46,188	-88,108	-32,757	-0,1058
46,188	-89,69	-28,138	-7,649e-002
43,301	-89,587	-28,465	-8,0753e-002
43,772	-88,82	-30,773	-9,6224e-002
48,631	-86,127	-28,112	0,36706
45,594	-87,366	-26,45	0,29182
45,121	-86,704	-30,671	0,17188
46,188	-91,03	-23,444	-5,146e-002
46,188	-92,124	-18,686	-3,0419e-002
43,301	-92,055	-19,021	-3,318e-002
43,772	-91,532	-21,396	-4,2698e-002
48,631	-88,883	-19,516	0,36547
44,831	-89,245	-17,371	0,39068
45,594	-88,685	-21,751	0,31685
46,188	-92,97	-13,877	-1,6791e-002
46,188	-93,565	-9,0313	-4,5425e-003
43,301	-93,532	-9,3723	-8,4767e-003
43,772	-93,258	-11,789	-1,1096e-002
44,839	-91,05	-8,5475	0,34448
44,831	-90,07	-12,56	0,40431
47,063	-91,783	-11,58	0,19323
46,188	-93,908	-4,1612	1,573e-003
46,188	-93,997	0,72023	1,6734e-004
43,301	-93,999	0,37762	2,3881e-003
43,772	-93,978	-2,0543	2,4295e-003
44,839	-91,371	-3,6775	0,3506
45,792	-92,088	0,21143	0,26604
47,162	-92,04	-2,3681	0,26483
46,188	-93,833	5,5997	-1,3651e-003
46,188	-93,416	10,464	-8,2265e-003
43,301	-93,453	10,123	-7,1174e-003
43,772	-93,684	7,7024	-2,1166e-003
48,631	-89,71	8,1722	0,52362
42,729	-90,848	8,3187	0,38284
45,996	-91,277	10,615	0,27905
45,792	-91,902	5,0885	0,26451
45,555	-88,862	7,1205	0,66302
46,188	-92,746	15,3	-2,2528e-002
46,188	-91,827	20,095	-3,8487e-002
43,301	-91,9	19,76	-3,9416e-002
43,772	-92,38	17,376	-2,7179e-002
44,951	-88,757	19,065	0,40077
45,996	-90,586	15,447	0,26474
47,207	-90,131	18,431	0,23997
46,188	-90,66	24,836	-5,8263e-002
46,188	-89,248	29,509	-8,4137e-002
43,301	-89,355	29,184	-8,2847e-002
43,772	-90,08	26,862	-6,9673e-002
48,631	-86,216	25,864	0,45928
45,645	-85,947	29,978	0,29182
42,84	-87,027	26,709	0,32671
46,54	-88,91	25,357	0,14532
46,188	-87,595	34,103	-0,11635
46,188	-85,707	38,605	-0,14823
43,301	-85,847	38,293	-0,15131
43,772	-86,809	36,059	-0,13415
48,631	-82,79	35,734	0,35072
45,645	-84,274	34,563	0,2596
46,188	-83,587	43,003	-0,18343
46,188	-81,241	47,285	-0,21952
43,301	-81,413	46,989	-0,22674
43,772	-82,601	44,867	-0,20557
45,16	-80,375	43,403	0,13257
45,47	-78,804	46,991	2,8424e-002
47,249	-80,383	45,389	-5,0036e-003
46,188	-78,676	51,44	-0,25029
46,188	-75,9	55,455	-0,27973
43,301	-76,101	55,178	-0,28733
43,772	-77,503	53,191	-0,27319
48,631	-75,924	51,454	-9,8268e-004
48,631	-73,067	54,02	3,162e-002
45,153	-72,681	54,789	2,8923e-003
45,47	-76,222	51,132	-2,3487e-003
46,188	-72,918	59,32	-0,30373
46,188	-69,74	63,027	-0,31423
43,301	-69,973	62,768	-0,32154
43,772	-71,571	60,94	-0,3195
48,631	-70,069	57,871	7,6204e-003
46,303	-68,238	62,118	-0,16814
45,153	-69,684	58,64	-2,1107e-002
46,15	-66,371	66,565	-0,30154
45,899	-62,565	70,154	-0,27213
43,013	-63,091	69,681	-0,28192
43,673	-64,868	68,03	-0,30179
48,593	-61,536	67,075	-9,7633e-002
42,683	-63,421	65,583	-8,5214e-002
46,265	-64,855	65,639	-0,15545
44,909	-59,208	65,685	7,4269e-002
45,423	-60,502	69,309	-0,15338
46,411	-58,736	73,39	-0,22027
46,632	-54,994	76,234	-0,15123
45,004	-56,014	75,488	-0,17419
49,105	-54,588	72,353	-5,6265e-002
45,89	-53,663	74,528	-8,0269e-002
45,936	-56,67	72,538	-0,10153
45,732	-49,131	80,138	-4,0484e-002
46,521	-51,949	78,341	-9,084e-002
44,671	-51,078	78,912	-7,3212e-002
45,445	-48,165	78,599	-2,0616e-003
45,779	-50,623	76,642	-1,9883e-002
47,716	-50,422	77,72	-4,2938e-002
41,753	-47,754	80,966	-2,0499e-002
43,415	-49,645	79,821	-5,0166e-002
44,189	-46,718	79,486	2,0985e-002
37,397	-49,156	80,123	-4,7882e-002
40,691	-49,721	79,774	-5,3228e-002
37,022	-46,304	78,394	4,1718e-002
41,466	-46,795	79,441	1,7923e-002
39,094	-48,226	78,833	-4,0405e-003
38,819	-47,667	-81,018	-2,4101e-002
39,87	-49,369	-79,992	-5,342e-002
42,291	-50,149	-79,505	-6,8189e-002
41,142	-43,414	-78,622	9,1345e-002
39,665	-49,159	-77,222	3,4245e-003
43,883	-45,693	-78,106	5,9329e-002
39,193	-46,527	-79,922	1,3256e-002
39,62	-45,611	-76,014	0,10603
37,405	-49,76	-79,749	-5,602e-002
36,728	-46,924	-79,689	1,0656e-002
35,358	-48,555	-78,553	-1,408e-002
37,197	-53,232	-77,475	-0,12825
37,373	-56,53	-75,103	-0,19545
37,828	-54,879	-76,317	-0,16499
36,992	-53,026	-74,711	-7,1407e-002
36,128	-55,748	-72,556	-7,9105e-002
35,15	-52,024	-76,276	-8,6312e-002
38,476	-55,335	-74,321	-0,1203
37,575	-60,031	-72,335	-0,25582
38,41	-63,544	-69,269	-0,2983
38,568	-61,595	-71,007	-0,27714
33,672	-61,594	-66,991	-0,11079
36,847	-62,629	-66,556	-0,10401
36,331	-59,238	-69,776	-0,13947
38,24	-66,901	-66,032	-0,32369
38,171	-70,145	-62,576	-0,3305
38,658	-68,527	-64,344	-0,33432
36,676	-65,978	-63,312	-0,1294
35,248	-67,432	-62,387	-0,15802
38,172	-73,3	-58,848	-0,32131
38,172	-76,257	-54,963	-0,30278
38,644	-74,809	-56,917	-0,31663
33,502	-72,403	-54,514	1,5996e-002
36,024	-75,218	-53,494	-0,1171
37,531	-72,431	-56,078	-7,7438e-002
38,172	-79,008	-50,929	-0,27135
38,172	-81,545	-46,759	-0,23921
38,643	-80,308	-48,852	-0,25341
33,502	-77,666	-46,047	0,17795
35,832	-79,951	-45,281	2,1739e-002
36,024	-77,956	-49,454	-8,5669e-002
39,077	-79,514	-46,109	1,9754e-002
38,172	-83,863	-42,462	-0,19824
38,172	-85,955	-38,05	-0,15812
38,643	-84,941	-40,261	-0,17547
35,846	-84,14	-36,996	0,11088
39,732	-81,336	-39,118	0,298
35,832	-82,256	-40,979	6,2708e-002
39,077	-81,819	-41,807	6,0722e-002
38,172	-87,814	-33,536	-0,12278
38,172	-89,437	-28,931	-9,1485e-002
38,643	-88,659	-31,235	-0,10696
35,501	-87,807	-29,304	9,1996e-002
35,846	-85,986	-32,478	0,14622
38,172	-90,819	-24,249	-6,3349e-002
38,172	-91,955	-19,5	-4,0806e-002
38,643	-91,42	-21,873	-5,0325e-002
36,728	-88,583	-21,416	0,3406
35,467	-90,368	-18,913	0,18715
38,172	-92,844	-14,7	-2,0187e-002
38,172	-93,482	-9,8594	-9,1122e-003
38,643	-93,195	-12,274	-1,1731e-002
33,502	-90,643	-9,9711	0,37932
39,702	-90,01	-13,046	0,40367
35,467	-91,242	-14,111	0,20776
36,889	-88,258	-10,737	0,69116
37,2	-92,024	-9,2652	0,19971
38,172	-93,867	-4,9924	-2,7504e-003
38,172	-94,	-0,11202	1,9989e-003
38,643	-93,966	-2,5438	2,0404e-003
36,562	-91,343	-1,2903	0,37264
37,2	-92,396	-4,3988	0,20607
38,172	-93,879	4,7687	2,0169e-003
38,172	-93,505	9,6365	-5,9562e-003
38,643	-93,723	7,2143	-9,5536e-004
37,6	-90,89	7,8309	0,384
36,562	-91,208	3,5884	0,37266
35,107	-91,291	10,811	0,26881
34,869	-91,713	6,6468	0,28433
37,265	-91,653	10,86	0,217
38,172	-92,878	14,478	-2,2228e-002
38,172	-92,001	19,281	-4,0225e-002
38,643	-92,469	16,895	-2,7989e-002
35,107	-90,651	15,649	0,25254
35,837	-90,506	19,078	0,16313
37,265	-91,013	15,699	0,20073
38,172	-90,876	24,032	-6,4454e-002
38,172	-89,506	28,718	-8,8109e-002
38,643	-90,219	26,393	-7,4935e-002
33,502	-87,896	23,626	0,33472
37,712	-87,169	26,241	0,32145
35,837	-89,367	23,824	0,1389
38,172	-87,894	33,326	-0,11926
38,172	-86,045	37,845	-0,1555
38,643	-86,995	35,606	-0,13834
33,502	-83,915	36,336	0,15947
36,3	-83,163	38,184	0,1333
36,682	-84,135	34,729	0,25058
38,172	-83,964	42,262	-0,19527
38,172	-81,657	46,564	-0,2355
38,643	-82,834	44,436	-0,21433
33,502	-79,498	44,099	0,13148
36,3	-81,07	42,593	9,3534e-002
37,208	-80,189	46,162	-6,8205e-002
38,172	-79,129	50,741	-0,27437
38,172	-76,388	54,781	-0,30419
38,643	-77,779	52,786	-0,29005
35,388	-76,234	52,304	-0,12812
37,208	-77,65	50,33	-0,10708
38,172	-73,44	58,673	-0,32578
38,172	-70,299	62,403	-0,33599
38,643	-71,887	60,567	-0,33396
35,961	-70,342	59,334	-0,1494
38,17	-66,981	65,951	-0,32646
37,92	-63,473	69,333	-0,29954
38,581	-65,241	67,673	-0,31941
37,591	-63,796	65,227	-0,10283
35,051	-63,3	67,67	-0,22707
37,81	-59,7	72,608	-0,24477
37,048	-55,813	75,637	-0,17817
37,798	-57,606	74,281	-0,21358
35,687	-54,647	74,077	-0,11281
37,131	-56,663	72,117	-0,1036
37,04	-52,297	78,109	-0,10741
39,059	-51,027	78,945	-7,7548e-002
35,68	-51,131	76,547	-4,2055e-002
35,389	-47,622	77,585	1,7399e-002
37,461	-49,545	78,024	-2,836e-002
44,677	-55,137	-76,131	-0,15764
44,407	-58,111	-73,886	-0,21303
42,888	-56,018	-75,485	-0,17961
45,974	-58,329	-71,252	-0,1169
46,13	-54,421	-73,243	-7,1278e-002
43,535	-56,466	-73,478	-0,13492
43,294	-65,216	-67,697	-0,30221
43,713	-66,883	-66,05	-0,31285
45,437	-65,249	-64,483	-0,1137
46,001	-62,376	-67,759	-0,16656
43,228	-71,794	-60,676	-0,3151
43,699	-73,352	-58,784	-0,31042
46,008	-71,003	-59,123	-0,153
43,228	-77,7	-52,904	-0,27418
43,699	-79,052	-50,86	-0,25624
46,4	-77,696	-49,665	-3,8276e-002
45,219	-75,549	-52,321	-4,189e-002
43,228	-82,767	-44,561	-0,20583
43,699	-83,9	-42,388	-0,18306
46,4	-80,214	-45,485	-2,0686e-003
44,132	-80,757	-43,923	5,3133e-002
46,644	-81,94	-43,011	-6,7062e-003
43,228	-86,942	-35,737	-0,13049
43,699	-87,844	-33,459	-0,11467
48,557	-83,809	-35,298	0,25962
45,048	-85,708	-33,35	0,15343
43,228	-90,179	-26,529	-6,9896e-002
43,699	-90,84	-24,169	-5,6872e-002
48,557	-86,733	-26,18	0,37791
45,52	-87,972	-24,518	0,30268
43,228	-92,444	-17,034	-2,6313e-002
43,699	-92,856	-14,618	-1,7857e-002
48,557	-89,285	-17,532	0,37234
44,757	-89,648	-15,386	0,39755
46,99	-91,361	-14,406	0,18647
43,228	-93,712	-7,3556	-2,9896e-003
43,699	-93,872	-4,9102	1,8011e-003
48,557	-90,	-8,5264	0,4775
44,766	-91,245	-6,5322	0,34997
46,99	-91,978	-9,5647	0,19872
47,089	-91,913	-5,2228	0,2642
43,228	-93,969	2,4022	3,5403e-004
43,699	-93,875	4,851	-2,6182e-003
45,719	-92,072	2,236	0,26401
43,228	-93,214	12,134	-1,448e-002
43,699	-92,866	14,56	-2,0241e-002
45,923	-91,051	12,627	0,27168
43,228	-91,453	21,735	-4,8437e-002
43,699	-90,855	24,112	-5,8918e-002
44,877	-88,325	21,042	0,39175
46,466	-89,665	22,601	0,15607
47,133	-89,698	20,409	0,23095
43,228	-88,706	31,102	-9,7966e-002
43,699	-87,865	33,403	-0,11705
45,571	-85,311	31,9	0,2767
43,228	-85,002	40,133	-0,16608
43,699	-83,927	42,335	-0,18515
48,557	-81,959	37,58	0,33594
45,086	-81,682	40,862	0,153
45,571	-83,443	36,409	0,24482
43,228	-80,382	48,731	-0,2424
43,699	-79,084	50,81	-0,25808
48,557	-77,488	49,063	1,4126e-002
45,396	-77,786	48,741	1,276e-002
47,176	-79,364	47,139	-2,0667e-002
43,228	-74,895	56,804	-0,30166
43,699	-73,39	58,736	-0,30983
48,557	-71,872	55,655	1,729e-002
45,08	-71,487	56,424	-1,1438e-002
43,227	-68,604	64,261	-0,32237
43,638	-66,908	66,025	-0,31532
46,229	-66,88	63,62	-0,16898
42,727	-61,313	71,251	-0,26604
44,204	-58,113	73,884	-0,21016
42,715	-59,256	72,97	-0,23485
48,306	-59,766	68,654	-8,175e-002
45,136	-58,732	70,888	-0,1375
44,425	-54,348	76,696	-0,14112
44,203	-52,45	78,006	-0,10052
45,311	-51,993	75,733	-4,7193e-002
47,248	-51,792	76,811	-7,0247e-002
40,878	-52,202	-78,172	-0,10011
39,088	-53,107	-77,561	-0,12208
38,251	-51,242	-75,937	-2,8494e-002
37,779	-48,609	-78,637	-1,8663e-002
36,409	-50,24	-77,501	-4,3399e-002
40,783	-58,494	-73,583	-0,2227
39,264	-56,408	-75,194	-0,18928
39,8	-59,634	-72,662	-0,24106
37,563	-57,264	-71,415	-0,10339
39,911	-56,851	-73,179	-0,14458
40,635	-63,164	-69,616	-0,28354
40,896	-66,744	-66,191	-0,31534
42,62	-65,106	-64,62	-0,11619
38,914	-64,174	-65,139	-0,11041
43,185	-62,233	-67,897	-0,16905
38,398	-60,784	-68,359	-0,14587
40,828	-69,995	-62,743	-0,32214
40,812	-73,137	-59,051	-0,31364
39,699	-70,734	-58,191	-7,4449e-002
43,121	-70,782	-59,385	-0,15622
42,552	-68,356	-61,172	-0,123
38,846	-67,424	-61,69	-0,11722
37,417	-68,879	-60,766	-0,14584
40,812	-76,104	-55,174	-0,29511
40,812	-78,866	-51,148	-0,26332
38,192	-76,488	-51,733	-9,5586e-002
39,699	-73,701	-54,316	-5,592e-002
42,332	-75,356	-52,604	-4,8978e-002
40,812	-81,416	-46,984	-0,23119
40,812	-83,745	-42,694	-0,19422
38,	-81,031	-43,397	4,396e-002
41,245	-80,594	-44,225	4,1975e-002
40,812	-85,849	-38,288	-0,1541
40,812	-87,721	-33,779	-0,12092
42,161	-85,578	-33,666	0,14718
38,014	-85,019	-35,01	0,13225
41,9	-82,215	-37,133	0,31937
40,812	-89,357	-29,179	-8,963e-002
40,812	-90,751	-24,5	-6,1135e-002
38,896	-87,884	-24,035	0,32979
42,633	-87,876	-24,847	0,29842
37,669	-88,476	-27,238	0,10932
42,161	-87,213	-29,068	0,17847
40,812	-91,901	-19,755	-3,8592e-002
40,812	-92,802	-14,957	-2,0618e-002
41,87	-89,586	-15,723	0,39479
38,896	-89,034	-19,292	0,35233
37,635	-90,818	-16,788	0,19888
40,812	-93,454	-10,118	-9,5429e-003
40,812	-93,853	-5,2523	-2,1331e-003
41,879	-91,218	-6,8738	0,34603
39,368	-92,252	-7,1056	0,20189
40,812	-93,999	-0,37226	2,6162e-003
40,812	-93,892	4,5088	-3,9745e-004
39,768	-91,027	5,1238	0,38456
38,73	-91,345	0,88131	0,37321
42,831	-92,081	1,8935	0,26623
40,812	-93,531	9,3777	-8,3705e-003
40,812	-92,918	14,221	-1,9132e-002
39,768	-90,667	9,9911	0,37659
43,036	-91,096	12,288	0,27279
39,433	-91,43	13,02	0,20958
40,812	-92,054	19,026	-3,7129e-002
40,812	-90,942	23,78	-5,9846e-002
41,99	-88,404	20,709	0,39082
38,005	-90,06	21,204	0,15399
40,812	-89,585	28,47	-8,3501e-002
40,812	-87,986	33,083	-0,11576
42,684	-85,424	31,577	0,27799
39,88	-86,505	28,308	0,31288
38,851	-85,096	32,195	0,27317
40,812	-86,15	37,607	-0,152
40,812	-84,081	42,029	-0,18823
42,199	-81,828	40,552	0,14992
38,469	-82,289	40,172	0,11964
42,684	-83,589	36,099	0,24174
38,851	-83,261	36,717	0,23693
40,812	-81,785	46,338	-0,22846
40,812	-79,269	50,522	-0,2653
42,199	-79,534	44,86	0,10969
42,509	-77,964	48,448	5,5391e-003
39,376	-79,113	48,048	-8,2327e-002
40,812	-76,539	54,569	-0,29512
40,812	-73,603	58,469	-0,31744
38,13	-72,034	57,216	-0,13288
42,192	-71,694	56,151	-1,9041e-002
40,169	-72,371	51,226	0,32205
42,509	-75,235	52,494	-2,4282e-002
37,556	-74,968	54,069	-0,13319
39,376	-76,384	52,095	-0,11215
40,812	-70,472	62,207	-0,32764
40,751	-67,152	65,777	-0,32262
39,761	-65,685	63,31	-0,10605
43,342	-67,118	63,366	-0,17629
38,129	-68,904	60,954	-0,14309
42,192	-68,564	59,888	-2,9248e-002
40,501	-63,653	69,168	-0,2957
39,829	-59,804	72,522	-0,24464
39,162	-58,837	70,329	-0,13466
39,512	-62,187	66,7	-7,9125e-002
42,251	-59,268	70,427	-0,14729
36,971	-61,69	69,143	-0,20336
40,557	-54,738	76,418	-0,15335
40,335	-52,847	77,738	-0,11276
39,067	-55,921	75,557	-0,17804
36,956	-52,946	75,331	-7,7266e-002
38,4	-54,962	73,371	-6,8059e-002
41,443	-52,387	75,459	-5,943e-002
38,738	-51,36	76,809	-6,3572e-002
41,509	-53,864	-77,037	-0,13685
40,673	-52,007	-75,426	-4,3264e-002
44,752	-52,271	-74,8	-2,8512e-002
44,891	-48,541	-76,31	1,2641e-002
42,157	-54,316	-75,035	-9,2152e-002
41,239	-56,875	-74,841	-0,19224
41,776	-60,085	-72,289	-0,24401
44,325	-59,172	-70,589	-0,12953
41,886	-57,309	-72,815	-0,14754
42,575	-53,495	77,294	-0,12349
41,307	-56,55	75,087	-0,18877
40,64	-55,6	72,914	-7,8787e-002
43,683	-53,025	75,002	-7,0158e-002
43,729	-56,032	73,012	-9,1417e-002
43,128	-48,671	78,271	-1,1744e-002
43,462	-51,129	76,314	-2,9565e-002
40,756	-50,102	77,664	-3,3707e-002
38,883	-52,902	-74,8	-6,5236e-002
40,367	-55,211	-74,409	-0,11412
43,342	-60,3	-69,651	-0,14789
38,556	-58,85	-70,113	-0,12471
40,904	-58,436	-71,878	-0,1659
43,039	-66,756	-62,956	-0,12682
39,333	-65,824	-63,475	-0,12104
40,171	-72,274	-56,285	-6,9766e-002
43,592	-72,321	-57,478	-0,15154
42,803	-73,929	-54,573	-6,2825e-002
40,448	-74,991	-47,698	0,32985
43,984	-78,837	-47,893	-2,7426e-002
38,663	-77,821	-49,677	-7,7647e-002
42,803	-76,69	-50,548	-3,104e-002
41,717	-79,379	-46,331	2,7776e-002
42,372	-81,225	-39,354	0,30201
41,717	-81,707	-42,042	6,474e-002
44,228	-82,89	-41,13	4,9012e-003
38,14	-87,721	-29,55	9,3851e-002
42,632	-86,458	-31,38	0,163
38,485	-85,9	-32,723	0,14807
42,342	-89,075	-18,101	0,38527
39,367	-88,523	-21,669	0,34281
43,104	-88,514	-22,481	0,31144
42,35	-90,956	-9,2915	0,34341
42,342	-89,976	-13,304	0,40324
39,839	-91,99	-9,5232	0,19928
39,202	-91,336	-1,5505	0,37326
42,35	-91,355	-4,4272	0,35082
43,303	-92,071	-0,53826	0,26627
39,839	-92,389	-4,659	0,20669
40,24	-90,91	7,5714	0,38159
43,303	-91,963	4,3411	0,26326
42,461	-88,896	18,328	0,40305
43,507	-90,725	14,71	0,26703
38,477	-90,552	18,822	0,16622
39,904	-91,059	15,443	0,20382
40,351	-87,242	25,991	0,32606
42,461	-87,784	23,08	0,38034
38,477	-89,44	23,574	0,1435
44,05	-89,124	24,638	0,14466
43,155	-84,562	33,87	0,25891
39,322	-84,234	34,488	0,25409
42,671	-80,733	42,744	0,13085
38,94	-81,193	42,363	0,10058
39,847	-80,312	45,932	-6,1163e-002
42,98	-76,647	50,514	-1,0142e-002
39,847	-77,796	50,115	-9,8008e-002
38,601	-70,51	59,134	-0,14105
42,664	-70,17	58,068	-2,7214e-002
40,172	-63,972	65,058	-9,8993e-002
43,753	-65,405	65,114	-0,16923
39,15	-56,769	72,034	-0,10347
42,239	-57,201	72,132	-0,1161
34,742	-4,2004	36,66	1,5321
36,615	-0,74863	36,892	1,802
33,445	-3,6497	35,194	1,7309
33,39	-0,9684	35,534	1,1567
36,6	-3,612	34,189	3,5168
34,724	-0,25866	33,664	2,0025
37,046	-0,37173	35,109	2,6806
35,041	-9,5059	35,655	2,0383
37,254	-2,9505	36,782	2,1463
38,008	-7,729	36,081	2,6986
39,116	-5,064	36,551	2,7855
34,007	-8,5187	34,329	3,4668
34,084	-5,839	34,943	2,0752
37,239	-5,8014	33,938	3,861
36,53	-9,3162	32,986	5,639
33,687	-8,0989	35,365	2,3159
33,767	-7,1009	35,434	1,9965
38,075	-13,316	34,413	4,9994
37,669	-10,825	35,277	2,8606
33,758	-14,34	32,491	6,1877
33,668	-11,607	33,506	3,6287
36,191	-12,404	32,163	5,8009
33,348	-11,187	34,542	2,4778
45,567	-0,85567	36,89	4,4088
