X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
112,37	21,425	6,1683	-2,6951
110,63	20,161	2,7916	-2,9495
109,46	22,495	6,06	-3,7357
84,955	22,578	2,5422	14,477
89,19	20,691	-1,0179	10,099
87,49	22,774	0,8413	11,71
99,206	28,811	-18,45	-2,4226
99,607	25,175	-23,342	-2,4782
95,918	29,207	-21,484	1,0516
95,297	33,8	-21,194	1,8321
98,072	38,382	-18,437	-1,7069
93,874	37,824	-22,283	1,5451
84,818	27,696	-12,174	13,533
87,84	25,409	-12,332	12,348
102,95	-14,727	26,149	3,9734
106,02	-15,033	22,913	1,4473
103,32	-17,598	24,934	3,7317
106,05	-23,183	18,933	-0,46482
102,81	-26,544	17,543	3,5453
107,14	-23,938	15,949	-0,60455
103,49	-23,872	16,149	2,2725
103,82	-26,519	19,082	3,8932
105,79	-24,827	18,976	-1,2044
104,01	-31,006	-8,089	4,0328
102,16	-31,26	-3,4294	5,4724
103,57	-28,431	-6,884	3,8248
58,248	59,072	-2,9996	2,7607
63,521	58,903	0,75508	2,8451
57,536	60,019	0,92917	2,2658
61,517	55,505	1,7392	4,2144
108,14	-21,338	17,131	-1,7805
107,39	-17,365	19,488	-0,80436
104,49	-21,273	17,332	1,0965
104,69	-19,929	21,509	1,48
106,79	-22,227	20,159	-2,3804
105,05	-2,4552	28,855	0,66924
114,5	-3,6639	24,314	-2,0174
116,91	-6,6799	29,812	-2,8812
85,231	24,377	-5,7861	16,72
82,71	22,701	-5,9632	14,695
83,984	21,907	-5,3487	22,533
103,61	-27,469	-9,123	2,9333
104,57	-30,171	-11,663	2,1027
105,05	-29,412	-12,2	0,14813
33,729	-31,273	-6,3344	6,0916
31,535	-30,067	-9,0978	4,6596
31,796	-27,05	15,884	4,5576
103,47	-3,3977	-30,326	1,5154
103,96	-4,184	-31,737	1,0673
81,603	57,869	-17,483	-0,85458
80,809	64,067	-17,559	-1,5067
78,098	59,964	-15,994	0,27683
82,188	62,808	-19,58	-1,2982
81,82	59,288	-13,033	0,50121
43,515	-26,007	-39,377	4,6037
120,38	11,056	-27,712	-1,3985
118,79	15,259	-26,634	-1,5006
44,147	-55,395	66,441	0,20964
35,443	-26,486	42,188	2,6438
37,973	-23,704	36,471	5,5115
36,47	-18,54	27,014	7,6763
39,226	-21,455	31,391	8,1886
35,947	-21,661	29,035	9,3159
37,829	-21,403	25,081	8,0845
35,847	-20,356	26,769	7,8207
36,032	-20,117	30,077	10,907
31,665	-10,563	29,145	4,6892
33,087	-15,003	27,549	6,0947
31,574	-11,798	25,51	4,5172
45,085	-87,144	3,7594	0,92775
46,693	-90,137	-0,85215	0,52818
46,06	-86,831	-7,9531e-002	0,97706
36,271	-39,94	0,44638	6,24
37,33	-38,661	4,322	6,2217
40,87	-44,539	1,1263	6,0519
38,09	-43,829	-14,288	6,0013
41,788	-36,477	-13,053	6,7062
41,994	-46,732	-7,9449	5,7671
35,035	11,084	28,709	1,2308
36,137	5,1936	31,212	2,6388
35,907	8,1712	29,517	2,2304
39,527	11,931	30,884	4,0995
35,391	9,845	32,495	1,1929
38,459	5,0805	32,657	3,3717
25,929	-13,177	16,799	0,48514
25,012	-2,2145	19,7	-0,30269
22,254	-5,6796	4,864	-0,67945
26,344	-9,3916	18,784	0,97136
22,627	-14,089	11,198	-1,1285
27,394	-12,095	11,341	1,2549
24,382	-3,0898	13,083	-0,26833
29,967	-25,005	-14,807	-0,52532
27,711	-27,693	-14,187	-3,9808
26,911	-24,122	-14,712	-2,8438
31,694	19,991	17,968	-2,235
24,198	18,216	19,252	-1,2219
24,524	16,772	12,351	-1,764
30,969	14,542	22,224	-0,77272
28,915	9,9302	21,236	-0,53181
28,284	9,0548	14,618	-0,49746
28,357	18,2	19,998	-2,4053
28,878	16,863	22,498	-2,046
33,306	15,834	18,181	0,63185
28,81	18,532	21,467	-2,3638
44,278	-68,568	-51,419	0,56855
37,291	-21,843	-27,007	8,5223
35,676	-23,371	-22,311	6,6719
38,332	-24,456	-30,241	7,644
36,06	-26,484	-27,55	7,9297
35,066	-25,115	-26,522	8,3153
36,238	-20,578	-23,364	7,2469
36,518	-17,391	-25,719	7,3866
35,581	-15,179	-27,383	7,2009
38,894	-21,662	-31,293	8,219
47,9	46,095	25,199	2,9816
49,408	46,783	23,112	2,3594
50,26	47,563	25,616	2,2298
50,51	49,663	23,32	1,1293
41,835	41,681	-22,091	2,2168
46,346	39,014	-22,198	5,5036
47,505	45,159	-22,607	2,649
46,746	41,927	-22,458	3,9199
42,354	38,503	-26,562	3,3443
47,2	41,733	-25,561	5,5749
44,404	43,533	-19,621	3,4363
43,631	38,331	-19,67	3,8144
42,137	35,982	-19,202	3,8303
44,032	41,244	-19,93	2,2307
38,371	44,49	-18,494	0,17646
41,689	42,85	-17,093	1,7471
37,384	42,656	-17,338	-0,52307
52,02	61,061	-14,025	1,5042
47,468	57,822	-19,26	1,0843
48,64	59,566	-12,255	1,865
47,697	62,77	-18,055	0,69395
46,613	61,119	-14,536	1,4095
48,267	64,13	-17,401	0,66408
48,349	62,973	-13,81	1,1697
56,457	61,436	-8,1433	2,3568
60,387	59,602	-9,7906	3,0515
55,723	63,597	-13,576	1,0539
52,129	59,46	-9,7004	2,354
54,248	64,823	-11,441	1,2183
51,838	62,867	-11,255	1,6587
80,324	28,485	14,571	4,5321
52,903	65,205	2,7864	1,4412
82,971	27,979	6,3651	10,429
85,196	27,698	1,6832	10,68
86,603	24,85	2,5065	10,948
82,308	23,622	2,2146	8,3432
86,315	27,304	6,6281	10,958
84,093	66,164	-9,9763	1,2081
86,403	65,41	-13,023	0,94943
84,92	60,454	-8,747	2,7238
88,095	45,65	-23,052	2,8896
86,964	48,384	-22,486	1,6314
88,037	47,288	-27,061	3,5451
88,468	51,815	-25,582	1,273
87,41	49,057	23,12	1,9138
85,933	49,371	24,903	-0,28904
88,812	47,006	25,543	2,8268
90,892	52,897	26,027	0,66086
81,633	69,376	2,4573	1,0062
81,626	72,159	1,061	0,66277
81,751	71,758	3,497	0,63852
84,771	74,083	2,0992	0,32929
85,373	72,507	-0,60132	0,50986
88,052	41,755	27,133	6,0729
89,516	38,714	17,763	4,6035
91,693	36,566	21,74	4,3597
89,298	43,59	21,22	2,7592
94,41	38,816	18,908	1,2278
90,699	41,539	23,644	3,6721
94,337	44,021	21,228	1,6349
102,35	27,968	-8,1194	-6,0581
107,06	29,27	-7,6383	-5,6432
104,67	30,435	-7,7903	-12,493
103,57	27,263	-6,1764	-7,2356
106,25	29,134	-9,435	-6,7486
103,5	29,23	-7,5325	-8,2333
104,21	26,38	-8,5085	-7,0634
106,17	27,298	-6,6201	-7,2956
99,903	13,563	-26,854	0,4828
99,881	9,4268	-29,537	1,5129
111,26	22,244	-12,474	-2,2725
115,86	23,998	-16,198	-0,82953
108,71	21,521	-15,388	-2,3874
112,48	20,711	-16,388	-1,6756
115,82	10,91	19,254	-1,5546
112,27	15,367	14,497	-2,0197
113,89	17,73	15,521	-1,8081
117,54	11,18	14,336	-1,7234
115,78	12,887	11,574	-1,7328
110,37	10,581	15,191	-0,58508
117,69	15,085	17,453	-2,5122
123,34	23,456	11,39	-0,82993
122,13	22,682	15,454	-0,77953
117,88	7,7004	2,5295	-1,8966
116,25	12,493	0,60521	-2,0216
115,87	8,9301	-1,4855	-1,6927
120,06	10,028	-1,4671	-1,9388
116,78	11,851	-2,4698	-2,0476
120,32	12,665	0,85056	-1,3636
118,74	22,176	3,3751	-0,7151
120,11	23,243	0,16792	-0,80561
117,97	21,974	-0,30467	-0,94195
118,85	20,249	1,8244	-0,10601
119,2	20,561	0,86761	-0,78573
102,99	10,471	29,737	-0,29298
103,46	7,4371	30,701	0,17375
126,68	8,6391	10,576	-2,0253
126,91	11,235	7,4274	-1,8923
128,18	12,779	8,3019	-1,8707
122,72	10,279	12,558	-1,793
122,06	21,024	-3,4292	-1,1116
121,07	23,117	-3,1409	-0,60541
117,59	22,053	-5,6892	-1,0769
118,93	21,847	-3,6135	-0,74176
125,6	13,323	1,897	-1,3659
126,	10,748	2,2047	-1,4556
125,77	10,754	-1,1609	-1,4359
122,98	9,6181	-0,6186	-1,2694
123,24	12,254	1,699	-0,69423
99,7	-16,111	26,525	6,7264
104,65	-13,84	22,096	2,5581
101,96	-16,404	24,117	4,8425
102,23	-11,263	26,415	4,4276
108,8	-4,2825	11,82	0,54544
114,8	2,4468	21,419	-1,4781
114,78	-8,4828	14,183	-1,5907
109,55	1,7977	22,196	-0,67104
108,18	-2,2401	23,344	0,36072
110,69	-8,4138	19,067	-0,70267
115,49	0,21472	12,543	-1,5178
116,52	2,7169	16,5	-1,6469
109,35	2,1176	17,355	-0,50855
99,828	-20,674	26,662	7,942
98,002	-21,091	24,568	7,5615
100,07	-18,981	25,309	6,4847
97,239	-21,847	27,535	8,3936
99,137	-11,501	-29,44	6,9655
97,18	-10,005	-24,068	7,4782
101,56	-16,048	-24,727	5,1052
102,58	-11,08	-25,145	4,4864
94,866	-15,913	-26,127	8,3681
97,723	-17,787	-28,033	8,3448
96,858	-6,7882	-25,617	6,6699
102,26	-7,863	-26,693	3,678
100,74	-6,1923	-29,51	4,2833
101,23	-6,9786	-30,921	3,8352
123,51	6,9911	-23,049	-1,566
118,73	3,9111	-23,912	-1,4926
118,37	8,6874	-23,408	-1,4873
120,88	2,613	-19,633	-1,879
120,52	7,3893	-19,129	-1,8737
121,89	5,4774	-14,244	-1,8593
127,67	8,6003	-18,986	-1,8666
126,34	3,9849	-15,184	-2,1985
89,975	-31,323	-42,626	3,0155
95,664	-37,97	6,9474	6,2787
93,636	-42,533	2,4767	6,1818
93,372	-42,942	13,685	6,1225
97,52	-44,259	12,913	5,9977
91,233	-43,805	68,056	0,33761
95,442	-59,321	-65,498	0,10427
33,007	-27,385	-4,0151	3,8479
30,255	-24,24	0,76749	1,5514
31,23	-23,813	-8,8644	2,3414
27,291	-21,914	0,988	0,22298
30,813	-26,179	-6,7784	2,416
32,058	-19,92	1,1304	2,6064
28,872	-27,202	-2,1535	-0,71168
28,681	-27,69	-5,9605	-1,5967
26,649	-21,58	-5,8388	7,4902e-002
28,173	-22,93	-8,7701	2,2911e-002
45,366	12,99	3,1903	11,982
39,135	11,603	-2,5615	6,6915
41,151	15,262	-7,7542	6,6639
47,165	14,878	-1,8474	16,421
45,449	10,826	13,314	11,065
41,718	14,843	12,983	7,5277
47,299	15,809	5,8077	15,924
30,116	25,658	2,6647	-5,9466
32,968	28,57	9,7085	-4,9467
32,741	25,874	12,58	-5,1112
31,954	28,426	4,3317	-6,7393
28,929	28,048	10,44	-5,1043
31,316	30,115	9,2273	-10,53
31,179	29,798	8,1092	-9,4871
32,824	29,288	7,1076	-5,2876
29,554	-1,0887	-24,166	1,6046
34,134	-10,191	-23,663	4,6475
28,628	-7,4475	-21,157	1,4874
34,156	-1,1561	-26,193	3,2986
33,196	-7,9791	-25,327	4,4618
32,1	-3,8424	-27,849	2,3355
30,963	-9,8965	-22,54	2,1265
38,264	-7,605	-22,631	6,2324
29,735	23,873	-8,0165	-4,817
32,268	25,976	-12,265	-4,3427
31,372	26,159	-15,425	-5,9122
24,955	20,201	-10,949	-3,4286
31,654	22,368	-15,853	-3,8505
29,08	18,684	-15,172	-3,1082
33,658	21,196	-13,239	-1,809
28,599	25,469	-14,7	-3,9262
30,227	26,477	-14,358	-7,9639
30,295	25,623	-11,357	-5,9483
28,538	26,384	-12,339	-4,107
24,562	20,06	-5,7988	-3,1126
24,798	20,73	1,4316	-3,1946
31,249	17,396	-2,8965	-1,4654
33,265	21,055	-8,0891	-1,493
31,18	26,5	-1,1997	-5,2937
28,548	27,04	-2,7356	-4,9597
29,902	25,483	-6,2069	-5,6323
26,005	24,181	-2,8423	-3,1649
35,071	26,364	20,271	-2,4506
40,709	27,743	21,424	3,6456
38,386	29,979	23,447	0,91976
35,876	29,399	20,315	-1,6554
34,819	26,861	14,093	-2,6657
38,191	32,21	10,713	0,7205
37,67	29,867	7,5808	0,49026
37,212	31,385	13,193	-0,32115
33,394	31,102	10,74	-8,0841
35,624	29,895	14,137	-1,8705
33,257	30,784	9,6216	-7,0416
34,902	30,275	8,62	-2,8421
56,943	53,325	11,139	3,3737
58,328	47,91	5,3445	5,1669
55,921	53,204	7,1953	4,0392
61,872	53,059	5,8147	5,1875
61,877	48,712	6,8767	5,247
60,748	50,562	5,0781	6,0166
55,905	50,677	7,4037	4,6731
58,184	49,63	4,0617	4,6239
64,095	42,999	-0,56128	3,4781
63,978	43,547	-3,5436	3,7156
67,424	44,798	-2,3266	4,878
64,613	46,934	-2,2552	5,4922
71,285	38,263	6,1696	3,9962
74,903	36,469	4,5346	4,1696
77,272	32,1	6,6326	4,9037
74,088	33,089	0,51764	3,0906
73,798	35,161	2,591	2,9576
68,919	36,577	4,448	3,5957
68,479	33,379	3,3661	2,687
69,03	27,973	3,0435	1,0539
72,726	29,064	4,5024	1,293
73,518	41,836	5,9618	5,5017
70,597	47,792	7,0652	5,3882
72,977	44,719	7,3717	5,3975
68,956	45,377	5,369	6,2693
67,534	41,945	5,8752	4,9279
66,927	44,86	7,1914	5,5376
72,868	45,978	11,85	3,3108
67,574	45,011	5,5454	6,0999
79,049	41,882	4,6826	5,909
83,103	43,81	2,7517	5,1039
79,126	46,146	4,3532	5,7758
81,918	44,616	8,0279	5,5648
78,507	44,764	6,0925	5,8047
81,232	42,765	3,8622	6,7389
81,384	45,685	3,824	5,5755
82,802	42,409	4,962	6,2592
84,32	43,722	5,0917	5,3807
79,505	35,673	6,4248	6,4092
76,595	42,925	5,7367	5,5709
76,031	38,734	2,3832	4,4632
79,319	40,925	3,5064	6,505
84,409	34,222	11,085	6,6098
82,191	30,398	11,403	7,9624
84,687	28,663	10,497	9,5521
85,219	30,628	8,7858	7,6722
65,965	61,985	14,089	0,6426
59,998	63,971	17,152	-0,48541
82,66	46,761	-1,8061	4,7059
86,374	43,481	-3,3959	4,4152
83,374	42,854	1,5754	5,6999
83,526	45,774	1,5372	4,5366
84,943	42,498	2,6752	5,2203
86,213	42,409	0,57168	3,9615
87,222	44,657	-0,21137	3,6296
86,461	43,811	2,8049	4,3417
72,377	54,384	1,4399	4,9362
74,292	50,263	5,1007	5,4285
69,623	56,766	4,6135	4,1687
67,619	53,368	5,5976	5,538
73,674	48,881	6,84	5,4574
69,653	49,539	4,8374	6,3292
67,624	49,022	6,6597	5,5976
73,565	50,139	11,318	3,3707
75,641	53,855	4,2445	4,773
69,757	55,731	9,1451	3,6523
82,23	30,652	-14,085	5,8899
80,367	33,764	-16,095	3,2135
81,769	31,969	-18,391	5,3017
98,377	33,781	8,7459	-2,0006
92,449	37,111	10,826	1,926
97,343	37,213	11,971	-1,4498
95,901	35,758	5,9831	0,64081
95,878	38,801	5,4509	-0,49424
105,5	20,665	8,1364	-3,8156
100,85	27,108	10,414	-3,3569
97,833	23,885	9,4062	-0,12185
105,86	20,112	12,695	-3,6929
102,02	24,255	14,466	-4,6708
103,06	23,286	8,2873	-4,6089
102,65	27,184	12,781	-6,4207
105,44	23,649	9,7801	-4,5703
107,48	22,475	13,72	-3,4813
100,59	19,488	12,238	-1,4708
101,84	17,542	-3,9808	-1,1391
97,2	18,344	-5,2175	2,2473
105,76	18,237	-8,6381	-1,8121
105,43	15,407	-5,0718	-1,2032
103,35	11,858	-1,1464	5,1315e-002
106,41	14,421	-8,8118	-1,1046
98,982	17,879	-9,2714	0,83617
103,21	17,514	-11,552	-1,9271
102,5	13,423	-11,931	-6,6058e-002
101,03	18,83	-6,3398	-1,1478
102,56	19,929	-8,425	-2,7048
99,22	19,52	28,187	-0,9149
100,66	20,446	25,426	-2,4161
101,78	21,029	29,05	-4,0164
101,85	23,616	27,632	-4,9385
99,285	-11,335	-20,903	4,8095
98,309	-1,849	-24,082	4,5605
100,3	-6,3672	-21,321	4,1907
100,44	0,18501	-21,988	3,5877
98,786	-4,6964	-24,138	4,796
92,588	-11,201	-22,304	8,0725
99,018	2,8734	-18,293	3,7576
104,45	-12,635	4,746	2,0513
107,7	-11,896	-2,3375	0,63152
109,91	-10,084	6,7286	0,39215
105,83	-10,015	11,612	1,2802
110,62	-1,3865	5,0887	0,46503
104,38	1,0126	4,7974	1,5478
108,62	-0,15677	1,0737	0,66895
109,75	-6,1969	-2,0679	0,59616
104,48	0,51638	9,9012	1,4743
103,18	-24,586	-17,616	3,286
102,67	-20,692	-18,706	3,5409
104,7	-22,9	-16,007	1,5019
102,42	-24,451	-11,885	3,6853
100,22	-27,001	-15,005	5,5947
102,18	-23,485	-18,142	4,7548
104,74	-24,853	-16,151	0,68322
100,09	-25,115	-17,295	5,6358
106,2	-23,479	-17,772	0,14258
104,5	-24,747	-20,867	3,4495
103,68	-24,065	-19,906	3,3954
106,24	-25,433	-17,915	-0,67615
91,259	-38,593	-17,264	6,4602
95,689	-33,762	-13,146	6,5383
92,158	-40,03	-7,9316	6,3586
95,693	-41,2	-11,736	6,3219
90,657	-34,197	-24,826	7,28
108,21	-18,648	-1,9569	0,15453
102,53	-23,776	6,7438	3,623
110,43	-16,835	7,1092	-8,4843e-002
107,09	-20,74	9,637	-0,17297
106,34	-16,766	11,993	0,80316
103,45	-20,674	9,8374	2,704
104,07	-22,141	-1,3957	2,1498
108,87	-23,228	7,6135	-0,74537
104,98	-22,968	5,4902	1,2454
100,5	-33,403	-1,0075	5,9912
98,194	-34,829	2,102	6,1702
98,059	-31,979	2,1007	6,1995
100,23	-29,359	3,676	5,8461
101,76	-27,724	-4,4634	4,3729
102,67	-28,551	2,4225	3,4685
110,61	-28,785	8,5348	-3,4893
106,72	-28,524	6,4115	-1,4986
100,08	-29,59	16,612	6,4049
101,25	-24,634	15,942	5,1067
99,377	-25,4	19,377	6,567
101,58	-27,28	18,875	6,7274
101,39	-28,812	17,886	6,9688
101,42	-28,041	14,858	6,3106
100,01	-23,077	23,514	7,135
102,09	-20,968	24,255	6,0582
99,252	-23,833	26,48	7,9671
102,4	-24,037	24,422	7,5365
107,57	-17,643	-15,301	0,58562
105,7	-19,585	-18,862	0,39749
104,68	-12,41	-21,98	1,8177
103,18	-20,17	-20,997	3,6503
104,1	-19,523	-22,674	2,5729
109,6	-19,851	-12,602	-1,4534
113,68	-16,096	2,5653e-002	-1,5046
112,12	-23,312	-7,6753	-2,2909
107,31	-21,402	-8,4792	0,73002
108,58	-12,675	-15,719	-3,3184e-002
113,52	-12,209	-8,7708	-1,3006
105,45	-23,344	-12,04	0,5419
105,21	-22,378	-18,298	1,6114
107,77	-23,747	-16,307	-2,4602
98,893	15,272	28,625	1,2521
97,683	18,747	26,461	1,2488
98,803	19,33	30,085	-0,35148
99,061	16,725	31,308	0,11731
95,435	20,888	26,233	3,3045
96,008	15,338	26,074	3,5002
104,32	11,336	23,002	-0,85597
106,01	16,442	17,467	-2,1281
102,37	14,559	24,457	-1,0265
102,18	20,585	19,238	-3,106
101,16	18,034	22,293	-1,0299
100,74	15,818	17,009	9,4011e-002
104,12	11,656	18,161	-0,69348
99,49	14,625	21,905	1,2216
99,806	26,614	-15,038	-2,4783
98,404	30,855	-11,706	-1,3173
94,893	29,748	-17,887	2,5678
94,504	27,699	-13,108	3,0083
98,865	28,29	-11,701	-1,9203
95,736	29,578	-11,239	1,7889
99,81	30,153	-14,212	-2,8321
100,6	28,018	-15,681	-4,3759
100,7	18,765	-23,722	-1,1628
100,21	22,978	-19,93	-2,5339
95,294	26,112	-22,779	2,5122
101,77	20,651	-20,109	-2,2035
104,96	18,436	2,2459	-2,2538
110,95	19,509	6,6833	-2,4084
108,55	16,301	1,155	-2,3179
108,46	17,042	9,4902	-2,5716
109,21	18,245	3,3066	-2,6627
111,08	15,146	3,4474	-2,2713
105,66	20,216	5,0822	-3,4876
106,47	12,752	5,0804	-1,0635
108,04	20,579	6,575	-3,449
110,91	17,001	3,1775	-2,3706
103,19	16,418	9,0324	-0,34953
111,97	14,562	6,5668	-2,2847
106,01	24,218	4,4963	-4,3449
108,39	24,582	5,9891	-4,3064
108,27	27,556	3,3585	-4,674
97,18	20,079	-1,6761	1,573
105,41	17,142	-1,5304	-1,8774
102,52	21,057	2,3968	-3,0471
103,33	13,593	2,395	-0,62297
102,57	21,634	-1,1497	-2,9911
101,	20,565	-2,7984	-1,8221
97,729	30,08	14,112	-0,43407
93,979	31,262	20,169	3,2486
96,696	33,512	17,337	0,11672
98,906	27,226	18,164	-1,748
99,53	30,156	16,479	-3,4979
95,225	29,681	22,456	2,5441
99,16	31,707	17,282	-4,0209
95,641	26,817	20,99	2,3838
95,784	27,258	8,4787	1,4582
99,975	27,628	13,539	-3,0907
96,322	32,458	6,7235	0,86463
100,6	30,557	11,854	-4,8406
100,19	30,439	6,3721	-4,3233
76,768	53,218	-3,8654	4,8856
76,299	61,67	-0,32108	2,9795
70,706	59,196	-0,48008	3,6567
72,58	53,859	-7,8348	4,0051
69,363	57,532	-5,882	4,267
76,724	56,286	-0,84908	4,261
74,445	57,49	-8,4039	3,8438
78,167	56,814	-5,443	4,0682
89,12	34,993	17,624	5,8325
84,726	33,317	13,966	7,4289
86,725	42,017	17,104	4,232
84,909	41,326	12,332	5,5315
87,024	33,941	15,189	7,7989
91,837	37,243	14,792	2,7006
85,792	39,119	9,2664	6,226
87,31	40,432	9,3961	5,3475
87,753	33,547	11,348	7,1388
53,063	55,194	11,367	2,6659
53,047	52,667	11,575	3,2998
52,634	52,922	18,421	1,2711
55,185	59,397	16,597	0,80036
49,808	51,515	-6,3495	3,9468
53,308	48,015	-5,8267	5,0854
51,081	54,643	-6,9728	3,7199
56,432	48,897	-9,9149	3,8592
47,489	50,667	-3,054	3,4592
49,701	48,21	-6,1606	4,3071
47,475	54,838	-7,3067	2,9416
42,932	52,806	-5,5751	1,9618
45,446	47,417	-6,7021	3,2667
45,035	54,871	-7,3959	2,644
45,229	48,206	-10,653	3,0676
61,974	53,811	23,547	-9,3312
52,817	47,054	2,1484	4,6683
47,115	50,262	3,0993	3,4081
46,847	45,638	1,348	3,9549
50,99	47,167	-2,5312	4,5978
50,394	49,822	4,2076	4,1745
52,673	48,775	0,86561	4,1253
46,734	46,374	-3,0727	3,5574
48,858	27,198	-1,823	10,292
48,488	25,838	1,462	10,234
48,301	26,022	4,5336	10,304
52,261	31,103	6,2423	8,2083
45,736	31,567	6,3962	7,131
47,525	34,961	2,3537	7,2399
45,214	29,224	3,2637	6,9008
49,481	28,23	7,0942	10,822
50,835	25,36	3,7987	13,562
54,867	29,264	3,0835	6,4721
51,61	27,712	-1,2833	9,5196
47,998	30,764	-1,3049	8,6679
49,495	25,284	-7,9066	11,895
47,213	24,765	-2,9478	10,206
48,295	27,629	-9,1549	10,275
45,987	25,625	-9,161	8,7561
48,585	24,888	-6,7329	13,076
50,335	26,639	-5,6931	9,4915
46,722	29,691	-5,7147	8,6398
37,62	36,113	-5,6227	-0,36715
41,883	40,561	-2,5537	1,9821
38,878	35,871	-8,1595	0,94917
38,456	38,896	-2,1963	-0,5835
41,77	41,297	-6,9744	1,5845
41,554	42,086	-10,926	1,3854
37,249	41,892	-11,171	-0,88481
42,356	36,363	-6,2123	3,4101
36,615	27,834	-13,789	-0,83703
35,72	28,017	-16,948	-2,4065
41,606	26,427	-14,151	4,5634
36,002	24,226	-17,376	-0,34482
38,006	23,054	-14,762	1,6966
41,988	29,348	-17,527	4,5056
39,473	27,738	-20,148	2,6022
38,864	30,001	-12,652	1,9863
33,512	28,121	-14,524	-5,1219
35,398	30,347	-7,6908	-2,0454
33,794	24,33	-14,952	-3,0602
35,798	23,158	-12,338	-1,0187
36,657	30,105	-10,228	-0,72907
32,57	29,296	-11,283	-7,9293
32,435	27,585	-10,456	-5,158
50,208	26,787	-10,829	11,907
50,497	24,046	-8,4067	14,708
52,247	25,797	-7,3669	11,123
48,575	32,398	-15,927	8,6937
50,463	37,131	-16,993	5,9005
46,648	33,315	-19,309	7,1171
50,558	36,422	-20,918	3,8549
48,542	38,577	-20,037	5,5175
40,447	43,029	3,8238	1,0503
38,174	43,377	7,4592	-0,50876
37,02	41,364	4,1812	-1,5153
34,475	43,526	7,3311	-2,6176
51,971	35,781	13,62	5,8995
45,445	36,244	13,774	4,8223
49,266	41,197	19,228	4,3521
47,811	34,797	17,05	6,874
47,882	35,3	19,253	6,9797
44,962	39,987	13,367	3,3721
49,455	35,296	19,961	8,4767
32,899	24,513	-18,111	-4,6297
31,471	28,621	-16,617	-8,7431
38,342	31,466	-3,8408e-002	1,4717
34,703	31,011	-1,7751	-3,3124
37,648	32,514	-6,5542	0,77791
37,226	35,538	-0,591	-0,75476
41,125	33,006	-4,607	3,2388
46,656	23,588	3,4088	10,218
43,568	26,791	2,1389	6,8149
47,911	20,594	1,6875	14,922
48,647	21,97	0,94595	16,482
46,352	28,33	-2,4297	8,5821
40,231	25,544	18,117	3,2661
32,692	25,058	18,106	-5,5992
31,256	22,374	18,994	-3,0005
36,205	20,008	17,176	3,6635e-002
30,8	24,72	17,408	-2,9755
35,398	27,199	17,008	-2,035
45,969	29,445	18,013	8,704
43,546	29,158	21,293	6,6365
47,348	27,556	15,436	10,343
46,04	29,949	20,217	8,8097
43,381	26,975	5,2105	6,885
47,648	25,981	9,041	10,806
49,002	23,11	5,7455	13,546
36,149	-36,366	3,7508	6,1842
35,394	-34,147	-1,8183	6,1885
33,443	-36,16	0,22242	6,8692
35,024	-30,447	-15,454	6,5828
34,97	-25,195	-16,883	5,9233
33,73	-25,894	-14,154	4,8057
33,313	-28,26	-12,068	4,8803
39,75	-29,798	-15,262	6,8174
38,222	-34,537	11,918	6,4035
36,2	-31,354	8,4496	5,9092
35,433	-35,111	9,6133	6,6517
40,581	-32,4	9,1908	6,7136
36,047	-36,676	10,628	6,5294
32,945	-27,503	1,2709	3,8778
33,503	-29,442	-6,275	4,7424
40,775	-29,928	-3,4218	6,9659
30,53	-21,119	11,875	1,8665
32,797	-17,301	21,721	4,2155
31,283	-14,096	19,681	2,638
27,567	-18,794	12,095	0,53812
32,334	-16,799	12,238	2,9216
31,599	-21,677	16,825	3,1573
34,156	-20,164	19,787	4,6237
32,174	-19,117	21,475	4,3599
36,446	-34,561	13,905	6,8893
41,594	-31,851	13,483	6,9512
37,061	-36,126	14,919	6,7669
92,26	-67,001	-17,902	3,1773
93,375	-64,046	-14,147	3,6847
89,396	-63,58	-11,874	3,7753
97,925	-30,785	6,7855	6,0251
93,093	-31,247	5,7413	6,9434
101,01	-25,064	11,454	4,7528
102,54	-27,357	7,1073	3,2941
95,262	-28,627	7,3166	6,59
101,19	-28,471	10,371	5,9566
100,9	-31,097	17,163	6,9942
100,93	-30,325	14,135	6,3359
121,04	-9,196	2,7079	-2,1779
122,15	0,57695	-6,6972	-2,189
121,75	-0,49855	1,0681	-2,1051
119,75	0,73116	-2,9469	-1,9011
123,94	1,8294	-2,9285	-2,1473
128,31	4,0279e-002	-3,0273	-2,7364
120,88	-5,3089	-6,0886	-1,9739
126,61	-0,91557	-7,637	-2,5283
128,02	12,432	-4,6908	-1,8934
127,03	14,408	-8,099	-1,8656
129,29	17,04	-8,8509	-1,4146
127,55	15,02	-4,6088	-1,8098
129,77	15,73	-4,1718	-1,6284
110,68	6,9259	24,341	-0,71173
112,37	12,032	18,806	-1,9838
114,07	7,485	26,204	-1,2859
117,88	10,32	24,608	-1,4765
117,62	7,2627	26,066	-1,3133
117,65	7,845	18,645	-1,6876
110,48	7,2458	19,5	-0,54923
125,23	18,841	-1,139	-1,7078
124,58	21,939	0,86795	-1,3626
122,93	22,701	-1,1336	-1,2173
122,82	19,655	-1,1201	-1,9292
122,84	19,756	-0,1379	-1,9429
126,73	16,125	0,99693	-1,7839
126,43	16,145	-1,9789	-1,7702
128,66	16,855	-1,5419	-1,5888
