X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
49,961	53,029	29,486	0,40257
48,575	55,444	28,929	0,13441
49,961	50,695	29,852	1,4999
50,04	48,898	29,054	2,599
47,413	45,811	30,57	4,6243
49,759	44,593	29,151	5,7551
34,319	2,629	-36,806	0,91949
33,352	3,8549	-35,816	0,61256
33,279	5,8974	-34,733	0,48041
33,163	6,8642	-35,491	3,5101e-002
34,111	-13,775	-34,232	10,917
35,568	-18,279	-35,113	9,8348
33,124	-14,113	-32,423	12,77
33,195	-17,505	-31,064	14,472
34,248	-19,602	-32,204	15,345
33,234	-15,823	-31,422	14,535
47,608	54,632	-29,14	0,72775
49,056	51,137	-28,329	1,5679
49,115	52,891	-28,622	1,0904
49,079	50,417	-29,161	2,2025
47,536	54,293	29,221	0,72927
49,001	50,061	28,884	2,0965
49,118	51,972	28,191	1,051
47,349	53,128	28,33	0,97727
33,801	1,6867	36,861	0,87816
33,089	2,7135	35,366	0,83845
33,096	6,483	34,721	0,35261
32,774	4,227	34,991	0,61793
33,07	7,04	35,409	4,9867e-002
34,101	-14,831	33,788	13,336
35,568	-18,279	35,113	12,044
33,156	-16,58	31,508	17,265
33,675	-18,457	32,301	18,574
46,	69,209	-16,491	0,86464
44,998	66,765	-15,655	1,441
47,324	68,929	-16,316	0,74066
47,002	67,796	-17,214	0,72533
46,	69,209	16,491	0,96375
44,998	66,765	15,655	1,363
47,215	68,323	17,134	0,75182
47,452	69,781	15,44	0,76592
48,343	68,282	15,569	0,65624
46,101	70,702	16,769	0,62271
47,215	69,032	17,419	0,53211
47,452	70,49	15,725	0,5462
47,525	70,49	17,379	0,50508
46,114	71,059	-16,332	0,49683
47,324	69,638	-16,602	0,46767
47,374	69,569	-17,626	0,43828
45,429	67,331	-21,434	1,6073e-002
44,671	66,198	-17,897	0,93807
46,104	65,87	-20,11	0,2523
46,674	67,229	-19,456	0,22244
46,378	66,779	-20,859	0,18961
32,149	44,51	-24,893	-1,8791
32,296	43,177	-26,669	-1,8384
32,379	44,908	-20,303	-1,9695
32,149	44,51	-22,468	-2,0349
32,284	42,331	-20,124	-2,2099
32,321	42,14	-22,328	-2,1006
32,379	44,908	-17,877	-1,9648
32,317	44,801	-15,985	-2,0738
32,284	42,331	-17,698	-2,2053
33,458	43,648	-16,047	-1,6426
32,317	44,801	-13,559	-2,292
32,535	45,178	-11,861	-2,238
32,517	42,431	-10,287	-3,1143
32,412	41,593	-12,538	-3,2669
33,458	43,648	-13,621	-1,8608
32,578	45,253	-7,7133	-2,3647
32,117	44,454	-6,3284	-2,5886
32,517	42,431	-7,8616	-3,1542
33,352	43,392	-5,4183	-2,6124
32,152	44,514	-2,3588	-2,6454
33,352	43,392	-2,9925	-2,6773
32,013	42,81	-1,3599	-3,1337
32,163	44,534	2,2633	-2,6863
32,871	42,978	2,1011	-2,9381
32,013	42,81	1,066	-3,1234
31,923	44,118	6,889	-2,1858
32,625	42,074	6,7826	-3,2188
32,121	42,814	8,2064	-2,4708
32,317	44,801	13,559	-2,0909
32,535	45,178	11,861	-2,0002
33,232	42,825	11,635	-2,1549
32,452	43,181	13,57	-2,0755
31,929	41,981	13,465	-2,5413
32,121	42,814	10,632	-2,532
32,379	44,908	17,877	-1,8465
32,317	44,801	15,985	-1,9516
32,735	42,732	17,993	-1,8826
32,452	43,181	15,996	-1,9362
32,379	44,908	20,303	-1,8818
32,149	44,51	22,468	-2,0225
32,236	42,338	21,967	-2,0825
32,735	42,732	20,419	-1,9178
32,149	44,51	24,893	-1,9763
32,37	42,493	27,146	-2,0884
45,452	67,381	21,369	0,38708
44,671	66,198	17,897	1,0003
47,039	66,276	20,676	0,37223
46,888	67,756	19,376	0,38917
103,93	42,501	27,302	-1,9999
104,	40,277	26,894	-3,5585
103,26	41,398	27,645	-2,6492
103,93	42,501	22,549	-1,7871
104,	40,277	24,568	-3,4664
104,	40,514	22,632	-3,2519
103,32	42,043	23,76	-2,2459
103,07	42,288	22,087	-2,301
103,93	42,501	17,797	-1,8073
104,	39,127	18,372	-4,5316
104,	40,514	20,306	-3,2901
102,4	40,654	18,358	-2,7973
102,79	42,424	17,299	-2,6432
103,07	42,288	19,76	-2,3392
103,93	42,501	13,044	-1,9261
104,	39,976	13,384	-4,5692
102,7	41,499	13,144	-3,1416
102,79	42,424	14,972	-2,5659
103,93	42,501	8,2919	-1,9411
104,	39,976	11,057	-4,6885
104,	40,271	8,327	-5,3069
102,91	42,17	8,4534	-3,1788
102,7	41,499	10,817	-3,2608
103,93	42,501	3,5395	-2,1683
104,	40,271	6,0004	-5,5681
102,91	42,17	6,1269	-3,44
101,84	42,496	4,3778	-3,1662
102,72	40,314	4,3127	-5,3034
102,85	42,49	3,3522	-3,6446
102,29	40,969	-0,38776	-4,2903
102,85	42,49	1,0256	-3,4249
103,93	42,501	-3,5395	-2,152
104,	40,271	-6,0004	-5,0032
102,67	41,809	-6,3981	-3,6934
102,67	40,241	-4,8915	-5,2959
102,53	42,495	-4,382	-3,6443
103,93	42,501	-8,2919	-2,4234
104,	39,976	-11,057	-4,4691
104,	40,271	-8,327	-4,9079
102,67	41,809	-8,7246	-3,5981
103,06	40,937	-9,9837	-4,0064
103,93	42,501	-13,044	-2,0973
104,	39,976	-13,384	-4,3621
102,45	42,235	-13,131	-2,998
102,96	41,318	-14,311	-3,2213
103,93	42,501	-17,797	-1,8814
104,	39,127	-18,372	-4,5812
104,	40,514	-20,306	-3,1945
102,49	42,026	-18,486	-2,4765
103,93	42,501	-22,549	-1,9213
104,	40,277	-24,568	-3,3487
104,	40,514	-22,632	-3,1923
102,94	41,976	-23,388	-2,3705
103,93	42,501	-27,302	-1,938
104,	40,277	-26,894	-3,3932
102,34	41,788	-27,748	-2,1569
101,87	13,349	35,336	-1,812
102,94	14,078	34,425	-2,8325
102,75	6,5548	36,333	-0,634
103,21	8,0831	35,029	-0,97246
102,75	4,2155	36,658	-9,7364e-002
102,	-1,7754	36,857	0,91461
103,14	-0,74096	35,539	0,68643
102,	-4,0767	36,674	1,0556
101,9	-7,8515	36,055	1,2847
100,18	-5,8726	36,43	1,7628
102,92	-5,2943	35,192	1,2842
103,39	-7,04	35,61	1,1786
101,9	-10,091	35,493	1,8754
103,24	-11,184	34,173	2,9794
103,39	-9,2869	35,084	1,7693
102,75	-16,006	33,248	10,245
102,75	-17,588	33,786	13,462
104,	-21,404	34,327	6,4841
100,68	-18,828	36,168	2,7547
102,02	-20,047	32,872	7,8439
102,75	-17,588	-33,786	13,319
104,	-20,372	-34,379	6,4724
100,68	-18,828	-36,168	2,5203
101,93	-20,344	-33,454	7,3769
102,75	-16,006	-33,248	12,173
103,09	-13,975	-32,91	5,5799
102,13	-10,565	-35,355	1,1688
102,44	-4,6407	-36,607	0,87387
100,96	-6,9161	-36,246	1,6031
102,66	-6,4561	-35,53	1,3699
102,44	-2,3425	-36,826	0,6887
101,45	-0,66011	-36,894	0,83188
102,52	-0,32283	-36,216	0,59946
102,75	4,2155	-36,658	-0,17626
101,45	1,6483	-36,863	0,55417
102,52	1,9842	-36,169	0,32175
101,87	13,349	-35,336	-1,8433
102,75	6,5548	-36,333	-0,70534
102,75	7,0867	-34,414	-0,49399
85,039	50,695	29,852	1,1383
85,114	49,092	28,735	1,9732
87,588	45,811	30,57	4,5537
85,241	44,593	29,151	5,736
85,039	53,029	-29,486	3,7777e-002
86,353	55,78	-28,835	-0,59244
84,769	53,932	-28,055	-0,3219
86,353	58,034	-28,09	-1,1409
84,876	58,216	-27,092	-1,1955
84,578	62,918	-24,54	-0,49526
85,38	62,315	-25,072	-1,0847
84,488	65,84	-22,509	0,4065
85,033	66,505	-22,517	-8,1095e-002
85,097	70,466	-18,944	6,4005e-002
84,637	71,944	-15,609	7,6414e-002
84,856	72,841	-14,989	0,11799
84,761	74,593	-10,789	0,11894
84,818	76,313	-1,7542	0,12433
84,707	76,673	2,3339	9,153e-002
84,759	75,62	6,1184	0,12348
84,989	72,394	14,874	0,12362
85,115	69,735	18,672	9,3026e-002
84,768	69,01	19,419	9,7099e-002
85,137	65,842	22,922	0,21718
84,746	62,257	24,924	0,16973
85,137	63,912	24,302	9,2529e-002
86,287	57,879	28,147	-0,90099
84,892	58,683	26,576	-0,67667
85,039	53,029	29,486	-7,267e-002
86,287	55,62	28,88	-0,47423
84,874	54,428	27,702	-0,18841
85,039	50,695	-29,852	1,7571
84,919	48,517	-28,573	2,7272
85,446	47,66	-29,377	3,7211
87,588	45,811	-30,57	5,4159
85,446	45,335	-29,719	6,235
100,88	-13,832	-34,209	11,322
99,432	-18,279	-35,113	10,645
101,84	-15,015	-32,41	14,851
101,87	-16,732	-31,254	14,94
100,68	-19,794	-32,399	15,501
101,48	-18,249	-30,274	14,309
100,2	2,8007	-36,794	0,87034
101,5	5,892	-34,59	0,35127
102,13	5,0272	-35,366	0,13625
101,27	3,1309	-36,037	0,63792
87,392	54,632	-29,14	0,37092
85,957	49,679	-28,403	1,9713
85,808	52,765	-28,273	0,64146
85,227	51,064	-27,603	0,57276
87,326	54,471	29,179	0,1673
86,153	50,254	28,564	1,4037
85,913	53,262	27,921	0,45311
87,196	51,539	27,68	1,0045
100,75	1,6868	36,861	0,92868
101,88	5,1404	35,082	0,33442
101,89	2,7128	35,359	0,7005
101,96	6,8885	35,205	-0,11259
99,432	-18,279	35,113	10,775
101,71	-17,802	30,574	14,377
101,5	-15,598	31,38	15,039
100,77	-19,498	31,817	15,864
101,99	-14,388	32,871	12,89
89,	69,209	-16,491	0,82716
89,91	66,923	-16,75	1,378
87,424	68,595	-16,545	0,65884
87,421	67,612	-15,994	0,67047
89,	69,209	16,491	0,91002
89,909	66,926	16,745	1,3057
87,604	68,928	15,875	0,71492
87,615	68,884	16,969	0,69609
88,301	67,834	17,071	0,77621
88,852	70,98	16,598	0,54567
87,604	69,636	16,161	0,44766
87,615	69,593	17,254	0,42883
88,899	70,702	-16,769	0,41337
87,424	69,304	-16,831	0,30858
88,385	69,675	-17,592	0,39181
87,597	70,324	-17,526	0,33016
89,571	67,331	21,434	6,4708e-002
90,236	66,359	18,987	0,79747
88,629	67,267	19,314	0,26801
88,803	66,892	20,798	0,16802
102,73	44,713	-25,084	-2,2399
102,2	42,288	-27,131	-2,0953
102,81	42,476	-25,097	-2,3534
102,73	44,713	-22,658	-2,2677
102,36	42,526	-20,096	-2,485
102,81	42,476	-22,671	-2,3812
102,62	44,911	-17,274	-2,3195
102,36	42,526	-17,67	-2,4429
102,68	44,798	-11,958	-2,5825
102,32	42,735	-12,216	-2,9506
102,83	44,541	-6,6327	-3,0527
102,54	42,309	-7,7103	-3,6629
102,4	42,995	-5,6942	-3,6138
102,57	44,995	-1,1419	-2,5315
102,83	44,541	-4,2068	-2,6861
102,4	42,995	-3,2683	-3,2472
102,57	44,995	1,284	-2,5073
102,9	44,431	4,1382	-2,5834
102,72	42,99	2,2385	-3,1828
102,9	44,431	6,564	-2,6175
102,78	42,67	7,4391	-3,0123
102,68	44,801	11,837	-2,3821
102,57	41,999	12,229	-3,1986
102,66	42,924	14,057	-2,6229
102,62	44,911	17,274	-2,0931
102,66	42,924	16,483	-2,4268
102,73	44,713	22,658	-2,1503
103,19	42,543	23,044	-2,0857
102,93	42,788	21,37	-2,1408
102,73	44,713	25,084	-2,271
102,73	43,204	26,758	-2,211
103,12	41,898	27,028	-2,5176
89,548	67,381	-21,369	-0,48774
90,238	66,356	-18,992	0,62067
88,414	66,788	-20,105	-0,1377
94,526	57,985	27,611	-1,3012
92,534	61,513	26,042	-0,93019
90,714	64,711	24,105	-0,48773
90,1	62,747	23,586	-0,33447
90,516	61,715	25,16	-0,45058
89,608	66,669	22,605	-0,12983
89,251	64,226	22,563	-7,4929e-002
88,917	66,288	21,971	-2,652e-002
88,644	66,794	21,535	7,1841e-002
89,965	66,084	-23,052	-0,81107
88,236	66,746	-20,777	-0,28823
91,582	63,199	-25,083	-0,95391
89,614	63,686	-23,022	-0,62756
93,524	59,759	-26,891	-0,91258
90,555	62,019	-24,045	-0,5976
92,026	60,09	-25,495	-0,5424
95,126	56,944	-27,96	-0,95749
93,022	58,326	-26,278	-0,53103
39,874	56,944	27,96	-1,0666
41,476	59,759	26,891	-0,62961
41,401	57,211	26,84	-0,38427
39,816	54,202	27,267	-0,59023
43,418	63,199	25,083	-0,19734
44,122	61,65	24,263	-3,0214e-002
44,733	60,331	25,705	0,10682
45,035	66,084	23,052	0,15989
45,064	63,317	23,24	0,17093
47,217	66,235	21,348	0,30114
45,392	66,669	-22,605	-0,19282
44,286	64,711	-24,105	-0,45071
45,535	64,232	-22,943	-9,8967e-002
46,536	66,68	-21,595	7,383e-002
42,466	61,513	-26,042	-0,69564
44,687	62,753	-23,965	-0,26374
43,648	60,854	-24,999	-0,25046
40,474	57,985	-27,611	-0,86969
87,313	70,651	15,949	0,35056
87,197	71,862	15,156	0,36159
88,537	72,462	-15,302	0,3066
88,186	70,432	-17,566	0,32827
87,398	71,082	-17,5	0,26662
88,494	75,909	7,2886	7,4602e-002
87,301	74,042	9,9991	0,20627
88,463	76,738	2,7229	5,0779e-003
87,013	75,452	5,2611	0,13293
86,961	76,131	3,8195	0,10326
88,443	76,775	-2,5402	-2,0573e-002
87,025	76,067	-0,53265	0,11729
86,914	76,427	1,1829	8,2843e-002
88,444	75,936	-7,403	3,5297e-002
87,281	75,06	-6,1331	0,14621
86,66	75,435	-4,6292	0,12713
87,544	74,596	-4,1156	0,25817
88,443	74,427	-11,765	0,17989
87,253	74,502	-8,3896	0,20731
86,969	74,647	-9,8249	0,15387
87,283	72,673	-12,862	0,28805
87,09	73,037	-14,004	0,24954
46,462	72,47	15,289	0,40116
47,651	71,248	15,699	0,42487
47,725	71,248	17,353	0,38375
46,586	73,924	-12,921	0,26082
47,882	72,019	-14,976	0,35263
46,545	74,423	11,742	0,22227
47,717	72,24	14,231	0,32466
46,536	75,914	7,4024	8,5564e-002
47,802	73,912	10,121	0,2483
46,548	76,765	2,5482	3,4694e-003
47,851	75,268	5,1107	0,16176
47,891	76,152	3,7075	9,3313e-002
46,545	76,744	-2,748	5,9185e-003
47,885	75,768	-0,40035	0,11968
47,928	76,417	1,1024	6,9245e-002
46,608	75,935	-7,6104	7,6022e-002
47,874	75,309	-5,0048	0,15366
47,685	76,047	-5,8693	9,5113e-002
47,889	74,577	-8,9398	0,21402
47,791	75,564	-8,0692	0,1387
48,387	74,603	-9,9231	0,16469
104,6	2,847	-34,359	8,3157e-002
104,6	0,	-34,476	0,41986
103,39	0,80747	-34,047	0,69815
104,21	1,4152	-33,098	0,37012
103,67	3,0598	-34,343	0,19157
104,6	5,7609	-33,985	-0,35575
103,04	5,3451	-33,448	0,23919
104,21	2,8357	-32,981	0,20272
103,67	4,4803	-34,225	2,4177e-002
104,62	8,6389	-33,352	-0,97634
103,06	6,8333	-33,174	-3,2326e-002
104,06	7,9208	-32,125	-0,46601
104,61	11,396	-32,519	-1,8517
103,45	10,495	-32,666	-1,0624
104,05	9,3097	-31,769	-0,81509
104,62	14,148	-31,41	-3,1235
103,45	11,861	-32,188	-1,5887
104,29	12,468	-30,486	-1,7856
103,3	13,935	-31,82	-2,2874
104,05	10,676	-31,291	-1,3414
104,62	16,799	-30,083	-4,8558
104,3	13,85	-29,854	-2,5311
103,31	15,317	-31,187	-3,0329
104,37	15,964	-29,814	-3,591
104,51	19,124	-28,792	-7,2018
104,28	18,115	-27,937	-4,7519
103,92	18,626	-29,099	-5,6539
104,35	17,233	-29,124	-4,5778
104,51	21,068	-27,406	-9,1924
103,46	21,049	-27,392	-6,972
104,19	19,178	-27,345	-6,1111
103,84	19,689	-28,507	-7,0132
104,61	22,993	-25,667	-11,638
103,54	21,924	-26,603	-7,6034
104,28	20,053	-26,556	-6,7424
104,31	22,034	-24,647	-7,6028
104,62	25,093	-23,602	-14,8
103,35	24,508	-23,726	-9,4948
103,56	22,967	-25,644	-9,4181
104,33	23,077	-23,688	-9,4175
104,62	27,036	-21,357	-17,182
103,34	25,561	-22,617	-10,842
104,43	25,904	-21,332	-12,744
104,32	24,13	-22,58	-10,765
104,62	28,724	-19,019	-20,245
103,32	27,991	-19,445	-12,086
104,43	26,795	-20,201	-13,779
103,82	27,294	-18,359	-13,031
104,6	30,269	-16,489	-22,271
103,33	28,787	-18,24	-14,113
103,6	29,627	-16,913	-15,836
103,83	28,09	-17,153	-15,059
104,6	31,573	-13,849	-25,239
104,46	30,095	-13,315	-16,205
103,57	30,373	-15,589	-15,834
105,46	28,902	-14,276	-14,316
103,01	30,971	-14,36	-13,513
103,8	28,836	-15,829	-15,057
104,6	32,608	-11,194	-28,633
104,46	30,668	-12,01	-19,175
103,31	32,32	-11,108	-18,088
103,01	31,543	-13,055	-16,483
104,6	33,421	-8,4635	-29,972
104,46	31,131	-10,662	-19,599
103,31	32,782	-9,7597	-18,512
104,38	32,609	-8,8665	-22,431
104,6	34,006	-5,6746	-31,566
104,31	32,723	-6,157	-21,911
103,23	33,928	-6,3823	-19,218
104,38	32,959	-7,4848	-23,345
104,6	34,362	-2,7398	-31,835
104,31	32,958	-4,7511	-22,592
103,23	34,163	-4,9764	-19,898
104,38	33,671	-3,6328	-25,284
104,62	34,455	0,22043	-31,878
102,79	34,189	-1,2712	-17,336
104,37	33,099	-0,42547	-21,712
104,4	33,773	-2,1045	-24,873
104,61	34,321	3,0905	-31,974
102,79	34,184	0,15893	-17,789
103,25	34,291	2,325	-19,461
104,36	33,093	1,0047	-22,165
104,59	33,504	2,1516	-23,504
104,6	33,938	6,0249	-30,993
103,29	33,987	5,7688	-20,237
103,25	34,163	3,7622	-19,104
104,21	32,655	5,4855	-22,171
104,59	33,375	3,5888	-23,147
104,51	33,448	8,7225	-32,822
103,29	33,729	7,2631	-19,612
104,2	32,397	6,9798	-21,547
104,51	32,926	7,8305	-24,226
104,51	32,765	11,019	-32,245
103,42	32,658	10,245	-22,267
104,43	32,709	9,0378	-26,681
104,61	31,747	13,402	-27,131
104,53	31,155	11,848	-20,658
103,5	32,197	11,327	-19,235
103,5	31,461	13,157	-18,559
104,62	30,475	16,062	-24,315
104,55	30,587	13,145	-18,576
104,54	29,553	15,244	-17,631
103,52	30,893	14,454	-16,477
104,62	28,983	18,632	-22,593
103,29	29,7	17,721	-15,704
104,53	28,845	16,603	-16,897
103,98	28,33	18,585	-17,461
103,51	30,185	15,813	-15,742
104,62	27,321	20,987	-19,147
103,98	27,55	19,794	-16,474
104,6	25,428	23,272	-15,204
105,79	25,164	20,543	-10,443
103,38	25,547	22,352	-11,225
103,98	26,669	20,938	-14,015
104,6	23,35	25,365	-12,272
104,35	23,045	23,913	-9,6333
103,35	24,533	23,49	-9,7413
104,6	21,176	27,207	-9,4606
104,35	21,996	24,878	-8,186
104,58	20,136	26,229	-7,0281
103,39	21,756	26,736	-7,7024
104,6	18,857	28,862	-6,7748
103,39	18,883	28,626	-5,5283
104,58	19,011	27,105	-5,6636
103,39	20,631	27,611	-6,3379
104,6	16,409	30,321	-4,6137
103,39	17,689	29,406	-4,2071
104,58	17,818	27,884	-4,3424
104,23	15,819	29,972	-3,8283
104,6	13,752	31,608	-2,8591
104,23	14,565	30,65	-2,9883
104,62	10,986	32,656	-1,5586
103,48	11,74	32,137	-1,3733
104,25	13,157	31,241	-2,0737
105,4	11,981	30,422	-1,4987
104,54	10,276	31,807	-1,1424
104,61	8,2267	33,463	-0,79065
103,48	10,385	32,597	-0,98747
103,52	9,0191	33,494	-0,81192
104,53	8,9206	32,267	-0,75653
104,61	5,4048	34,035	-0,16559
103,43	5,869	33,717	1,7224e-002
103,52	7,6171	33,84	-0,42978
104,53	7,5186	32,612	-0,37439
103,54	6,736	31,869	0,13963
104,51	2,6972	34,455	0,22389
103,43	4,4516	33,944	0,26014
104,33	3,2191	32,906	0,35073
104,51	0,22642	34,568	0,45552
103,36	0,73306	34,423	0,77279
104,24	1,9281	33,108	0,4973
104,13	-0,17117	33,641	0,64621
104,61	-2,3558	34,379	0,77513
103,44	-0,43823	34,338	0,85784
104,21	-1,3425	33,556	0,73127
104,64	-5,2017	34,042	1,3491
103,24	-4,1079	34,117	1,5492
104,63	-4,9655	32,78	0,9201
104,23	-2,7537	33,441	0,96583
104,63	-8,1197	33,472	2,4217
103,24	-5,5405	33,894	1,8886
103,34	-7,3393	32,999	2,6486
104,63	-6,3982	32,556	1,2595
103,71	-7,2863	34,311	1,783
104,62	-10,971	32,658	4,672
103,33	-8,822	32,65	3,3817
103,55	-10,667	33,05	3,7262
104,62	-7,8809	32,207	1,9927
104,3	-10,333	31,524	3,4469
104,6	-13,751	31,609	7,5442
103,06	-13,243	31,099	7,3928
103,56	-12,033	32,589	5,2434
104,31	-11,699	31,063	4,964
104,6	-16,409	30,321	10,112
103,04	-14,653	30,508	8,7478
105,74	-14,212	29,307	3,7565
104,29	-13,109	30,472	6,3191
104,45	-15,535	28,976	5,8809
104,6	-18,857	28,862	10,443
103,25	-18,111	29,024	9,2982
103,04	-15,907	29,83	9,961
104,45	-16,788	28,298	7,0941
104,6	-21,176	27,207	9,949
103,25	-19,304	28,244	8,4161
104,23	-20,67	26,605	7,5679
105,67	-19,347	26,413	3,3619
104,45	-17,981	27,518	6,212
104,6	-23,35	25,365	10,176
104,23	-21,795	25,729	7,9556
103,21	-22,476	25,964	8,9261
104,6	-25,427	23,274	9,4376
104,29	-23,843	22,788	6,9835
104,23	-22,843	24,764	7,7953
103,21	-23,524	24,998	8,7658
103,77	-24,902	23,813	8,7868
104,62	-27,314	21,	9,0078
104,32	-24,856	21,65	6,4049
104,84	-26,098	19,933	4,785
103,61	-26,835	21,264	7,9671
103,79	-25,915	22,676	8,2082
104,61	-28,975	18,651	9,1454
104,11	-28,371	18,003	7,3466
104,83	-26,974	18,8	4,9339
103,6	-27,711	20,132	8,116
103,41	-29,243	19,143	8,3574
104,62	-30,466	16,082	8,7692
104,11	-29,153	16,788	7,3353
104,83	-27,757	17,585	4,9226
103,41	-30,026	17,929	8,3461
104,62	-31,743	13,401	8,5634
103,5	-31,146	14,267	7,0766
104,06	-31,195	12,741	7,2597
104,12	-29,857	15,434	6,9704
103,46	-29,958	13,547	7,3229
104,51	-32,781	10,957	9,242
103,49	-31,722	12,943	7,2358
104,04	-31,771	11,417	7,4189
104,51	-33,486	8,5925	9,1899
104,38	-31,826	8,5224	6,1961
103,96	-32,244	10,301	7,9383
103,01	-33,066	8,3648	7,8172
102,6	-33,295	10,797	8,0517
104,6	-33,955	5,9482	8,392
104,46	-32,053	7,2806	5,6246
103,08	-33,293	7,123	7,2458
104,61	-34,317	3,1097	7,8727
103,39	-34,399	3,2064	7,456
104,47	-32,287	5,8755	5,3982
103,1	-33,528	5,7179	7,0193
104,57	-32,876	3,2172	5,2178
104,62	-34,452	0,23446	8,0463
103,39	-34,526	1,775	7,1632
104,57	-33,003	1,7858	4,9249
104,6	-34,362	-2,7385	8,3181
103,4	-34,534	0,33363	7,6297
104,5	-33,186	-1,86	6,0063
102,97	-34,177	-2,5825	7,2039
104,57	-33,01	0,34445	5,3914
102,63	-35,341	-1,1066	7,2373
104,6	-34,006	-5,6746	8,1547
104,48	-33,084	-3,3896	5,8116
102,95	-34,076	-4,1122	7,0093
104,27	-33,097	-5,0582	6,5239
104,6	-33,421	-8,4635	8,3761
103,36	-33,079	-7,7947	7,0896
104,27	-32,862	-6,4641	6,5551
104,6	-32,608	-11,194	8,6975
103,36	-32,73	-9,1764	7,2799
104,32	-31,55	-10,085	5,8538
104,6	-31,573	-13,849	9,038
103,26	-31,613	-13,089	7,5755
104,32	-31,088	-11,433	5,985
104,83	-31,215	-12,768	4,9464
104,6	-30,271	-16,488	9,2537
104,39	-29,544	-15,511	6,8412
103,26	-31,04	-14,394	7,7849
103,24	-30,132	-16,324	7,7935
104,83	-30,643	-14,073	5,1558
105,31	-29,883	-14,61	3,2012
104,62	-28,735	-19,008	9,355
104,41	-28,8	-16,834	6,8476
103,26	-29,388	-17,647	7,7999
104,61	-27,052	-21,343	9,482
104,41	-28,013	-18,031	6,9425
103,27	-27,286	-20,556	8,0513
103,26	-28,601	-18,844	7,8948
104,65	-26,545	-19,785	5,6883
104,62	-25,108	-23,587	9,8776
103,27	-26,391	-21,692	8,0834
104,64	-25,65	-20,92	5,7203
104,47	-25,231	-22,407	7,2432
104,62	-22,99	-25,664	10,582
103,33	-23,499	-24,803	8,8017
104,48	-24,181	-23,51	7,6067
104,59	-22,851	-24,226	6,4752
104,51	-21,015	-27,442	11,565
103,32	-22,434	-25,779	9,1421
104,32	-20,365	-26,614	7,9886
103,03	-20,682	-27,218	9,0482
104,57	-21,786	-25,202	6,8156
104,51	-19,072	-28,83	11,919
104,23	-19,462	-27,425	8,6314
102,95	-19,779	-28,029	9,6911
104,61	-16,799	-30,087	11,75
103,42	-17,229	-29,583	10,034
104,32	-18,429	-27,998	8,3426
103,03	-18,746	-28,602	9,4022
104,51	-16,271	-28,846	7,4191
104,62	-14,167	-31,4	9,4743
103,41	-14,265	-31,412	10,064
103,44	-15,983	-30,257	10,154
104,53	-15,025	-29,521	7,5391
104,62	-11,415	-32,507	5,2052
103,4	-12,878	-32,046	7,6682
104,52	-13,637	-30,155	5,1434
104,21	-11,224	-31,129	4,9811
104,62	-8,6531	-33,345	2,5391
103,44	-9,2579	-32,942	3,1798
103,4	-11,518	-32,521	5,7948
104,22	-9,8637	-31,604	3,1077
104,6	-5,7625	-33,984	1,4429
103,44	-7,8581	-33,303	2,3871
102,8	-6,2003	-33,262	2,2946
104,22	-8,4639	-31,965	2,315
104,14	-6,4594	-32,265	1,6298
104,6	-2,847	-34,359	0,86427
102,78	-4,7106	-33,536	1,991
104,42	-3,4806	-33,423	0,88038
104,11	-4,9697	-32,54	1,3263
103,39	-0,61787	-34,047	0,86745
104,21	-1,0112e-002	-33,098	0,53942
104,42	-2,0601	-33,541	0,60528
30,405	2,847	-34,359	0,2468
30,405	0,	-34,476	0,5941
31,812	1,8874	-34,792	0,61524
30,755	1,0758	-33,689	0,51194
30,398	5,7609	-33,985	-8,3097e-002
31,812	3,3079	-34,675	0,50473
30,665	3,8035	-32,627	0,37344
30,755	2,4963	-33,571	0,40143
30,588	4,7256	-33,278	0,19088
30,38	8,6389	-33,352	-0,6763
31,717	6,8386	-33,318	0,1532
30,73	8,8696	-32,391	-0,48189
31,601	7,8054	-34,076	-0,29211
30,566	6,2138	-33,004	-2,8511e-002
30,778	7,1195	-31,95	-5,3679e-003
30,386	11,396	-32,519	-1,4447
31,721	8,2276	-32,963	-0,22062
31,474	10,664	-33,141	-0,98629
30,734	10,259	-32,036	-0,8557
31,606	9,1944	-33,721	-0,66593
30,376	14,148	-31,41	-2,6078
31,597	13,312	-31,301	-1,4728
31,475	12,03	-32,663	-1,3809
30,735	11,624	-31,558	-1,2503
29,923	12,057	-30,943	-1,3199
30,384	16,799	-30,083	-4,1966
31,587	14,694	-30,668	-2,2414
32,439	16,634	-29,977	-2,1857
30,302	15,988	-29,085	-2,8576
30,489	19,124	-28,792	-6,2973
32,456	17,903	-29,287	-3,0058
30,319	17,257	-28,395	-3,6778
31,245	18,805	-28,886	-4,6151
30,442	18,806	-28,02	-4,5831
30,492	21,068	-27,406	-8,2945
31,258	20,858	-26,759	-6,3465
31,33	19,868	-28,295	-5,8956
30,528	19,869	-27,428	-5,8636
30,387	22,993	-25,667	-10,686
31,175	21,734	-25,97	-7,0633
30,445	20,744	-26,639	-6,5803
30,376	25,093	-23,602	-13,165
31,764	24,369	-23,888	-8,3817
31,156	22,776	-25,011	-8,7384
30,382	27,036	-21,357	-15,87
31,772	25,422	-22,779	-9,1855
30,639	26,201	-21,057	-11,311
29,464	24,86	-21,481	-9,1669
30,378	28,724	-19,019	-19,022
